date,City,Year,Population,Month
2002-02-01,Halifax,2002,362145.9166666667,2
2002-03-01,Halifax,2002,362373.8333333333,3
2002-04-01,Halifax,2002,362601.75,4
2002-05-01,Halifax,2002,362829.6666666667,5
2002-06-01,Halifax,2002,363057.5833333333,6
2002-07-01,Halifax,2002,363285.5,7
2002-08-01,Halifax,2002,363513.4166666667,8
2002-09-01,Halifax,2002,363741.3333333333,9
2002-10-01,Halifax,2002,363969.25,10
2002-11-01,Halifax,2002,364197.1666666667,11
2002-12-01,Halifax,2002,364425.0833333333,12
2003-01-01,Halifax,2003,364653.0,1
2003-02-01,Halifax,2003,364880.9166666667,2
2003-03-01,Halifax,2003,365108.8333333333,3
2003-04-01,Halifax,2003,365336.75,4
2003-05-01,Halifax,2003,365564.6666666667,5
2003-06-01,Halifax,2003,365792.5833333333,6
2003-07-01,Halifax,2003,366020.5,7
2003-08-01,Halifax,2003,366248.4166666667,8
2003-09-01,Halifax,2003,366476.3333333333,9
2003-10-01,Halifax,2003,366704.25,10
2003-11-01,Halifax,2003,366932.1666666667,11
2003-12-01,Halifax,2003,367160.0833333333,12
2004-01-01,Halifax,2004,367388.0,1
2004-02-01,Halifax,2004,367615.9166666667,2
2004-03-01,Halifax,2004,367843.8333333333,3
2004-04-01,Halifax,2004,368071.75,4
2004-05-01,Halifax,2004,368299.6666666667,5
2004-06-01,Halifax,2004,368527.5833333333,6
2004-07-01,Halifax,2004,368755.5,7
2004-08-01,Halifax,2004,368983.4166666667,8
2004-09-01,Halifax,2004,369211.3333333333,9
2004-10-01,Halifax,2004,369439.25,10
2004-11-01,Halifax,2004,369667.1666666667,11
2004-12-01,Halifax,2004,369895.0833333333,12
2005-01-01,Halifax,2005,370123.0,1
2005-02-01,Halifax,2005,370350.9166666667,2
2005-03-01,Halifax,2005,370578.8333333333,3
2005-04-01,Halifax,2005,370806.75,4
2005-05-01,Halifax,2005,371034.6666666667,5
2005-06-01,Halifax,2005,371262.5833333333,6
2005-07-01,Halifax,2005,371490.5,7
2005-08-01,Halifax,2005,371718.4166666667,8
2005-09-01,Halifax,2005,371946.3333333333,9
2005-10-01,Halifax,2005,372174.25,10
2005-11-01,Halifax,2005,372402.1666666667,11
2005-12-01,Halifax,2005,372630.0833333333,12
2006-01-01,Halifax,2006,372858.0,1
2006-02-01,Halifax,2006,373149.1666666667,2
2006-03-01,Halifax,2006,373440.3333333333,3
2006-04-01,Halifax,2006,373731.5,4
2006-05-01,Halifax,2006,374022.6666666667,5
2006-06-01,Halifax,2006,374313.8333333333,6
2006-07-01,Halifax,2006,374605.0,7
2006-08-01,Halifax,2006,374896.1666666667,8
2006-09-01,Halifax,2006,375187.3333333333,9
2006-10-01,Halifax,2006,375478.5,10
2006-11-01,Halifax,2006,375769.6666666667,11
2006-12-01,Halifax,2006,376060.8333333333,12
2007-01-01,Halifax,2007,376352.0,1
2007-02-01,Halifax,2007,376643.1666666667,2
2007-03-01,Halifax,2007,376934.3333333333,3
2007-04-01,Halifax,2007,377225.5,4
2007-05-01,Halifax,2007,377516.6666666667,5
2007-06-01,Halifax,2007,377807.8333333333,6
2007-07-01,Halifax,2007,378099.0,7
2007-08-01,Halifax,2007,378390.1666666667,8
2007-09-01,Halifax,2007,378681.3333333333,9
2007-10-01,Halifax,2007,378972.5,10
2007-11-01,Halifax,2007,379263.6666666667,11
2007-12-01,Halifax,2007,379554.8333333333,12
2008-01-01,Halifax,2008,379846.0,1
2008-02-01,Halifax,2008,380137.1666666667,2
2008-03-01,Halifax,2008,380428.3333333333,3
2008-04-01,Halifax,2008,380719.5,4
2008-05-01,Halifax,2008,381010.6666666667,5
2008-06-01,Halifax,2008,381301.8333333333,6
2008-07-01,Halifax,2008,381593.0,7
2008-08-01,Halifax,2008,381884.1666666667,8
2008-09-01,Halifax,2008,382175.3333333333,9
2008-10-01,Halifax,2008,382466.5,10
2008-11-01,Halifax,2008,382757.6666666667,11
2008-12-01,Halifax,2008,383048.8333333333,12
2009-01-01,Halifax,2009,383340.0,1
2009-02-01,Halifax,2009,383631.1666666667,2
2009-03-01,Halifax,2009,383922.3333333333,3
2009-04-01,Halifax,2009,384213.5,4
2009-05-01,Halifax,2009,384504.6666666667,5
2009-06-01,Halifax,2009,384795.8333333333,6
2009-07-01,Halifax,2009,385087.0,7
2009-08-01,Halifax,2009,385378.1666666667,8
2009-09-01,Halifax,2009,385669.3333333333,9
2009-10-01,Halifax,2009,385960.5,10
2009-11-01,Halifax,2009,386251.6666666667,11
2009-12-01,Halifax,2009,386542.8333333333,12
2010-01-01,Halifax,2010,386834.0,1
2010-02-01,Halifax,2010,387125.1666666667,2
2010-03-01,Halifax,2010,387416.3333333333,3
2010-04-01,Halifax,2010,387707.5,4
2010-05-01,Halifax,2010,387998.6666666667,5
2010-06-01,Halifax,2010,388289.8333333333,6
2010-07-01,Halifax,2010,388581.0,7
2010-08-01,Halifax,2010,388872.1666666667,8
2010-09-01,Halifax,2010,389163.3333333333,9
2010-10-01,Halifax,2010,389454.5,10
2010-11-01,Halifax,2010,389745.6666666667,11
2010-12-01,Halifax,2010,390036.8333333333,12
2000-01-01,Indianapolis,2000,781926.0,1
2000-02-01,Indianapolis,2000,782246.9916666667,2
2000-03-01,Indianapolis,2000,782567.9833333333,3
2000-04-01,Indianapolis,2000,782888.975,4
2000-05-01,Indianapolis,2000,783209.9666666667,5
2000-06-01,Indianapolis,2000,783530.9583333334,6
2000-07-01,Indianapolis,2000,783851.95,7
2000-08-01,Indianapolis,2000,784172.9416666667,8
2000-09-01,Indianapolis,2000,784493.9333333333,9
2000-10-01,Indianapolis,2000,784814.925,10
2000-11-01,Indianapolis,2000,785135.9166666666,11
2000-12-01,Indianapolis,2000,785456.9083333333,12
2001-01-01,Indianapolis,2001,785777.9,1
2001-02-01,Indianapolis,2001,786098.8916666667,2
2001-03-01,Indianapolis,2001,786419.8833333333,3
2001-04-01,Indianapolis,2001,786740.875,4
2001-05-01,Indianapolis,2001,787061.8666666667,5
2001-06-01,Indianapolis,2001,787382.8583333333,6
2001-07-01,Indianapolis,2001,787703.85,7
2001-08-01,Indianapolis,2001,788024.8416666667,8
2001-09-01,Indianapolis,2001,788345.8333333334,9
2001-10-01,Indianapolis,2001,788666.825,10
2001-11-01,Indianapolis,2001,788987.8166666667,11
2001-12-01,Indianapolis,2001,789308.8083333333,12
2002-01-01,Indianapolis,2002,789629.8,1
2002-02-01,Indianapolis,2002,789950.7916666666,2
2002-03-01,Indianapolis,2002,790271.7833333333,3
2002-04-01,Indianapolis,2002,790592.775,4
2002-05-01,Indianapolis,2002,790913.7666666667,5
2002-06-01,Indianapolis,2002,791234.7583333333,6
2002-07-01,Indianapolis,2002,791555.75,7
2002-08-01,Indianapolis,2002,791876.7416666667,8
2002-09-01,Indianapolis,2002,792197.7333333333,9
2002-10-01,Indianapolis,2002,792518.725,10
2002-11-01,Indianapolis,2002,792839.7166666667,11
2002-12-01,Indianapolis,2002,793160.7083333334,12
2003-01-01,Indianapolis,2003,793481.7,1
2003-02-01,Indianapolis,2003,793802.6916666667,2
2003-03-01,Indianapolis,2003,794123.6833333333,3
2003-04-01,Indianapolis,2003,794444.675,4
2003-05-01,Indianapolis,2003,794765.6666666666,5
2003-06-01,Indianapolis,2003,795086.6583333333,6
2003-07-01,Indianapolis,2003,795407.65,7
2003-08-01,Indianapolis,2003,795728.6416666667,8
2003-09-01,Indianapolis,2003,796049.6333333333,9
2003-10-01,Indianapolis,2003,796370.625,10
2003-11-01,Indianapolis,2003,796691.6166666667,11
2003-12-01,Indianapolis,2003,797012.6083333333,12
2004-01-01,Indianapolis,2004,797333.6,1
2004-02-01,Indianapolis,2004,797654.5916666667,2
2004-03-01,Indianapolis,2004,797975.5833333334,3
2004-04-01,Indianapolis,2004,798296.575,4
2004-05-01,Indianapolis,2004,798617.5666666667,5
2004-06-01,Indianapolis,2004,798938.5583333333,6
2004-07-01,Indianapolis,2004,799259.55,7
2004-08-01,Indianapolis,2004,799580.5416666666,8
2004-09-01,Indianapolis,2004,799901.5333333333,9
2004-10-01,Indianapolis,2004,800222.525,10
2004-11-01,Indianapolis,2004,800543.5166666667,11
2004-12-01,Indianapolis,2004,800864.5083333333,12
2005-01-01,Indianapolis,2005,801185.5,1
2005-02-01,Indianapolis,2005,801506.4916666667,2
2005-03-01,Indianapolis,2005,801827.4833333333,3
2005-04-01,Indianapolis,2005,802148.475,4
2005-05-01,Indianapolis,2005,802469.4666666667,5
2005-06-01,Indianapolis,2005,802790.4583333334,6
2005-07-01,Indianapolis,2005,803111.45,7
2005-08-01,Indianapolis,2005,803432.4416666667,8
2005-09-01,Indianapolis,2005,803753.4333333333,9
2005-10-01,Indianapolis,2005,804074.425,10
2005-11-01,Indianapolis,2005,804395.4166666666,11
2005-12-01,Indianapolis,2005,804716.4083333333,12
2006-01-01,Indianapolis,2006,805037.4,1
2006-02-01,Indianapolis,2006,805358.3916666667,2
2006-03-01,Indianapolis,2006,805679.3833333333,3
2006-04-01,Indianapolis,2006,806000.375,4
2006-05-01,Indianapolis,2006,806321.3666666667,5
2006-06-01,Indianapolis,2006,806642.3583333333,6
2006-07-01,Indianapolis,2006,806963.35,7
2006-08-01,Indianapolis,2006,807284.3416666667,8
2006-09-01,Indianapolis,2006,807605.3333333334,9
2006-10-01,Indianapolis,2006,807926.325,10
2006-11-01,Indianapolis,2006,808247.3166666667,11
2006-12-01,Indianapolis,2006,808568.3083333333,12
2007-01-01,Indianapolis,2007,808889.3,1
2007-02-01,Indianapolis,2007,809210.2916666666,2
2007-03-01,Indianapolis,2007,809531.2833333333,3
2007-04-01,Indianapolis,2007,809852.275,4
2007-05-01,Indianapolis,2007,810173.2666666667,5
2007-06-01,Indianapolis,2007,810494.2583333333,6
2007-07-01,Indianapolis,2007,810815.25,7
2007-08-01,Indianapolis,2007,811136.2416666667,8
2007-09-01,Indianapolis,2007,811457.2333333333,9
2007-10-01,Indianapolis,2007,811778.225,10
2007-11-01,Indianapolis,2007,812099.2166666667,11
2007-12-01,Indianapolis,2007,812420.2083333334,12
2008-01-01,Indianapolis,2008,812741.2,1
2008-02-01,Indianapolis,2008,813062.1916666667,2
2008-03-01,Indianapolis,2008,813383.1833333333,3
2008-04-01,Indianapolis,2008,813704.175,4
2008-05-01,Indianapolis,2008,814025.1666666666,5
2008-06-01,Indianapolis,2008,814346.1583333333,6
2008-07-01,Indianapolis,2008,814667.15,7
2008-08-01,Indianapolis,2008,814988.1416666667,8
2008-09-01,Indianapolis,2008,815309.1333333333,9
2008-10-01,Indianapolis,2008,815630.125,10
2008-11-01,Indianapolis,2008,815951.1166666667,11
2008-12-01,Indianapolis,2008,816272.1083333334,12
2009-01-01,Indianapolis,2009,816593.1,1
2009-02-01,Indianapolis,2009,816914.0916666667,2
2009-03-01,Indianapolis,2009,817235.0833333334,3
2009-04-01,Indianapolis,2009,817556.075,4
2009-05-01,Indianapolis,2009,817877.0666666667,5
2009-06-01,Indianapolis,2009,818198.0583333333,6
2009-07-01,Indianapolis,2009,818519.05,7
2009-08-01,Indianapolis,2009,818840.0416666666,8
2009-09-01,Indianapolis,2009,819161.0333333333,9
2009-10-01,Indianapolis,2009,819482.025,10
2009-11-01,Indianapolis,2009,819803.0166666667,11
2009-12-01,Indianapolis,2009,820124.0083333333,12
2010-01-01,Indianapolis,2010,820445.0,1
2010-02-01,Indianapolis,2010,821004.975,2
2010-03-01,Indianapolis,2010,821564.95,3
2010-04-01,Indianapolis,2010,822124.925,4
2010-05-01,Indianapolis,2010,822684.9,5
2010-06-01,Indianapolis,2010,823244.875,6
2010-07-01,Indianapolis,2010,823804.85,7
2010-08-01,Indianapolis,2010,824364.825,8
2010-09-01,Indianapolis,2010,824924.8,9
2010-10-01,Indianapolis,2010,825484.775,10
2010-11-01,Indianapolis,2010,826044.75,11
2010-12-01,Indianapolis,2010,826604.725,12
2000-01-01,Nashville,2000,545524.0,1
2000-02-01,Nashville,2000,545988.15,2
2000-03-01,Nashville,2000,546452.3,3
2000-04-01,Nashville,2000,546916.45,4
2000-05-01,Nashville,2000,547380.6,5
2000-06-01,Nashville,2000,547844.75,6
2000-07-01,Nashville,2000,548308.9,7
2000-08-01,Nashville,2000,548773.05,8
2000-09-01,Nashville,2000,549237.2,9
2000-10-01,Nashville,2000,549701.35,10
2000-11-01,Nashville,2000,550165.5,11
2000-12-01,Nashville,2000,550629.65,12
2001-01-01,Nashville,2001,551093.8,1
2001-02-01,Nashville,2001,551557.95,2
2001-03-01,Nashville,2001,552022.1,3
2001-04-01,Nashville,2001,552486.25,4
2001-05-01,Nashville,2001,552950.4,5
2001-06-01,Nashville,2001,553414.55,6
2001-07-01,Nashville,2001,553878.7,7
2001-08-01,Nashville,2001,554342.85,8
2001-09-01,Nashville,2001,554807.0,9
2001-10-01,Nashville,2001,555271.15,10
2001-11-01,Nashville,2001,555735.3,11
2001-12-01,Nashville,2001,556199.45,12
2002-01-01,Nashville,2002,556663.6,1
2002-02-01,Nashville,2002,557127.75,2
2002-03-01,Nashville,2002,557591.9,3
2002-04-01,Nashville,2002,558056.05,4
2002-05-01,Nashville,2002,558520.2,5
2002-06-01,Nashville,2002,558984.35,6
2002-07-01,Nashville,2002,559448.5,7
2002-08-01,Nashville,2002,559912.65,8
2002-09-01,Nashville,2002,560376.8,9
2002-10-01,Nashville,2002,560840.95,10
2002-11-01,Nashville,2002,561305.1,11
2002-12-01,Nashville,2002,561769.25,12
2003-01-01,Nashville,2003,562233.4,1
2003-02-01,Nashville,2003,562697.55,2
2003-03-01,Nashville,2003,563161.7,3
2003-04-01,Nashville,2003,563625.85,4
2003-05-01,Nashville,2003,564090.0,5
2003-06-01,Nashville,2003,564554.15,6
2003-07-01,Nashville,2003,565018.3,7
2003-08-01,Nashville,2003,565482.45,8
2003-09-01,Nashville,2003,565946.6,9
2003-10-01,Nashville,2003,566410.75,10
2003-11-01,Nashville,2003,566874.9,11
2003-12-01,Nashville,2003,567339.05,12
2004-01-01,Nashville,2004,567803.2,1
2004-02-01,Nashville,2004,568267.35,2
2004-03-01,Nashville,2004,568731.5,3
2004-04-01,Nashville,2004,569195.65,4
2004-05-01,Nashville,2004,569659.8,5
2004-06-01,Nashville,2004,570123.95,6
2004-07-01,Nashville,2004,570588.1,7
2004-08-01,Nashville,2004,571052.25,8
2004-09-01,Nashville,2004,571516.4,9
2004-10-01,Nashville,2004,571980.55,10
2004-11-01,Nashville,2004,572444.7,11
2004-12-01,Nashville,2004,572908.85,12
2005-01-01,Nashville,2005,573373.0,1
2005-02-01,Nashville,2005,573837.15,2
2005-03-01,Nashville,2005,574301.3,3
2005-04-01,Nashville,2005,574765.45,4
2005-05-01,Nashville,2005,575229.6,5
2005-06-01,Nashville,2005,575693.75,6
2005-07-01,Nashville,2005,576157.9,7
2005-08-01,Nashville,2005,576622.05,8
2005-09-01,Nashville,2005,577086.2,9
2005-10-01,Nashville,2005,577550.35,10
2005-11-01,Nashville,2005,578014.5,11
2005-12-01,Nashville,2005,578478.65,12
2006-01-01,Nashville,2006,578942.8,1
2006-02-01,Nashville,2006,579406.95,2
2006-03-01,Nashville,2006,579871.1,3
2006-04-01,Nashville,2006,580335.25,4
2006-05-01,Nashville,2006,580799.4,5
2006-06-01,Nashville,2006,581263.55,6
2006-07-01,Nashville,2006,581727.7,7
2006-08-01,Nashville,2006,582191.85,8
2006-09-01,Nashville,2006,582656.0,9
2006-10-01,Nashville,2006,583120.15,10
2006-11-01,Nashville,2006,583584.3,11
2006-12-01,Nashville,2006,584048.45,12
2007-01-01,Nashville,2007,584512.6,1
2007-02-01,Nashville,2007,584976.75,2
2007-03-01,Nashville,2007,585440.9,3
2007-04-01,Nashville,2007,585905.05,4
2007-05-01,Nashville,2007,586369.2,5
2007-06-01,Nashville,2007,586833.35,6
2007-07-01,Nashville,2007,587297.5,7
2007-08-01,Nashville,2007,587761.65,8
2007-09-01,Nashville,2007,588225.8,9
2007-10-01,Nashville,2007,588689.95,10
2007-11-01,Nashville,2007,589154.1,11
2007-12-01,Nashville,2007,589618.25,12
2008-01-01,Nashville,2008,590082.4,1
2008-02-01,Nashville,2008,590546.55,2
2008-03-01,Nashville,2008,591010.7,3
2008-04-01,Nashville,2008,591474.85,4
2008-05-01,Nashville,2008,591939.0,5
2008-06-01,Nashville,2008,592403.15,6
2008-07-01,Nashville,2008,592867.3,7
2008-08-01,Nashville,2008,593331.45,8
2008-09-01,Nashville,2008,593795.6,9
2008-10-01,Nashville,2008,594259.75,10
2008-11-01,Nashville,2008,594723.9,11
2008-12-01,Nashville,2008,595188.05,12
2009-01-01,Nashville,2009,595652.2,1
2009-02-01,Nashville,2009,596116.35,2
2009-03-01,Nashville,2009,596580.5,3
2009-04-01,Nashville,2009,597044.65,4
2009-05-01,Nashville,2009,597508.8,5
2009-06-01,Nashville,2009,597972.95,6
2009-07-01,Nashville,2009,598437.1,7
2009-08-01,Nashville,2009,598901.25,8
2009-09-01,Nashville,2009,599365.4,9
2009-10-01,Nashville,2009,599829.55,10
2009-11-01,Nashville,2009,600293.7,11
2009-12-01,Nashville,2009,600757.85,12
2010-01-01,Nashville,2010,601222.0,1
2010-02-01,Nashville,2010,601957.2083333334,2
2010-03-01,Nashville,2010,602692.4166666666,3
2010-04-01,Nashville,2010,603427.625,4
2010-05-01,Nashville,2010,604162.8333333334,5
2010-06-01,Nashville,2010,604898.0416666666,6
2010-07-01,Nashville,2010,605633.25,7
2010-08-01,Nashville,2010,606368.4583333334,8
2010-09-01,Nashville,2010,607103.6666666666,9
2010-10-01,Nashville,2010,607838.875,10
2010-11-01,Nashville,2010,608574.0833333334,11
2010-12-01,Nashville,2010,609309.2916666666,12
2000-01-01,Quebec City,2000,168713.6,1
2000-02-01,Quebec City,2000,168743.8,2
2000-03-01,Quebec City,2000,168774.0,3
2000-04-01,Quebec City,2000,168804.2,4
2000-05-01,Quebec City,2000,168834.4,5
2000-06-01,Quebec City,2000,168864.6,6
2000-07-01,Quebec City,2000,168894.8,7
2000-08-01,Quebec City,2000,168925.0,8
2000-09-01,Quebec City,2000,168955.2,9
2000-10-01,Quebec City,2000,168985.4,10
2000-11-01,Quebec City,2000,169015.6,11
2000-12-01,Quebec City,2000,169045.8,12
2001-01-01,Quebec City,2001,169076.0,1
2001-02-01,Quebec City,2001,174443.76666666666,2
2001-03-01,Quebec City,2001,179811.53333333333,3
2001-04-01,Quebec City,2001,185179.3,4
2001-05-01,Quebec City,2001,190547.06666666665,5
2001-06-01,Quebec City,2001,195914.83333333334,6
2001-07-01,Quebec City,2001,201282.6,7
2001-08-01,Quebec City,2001,206650.36666666667,8
2001-09-01,Quebec City,2001,212018.13333333333,9
2001-10-01,Quebec City,2001,217385.9,10
2001-11-01,Quebec City,2001,222753.66666666666,11
2001-12-01,Quebec City,2001,228121.43333333335,12
2002-01-01,Quebec City,2002,233489.2,1
2002-02-01,Quebec City,2002,238856.96666666667,2
2002-03-01,Quebec City,2002,244224.73333333334,3
2002-04-01,Quebec City,2002,249592.5,4
2002-05-01,Quebec City,2002,254960.26666666666,5
2002-06-01,Quebec City,2002,260328.03333333333,6
2002-07-01,Quebec City,2002,265695.8,7
2002-08-01,Quebec City,2002,271063.56666666665,8
2002-09-01,Quebec City,2002,276431.3333333333,9
2002-10-01,Quebec City,2002,281799.1,10
2002-11-01,Quebec City,2002,287166.8666666667,11
2002-12-01,Quebec City,2002,292534.6333333333,12
2003-01-01,Quebec City,2003,297902.4,1
2003-02-01,Quebec City,2003,303270.1666666666,2
2003-03-01,Quebec City,2003,308637.93333333335,3
2003-04-01,Quebec City,2003,314005.69999999995,4
2003-05-01,Quebec City,2003,319373.4666666667,5
2003-06-01,Quebec City,2003,324741.23333333334,6
2003-07-01,Quebec City,2003,330109.0,7
2003-08-01,Quebec City,2003,335476.76666666666,8
2003-09-01,Quebec City,2003,340844.5333333333,9
2003-10-01,Quebec City,2003,346212.3,10
2003-11-01,Quebec City,2003,351580.06666666665,11
2003-12-01,Quebec City,2003,356947.8333333333,12
2004-01-01,Quebec City,2004,362315.6,1
2004-02-01,Quebec City,2004,367683.3666666667,2
2004-03-01,Quebec City,2004,373051.1333333333,3
2004-04-01,Quebec City,2004,378418.9,4
2004-05-01,Quebec City,2004,383786.6666666666,5
2004-06-01,Quebec City,2004,389154.43333333335,6
2004-07-01,Quebec City,2004,394522.19999999995,7
2004-08-01,Quebec City,2004,399889.9666666667,8
2004-09-01,Quebec City,2004,405257.73333333334,9
2004-10-01,Quebec City,2004,410625.5,10
2004-11-01,Quebec City,2004,415993.26666666666,11
2004-12-01,Quebec City,2004,421361.0333333333,12
2005-01-01,Quebec City,2005,426728.8,1
2005-02-01,Quebec City,2005,432096.56666666665,2
2005-03-01,Quebec City,2005,437464.3333333333,3
2005-04-01,Quebec City,2005,442832.1,4
2005-05-01,Quebec City,2005,448199.86666666664,5
2005-06-01,Quebec City,2005,453567.6333333333,6
2005-07-01,Quebec City,2005,458935.39999999997,7
2005-08-01,Quebec City,2005,464303.1666666666,8
2005-09-01,Quebec City,2005,469670.93333333335,9
2005-10-01,Quebec City,2005,475038.7,10
2005-11-01,Quebec City,2005,480406.4666666667,11
2005-12-01,Quebec City,2005,485774.23333333334,12
2006-01-01,Quebec City,2006,491142.0,1
2006-02-01,Quebec City,2006,491566.6666666667,2
2006-03-01,Quebec City,2006,491991.3333333333,3
2006-04-01,Quebec City,2006,492416.0,4
2006-05-01,Quebec City,2006,492840.6666666667,5
2006-06-01,Quebec City,2006,493265.3333333333,6
2006-07-01,Quebec City,2006,493690.0,7
2006-08-01,Quebec City,2006,494114.6666666667,8
2006-09-01,Quebec City,2006,494539.3333333333,9
2006-10-01,Quebec City,2006,494964.0,10
2006-11-01,Quebec City,2006,495388.6666666667,11
2006-12-01,Quebec City,2006,495813.3333333333,12
2007-01-01,Quebec City,2007,496238.0,1
2007-02-01,Quebec City,2007,496662.6666666667,2
2007-03-01,Quebec City,2007,497087.3333333333,3
2007-04-01,Quebec City,2007,497512.0,4
2007-05-01,Quebec City,2007,497936.6666666667,5
2007-06-01,Quebec City,2007,498361.3333333333,6
2007-07-01,Quebec City,2007,498786.0,7
2007-08-01,Quebec City,2007,499210.6666666667,8
2007-09-01,Quebec City,2007,499635.3333333333,9
2007-10-01,Quebec City,2007,500060.0,10
2007-11-01,Quebec City,2007,500484.6666666667,11
2007-12-01,Quebec City,2007,500909.3333333333,12
2008-01-01,Quebec City,2008,501334.0,1
2008-02-01,Quebec City,2008,501758.6666666667,2
2008-03-01,Quebec City,2008,502183.3333333333,3
2008-04-01,Quebec City,2008,502608.0,4
2008-05-01,Quebec City,2008,503032.6666666667,5
2008-06-01,Quebec City,2008,503457.3333333333,6
2008-07-01,Quebec City,2008,503882.0,7
2008-08-01,Quebec City,2008,504306.6666666667,8
2008-09-01,Quebec City,2008,504731.3333333333,9
2008-10-01,Quebec City,2008,505156.0,10
2008-11-01,Quebec City,2008,505580.6666666667,11
2008-12-01,Quebec City,2008,506005.3333333333,12
2009-01-01,Quebec City,2009,506430.0,1
2009-02-01,Quebec City,2009,506854.6666666667,2
2009-03-01,Quebec City,2009,507279.3333333333,3
2009-04-01,Quebec City,2009,507704.0,4
2009-05-01,Quebec City,2009,508128.6666666667,5
2009-06-01,Quebec City,2009,508553.3333333333,6
2009-07-01,Quebec City,2009,508978.0,7
2009-08-01,Quebec City,2009,509402.6666666667,8
