date,City,Year,Population,Month,State,Area(km^2),Population Density
2000-01-01,Baton Rouge,2000,227818.0,1,LA,199.0,1144.8140703517588
2000-02-01,Baton Rouge,2000,227831.9583333333,2,LA,199.0,1144.8842127303183
2000-03-01,Baton Rouge,2000,227845.91666666663,3,LA,199.0,1144.9543551088775
2000-04-01,Baton Rouge,2000,227859.875,4,LA,199.0,1145.0244974874372
2000-05-01,Baton Rouge,2000,227873.8333333333,5,LA,199.0,1145.0946398659964
2000-06-01,Baton Rouge,2000,227887.79166666663,6,LA,199.0,1145.164782244556
2000-07-01,Baton Rouge,2000,227901.75,7,LA,199.0,1145.2349246231156
2000-08-01,Baton Rouge,2000,227915.7083333333,8,LA,199.0,1145.3050670016748
2000-09-01,Baton Rouge,2000,227929.66666666663,9,LA,199.0,1145.3752093802343
2000-10-01,Baton Rouge,2000,227943.625,10,LA,199.0,1145.445351758794
2000-11-01,Baton Rouge,2000,227957.5833333333,11,LA,199.0,1145.5154941373532
2000-12-01,Baton Rouge,2000,227971.54166666663,12,LA,199.0,1145.5856365159127
2001-01-01,Baton Rouge,2001,227985.5,1,LA,199.0,1145.6557788944724
2001-02-01,Baton Rouge,2001,227999.4583333333,2,LA,199.0,1145.7259212730316
2001-03-01,Baton Rouge,2001,228013.41666666663,3,LA,199.0,1145.796063651591
2001-04-01,Baton Rouge,2001,228027.375,4,LA,199.0,1145.8662060301508
2001-05-01,Baton Rouge,2001,228041.3333333333,5,LA,199.0,1145.93634840871
2001-06-01,Baton Rouge,2001,228055.29166666663,6,LA,199.0,1146.0064907872695
2001-07-01,Baton Rouge,2001,228069.25,7,LA,199.0,1146.0766331658292
2001-08-01,Baton Rouge,2001,228083.2083333333,8,LA,199.0,1146.1467755443884
2001-09-01,Baton Rouge,2001,228097.16666666663,9,LA,199.0,1146.216917922948
2001-10-01,Baton Rouge,2001,228111.125,10,LA,199.0,1146.2870603015076
2001-11-01,Baton Rouge,2001,228125.0833333333,11,LA,199.0,1146.3572026800668
2001-12-01,Baton Rouge,2001,228139.04166666663,12,LA,199.0,1146.4273450586263
2002-01-01,Baton Rouge,2002,228153.0,1,LA,199.0,1146.497487437186
2002-02-01,Baton Rouge,2002,228166.9583333333,2,LA,199.0,1146.5676298157452
2002-03-01,Baton Rouge,2002,228180.91666666663,3,LA,199.0,1146.6377721943047
2002-04-01,Baton Rouge,2002,228194.875,4,LA,199.0,1146.7079145728644
2002-05-01,Baton Rouge,2002,228208.8333333333,5,LA,199.0,1146.7780569514237
2002-06-01,Baton Rouge,2002,228222.79166666663,6,LA,199.0,1146.8481993299831
2002-07-01,Baton Rouge,2002,228236.75,7,LA,199.0,1146.9183417085428
2002-08-01,Baton Rouge,2002,228250.7083333333,8,LA,199.0,1146.988484087102
2002-09-01,Baton Rouge,2002,228264.66666666663,9,LA,199.0,1147.0586264656615
2002-10-01,Baton Rouge,2002,228278.625,10,LA,199.0,1147.1287688442212
2002-11-01,Baton Rouge,2002,228292.5833333333,11,LA,199.0,1147.1989112227805
2002-12-01,Baton Rouge,2002,228306.54166666663,12,LA,199.0,1147.26905360134
2003-01-01,Baton Rouge,2003,228320.5,1,LA,199.0,1147.3391959798994
2003-02-01,Baton Rouge,2003,228334.4583333333,2,LA,199.0,1147.4093383584589
2003-03-01,Baton Rouge,2003,228348.41666666663,3,LA,199.0,1147.4794807370183
2003-04-01,Baton Rouge,2003,228362.375,4,LA,199.0,1147.5496231155778
2003-05-01,Baton Rouge,2003,228376.3333333333,5,LA,199.0,1147.6197654941373
2003-06-01,Baton Rouge,2003,228390.29166666663,6,LA,199.0,1147.6899078726967
2003-07-01,Baton Rouge,2003,228404.25,7,LA,199.0,1147.7600502512562
2003-08-01,Baton Rouge,2003,228418.2083333333,8,LA,199.0,1147.8301926298157
2003-09-01,Baton Rouge,2003,228432.16666666663,9,LA,199.0,1147.9003350083751
2003-10-01,Baton Rouge,2003,228446.125,10,LA,199.0,1147.9704773869346
2003-11-01,Baton Rouge,2003,228460.0833333333,11,LA,199.0,1148.040619765494
2003-12-01,Baton Rouge,2003,228474.04166666663,12,LA,199.0,1148.1107621440533
2004-01-01,Baton Rouge,2004,228488.0,1,LA,199.0,1148.180904522613
2004-02-01,Baton Rouge,2004,228501.9583333333,2,LA,199.0,1148.2510469011725
2004-03-01,Baton Rouge,2004,228515.91666666663,3,LA,199.0,1148.3211892797317
2004-04-01,Baton Rouge,2004,228529.875,4,LA,199.0,1148.3913316582914
2004-05-01,Baton Rouge,2004,228543.8333333333,5,LA,199.0,1148.4614740368509
2004-06-01,Baton Rouge,2004,228557.79166666663,6,LA,199.0,1148.53161641541
2004-07-01,Baton Rouge,2004,228571.75,7,LA,199.0,1148.6017587939698
2004-08-01,Baton Rouge,2004,228585.7083333333,8,LA,199.0,1148.6719011725293
2004-09-01,Baton Rouge,2004,228599.66666666663,9,LA,199.0,1148.7420435510885
2004-10-01,Baton Rouge,2004,228613.625,10,LA,199.0,1148.8121859296482
2004-11-01,Baton Rouge,2004,228627.5833333333,11,LA,199.0,1148.8823283082077
2004-12-01,Baton Rouge,2004,228641.54166666663,12,LA,199.0,1148.952470686767
2005-01-01,Baton Rouge,2005,228655.5,1,LA,199.0,1149.0226130653266
2005-02-01,Baton Rouge,2005,228669.4583333333,2,LA,199.0,1149.092755443886
2005-03-01,Baton Rouge,2005,228683.41666666663,3,LA,199.0,1149.1628978224453
2005-04-01,Baton Rouge,2005,228697.375,4,LA,199.0,1149.233040201005
2005-05-01,Baton Rouge,2005,228711.3333333333,5,LA,199.0,1149.3031825795645
2005-06-01,Baton Rouge,2005,228725.29166666663,6,LA,199.0,1149.3733249581237
2005-07-01,Baton Rouge,2005,228739.25,7,LA,199.0,1149.4434673366834
2005-08-01,Baton Rouge,2005,228753.2083333333,8,LA,199.0,1149.5136097152429
2005-09-01,Baton Rouge,2005,228767.16666666663,9,LA,199.0,1149.583752093802
2005-10-01,Baton Rouge,2005,228781.125,10,LA,199.0,1149.6538944723618
2005-11-01,Baton Rouge,2005,228795.0833333333,11,LA,199.0,1149.7240368509213
2005-12-01,Baton Rouge,2005,228809.04166666663,12,LA,199.0,1149.7941792294805
2006-01-01,Baton Rouge,2006,228823.0,1,LA,199.0,1149.8643216080402
2006-02-01,Baton Rouge,2006,228836.9583333333,2,LA,199.0,1149.9344639865997
2006-03-01,Baton Rouge,2006,228850.91666666663,3,LA,199.0,1150.004606365159
2006-04-01,Baton Rouge,2006,228864.875,4,LA,199.0,1150.0747487437186
2006-05-01,Baton Rouge,2006,228878.8333333333,5,LA,199.0,1150.144891122278
2006-06-01,Baton Rouge,2006,228892.79166666663,6,LA,199.0,1150.2150335008373
2006-07-01,Baton Rouge,2006,228906.75,7,LA,199.0,1150.285175879397
2006-08-01,Baton Rouge,2006,228920.7083333333,8,LA,199.0,1150.3553182579562
2006-09-01,Baton Rouge,2006,228934.66666666663,9,LA,199.0,1150.4254606365157
2006-10-01,Baton Rouge,2006,228948.625,10,LA,199.0,1150.4956030150754
2006-11-01,Baton Rouge,2006,228962.5833333333,11,LA,199.0,1150.5657453936346
2006-12-01,Baton Rouge,2006,228976.54166666663,12,LA,199.0,1150.635887772194
2007-01-01,Baton Rouge,2007,228990.5,1,LA,199.0,1150.7060301507538
2007-02-01,Baton Rouge,2007,229004.4583333333,2,LA,199.0,1150.776172529313
2007-03-01,Baton Rouge,2007,229018.41666666663,3,LA,199.0,1150.8463149078725
2007-04-01,Baton Rouge,2007,229032.375,4,LA,199.0,1150.9164572864322
2007-05-01,Baton Rouge,2007,229046.3333333333,5,LA,199.0,1150.9865996649914
2007-06-01,Baton Rouge,2007,229060.29166666663,6,LA,199.0,1151.056742043551
2007-07-01,Baton Rouge,2007,229074.25,7,LA,199.0,1151.1268844221106
2007-08-01,Baton Rouge,2007,229088.2083333333,8,LA,199.0,1151.1970268006698
2007-09-01,Baton Rouge,2007,229102.16666666663,9,LA,199.0,1151.2671691792293
2007-10-01,Baton Rouge,2007,229116.125,10,LA,199.0,1151.337311557789
2007-11-01,Baton Rouge,2007,229130.0833333333,11,LA,199.0,1151.4074539363482
2007-12-01,Baton Rouge,2007,229144.04166666663,12,LA,199.0,1151.4775963149077
2008-01-01,Baton Rouge,2008,229158.0,1,LA,199.0,1151.5477386934674
2008-02-01,Baton Rouge,2008,229171.9583333333,2,LA,199.0,1151.6178810720266
2008-03-01,Baton Rouge,2008,229185.91666666663,3,LA,199.0,1151.6880234505861
2008-04-01,Baton Rouge,2008,229199.875,4,LA,199.0,1151.7581658291458
2008-05-01,Baton Rouge,2008,229213.8333333333,5,LA,199.0,1151.828308207705
2008-06-01,Baton Rouge,2008,229227.79166666663,6,LA,199.0,1151.8984505862645
2008-07-01,Baton Rouge,2008,229241.75,7,LA,199.0,1151.9685929648242
2008-08-01,Baton Rouge,2008,229255.7083333333,8,LA,199.0,1152.0387353433835
2008-09-01,Baton Rouge,2008,229269.66666666663,9,LA,199.0,1152.108877721943
2008-10-01,Baton Rouge,2008,229283.625,10,LA,199.0,1152.1790201005026
2008-11-01,Baton Rouge,2008,229297.5833333333,11,LA,199.0,1152.2491624790619
2008-12-01,Baton Rouge,2008,229311.54166666663,12,LA,199.0,1152.3193048576213
2009-01-01,Baton Rouge,2009,229325.5,1,LA,199.0,1152.389447236181
2009-02-01,Baton Rouge,2009,229339.4583333333,2,LA,199.0,1152.4595896147403
2009-03-01,Baton Rouge,2009,229353.41666666663,3,LA,199.0,1152.5297319932997
2009-04-01,Baton Rouge,2009,229367.375,4,LA,199.0,1152.5998743718592
2009-05-01,Baton Rouge,2009,229381.3333333333,5,LA,199.0,1152.6700167504187
2009-06-01,Baton Rouge,2009,229395.29166666663,6,LA,199.0,1152.7401591289781
2009-07-01,Baton Rouge,2009,229409.25,7,LA,199.0,1152.8103015075376
2009-08-01,Baton Rouge,2009,229423.2083333333,8,LA,199.0,1152.880443886097
2009-09-01,Baton Rouge,2009,229437.16666666663,9,LA,199.0,1152.9505862646565
2009-10-01,Baton Rouge,2009,229451.125,10,LA,199.0,1153.020728643216
2009-11-01,Baton Rouge,2009,229465.0833333333,11,LA,199.0,1153.0908710217755
2009-12-01,Baton Rouge,2009,229479.04166666663,12,LA,199.0,1153.161013400335
2010-01-01,Baton Rouge,2010,229493.0,1,LA,199.0,1153.2311557788944
2010-02-01,Baton Rouge,2010,229476.14166666663,2,LA,199.0,1153.1464405360132
2010-03-01,Baton Rouge,2010,229459.28333333333,3,LA,199.0,1153.0617252931322
2010-04-01,Baton Rouge,2010,229442.425,4,LA,199.0,1152.9770100502512
2010-05-01,Baton Rouge,2010,229425.56666666668,5,LA,199.0,1152.8922948073703
2010-06-01,Baton Rouge,2010,229408.7083333333,6,LA,199.0,1152.807579564489
2010-07-01,Baton Rouge,2010,229391.85,7,LA,199.0,1152.722864321608
2010-08-01,Baton Rouge,2010,229374.99166666667,8,LA,199.0,1152.6381490787269
2010-09-01,Baton Rouge,2010,229358.13333333333,9,LA,199.0,1152.553433835846
2010-10-01,Baton Rouge,2010,229341.275,10,LA,199.0,1152.4687185929647
2010-11-01,Baton Rouge,2010,229324.41666666663,11,LA,199.0,1152.3840033500835
2010-12-01,Baton Rouge,2010,229307.5583333333,12,LA,199.0,1152.2992881072025
2000-01-01,Charlottetown,2000,32302.2,1,PE,44.29,729.333935425604
2000-02-01,Charlottetown,2000,32297.43333333333,2,PE,44.29,729.2263114322269
2000-03-01,Charlottetown,2000,32292.666666666668,3,PE,44.29,729.1186874388501
2000-04-01,Charlottetown,2000,32287.9,4,PE,44.29,729.011063445473
2000-05-01,Charlottetown,2000,32283.13333333333,5,PE,44.29,728.903439452096
2000-06-01,Charlottetown,2000,32278.366666666665,6,PE,44.29,728.7958154587191
2000-07-01,Charlottetown,2000,32273.6,7,PE,44.29,728.688191465342
2000-08-01,Charlottetown,2000,32268.83333333333,8,PE,44.29,728.580567471965
2000-09-01,Charlottetown,2000,32264.066666666666,9,PE,44.29,728.472943478588
2000-10-01,Charlottetown,2000,32259.3,10,PE,44.29,728.3653194852111
2000-11-01,Charlottetown,2000,32254.533333333333,11,PE,44.29,728.2576954918342
2000-12-01,Charlottetown,2000,32249.766666666663,12,PE,44.29,728.150071498457
2001-01-01,Charlottetown,2001,32245.0,1,PE,44.29,728.0424475050802
2001-02-01,Charlottetown,2001,32243.816666666666,2,PE,44.29,728.0157296605705
2001-03-01,Charlottetown,2001,32242.63333333333,3,PE,44.29,727.9890118160608
2001-04-01,Charlottetown,2001,32241.45,4,PE,44.29,727.9622939715512
2001-05-01,Charlottetown,2001,32240.266666666663,5,PE,44.29,727.9355761270414
2001-06-01,Charlottetown,2001,32239.08333333333,6,PE,44.29,727.9088582825317
2001-07-01,Charlottetown,2001,32237.9,7,PE,44.29,727.8821404380221
2001-08-01,Charlottetown,2001,32236.716666666667,8,PE,44.29,727.8554225935125
2001-09-01,Charlottetown,2001,32235.533333333333,9,PE,44.29,727.8287047490028
2001-10-01,Charlottetown,2001,32234.35,10,PE,44.29,727.8019869044931
2001-11-01,Charlottetown,2001,32233.166666666668,11,PE,44.29,727.7752690599834
2001-12-01,Charlottetown,2001,32231.983333333334,12,PE,44.29,727.7485512154738
2002-01-01,Charlottetown,2002,32230.8,1,PE,44.29,727.7218333709641
2002-02-01,Charlottetown,2002,32229.616666666665,2,PE,44.29,727.6951155264544
2002-03-01,Charlottetown,2002,32228.43333333333,3,PE,44.29,727.6683976819447
2002-04-01,Charlottetown,2002,32227.25,4,PE,44.29,727.641679837435
2002-05-01,Charlottetown,2002,32226.066666666666,5,PE,44.29,727.6149619929254
2002-06-01,Charlottetown,2002,32224.88333333333,6,PE,44.29,727.5882441484157
2002-07-01,Charlottetown,2002,32223.7,7,PE,44.29,727.5615263039061
2002-08-01,Charlottetown,2002,32222.516666666663,8,PE,44.29,727.5348084593963
2002-09-01,Charlottetown,2002,32221.33333333333,9,PE,44.29,727.5080906148867
2002-10-01,Charlottetown,2002,32220.15,10,PE,44.29,727.4813727703771
2002-11-01,Charlottetown,2002,32218.966666666667,11,PE,44.29,727.4546549258674
2002-12-01,Charlottetown,2002,32217.783333333333,12,PE,44.29,727.4279370813578
2003-01-01,Charlottetown,2003,32216.6,1,PE,44.29,727.4012192368481
2003-02-01,Charlottetown,2003,32215.416666666668,2,PE,44.29,727.3745013923384
2003-03-01,Charlottetown,2003,32214.233333333334,3,PE,44.29,727.3477835478287
2003-04-01,Charlottetown,2003,32213.05,4,PE,44.29,727.321065703319
2003-05-01,Charlottetown,2003,32211.866666666665,5,PE,44.29,727.2943478588094
2003-06-01,Charlottetown,2003,32210.68333333333,6,PE,44.29,727.2676300142997
2003-07-01,Charlottetown,2003,32209.5,7,PE,44.29,727.24091216979
2003-08-01,Charlottetown,2003,32208.316666666666,8,PE,44.29,727.2141943252803
2003-09-01,Charlottetown,2003,32207.13333333333,9,PE,44.29,727.1874764807707
2003-10-01,Charlottetown,2003,32205.95,10,PE,44.29,727.160758636261
2003-11-01,Charlottetown,2003,32204.766666666663,11,PE,44.29,727.1340407917513
2003-12-01,Charlottetown,2003,32203.58333333333,12,PE,44.29,727.1073229472415
2004-01-01,Charlottetown,2004,32202.4,1,PE,44.29,727.0806051027321
2004-02-01,Charlottetown,2004,32201.216666666667,2,PE,44.29,727.0538872582224
2004-03-01,Charlottetown,2004,32200.033333333333,3,PE,44.29,727.0271694137126
2004-04-01,Charlottetown,2004,32198.85,4,PE,44.29,727.0004515692029
2004-05-01,Charlottetown,2004,32197.666666666668,5,PE,44.29,726.9737337246934
2004-06-01,Charlottetown,2004,32196.483333333334,6,PE,44.29,726.9470158801837
2004-07-01,Charlottetown,2004,32195.3,7,PE,44.29,726.9202980356739
2004-08-01,Charlottetown,2004,32194.116666666665,8,PE,44.29,726.8935801911642
2004-09-01,Charlottetown,2004,32192.93333333333,9,PE,44.29,726.8668623466546
2004-10-01,Charlottetown,2004,32191.75,10,PE,44.29,726.840144502145
2004-11-01,Charlottetown,2004,32190.566666666666,11,PE,44.29,726.8134266576353
2004-12-01,Charlottetown,2004,32189.38333333333,12,PE,44.29,726.7867088131255
2005-01-01,Charlottetown,2005,32188.2,1,PE,44.29,726.759990968616
2005-02-01,Charlottetown,2005,32187.016666666663,2,PE,44.29,726.7332731241062
2005-03-01,Charlottetown,2005,32185.83333333333,3,PE,44.29,726.7065552795965
2005-04-01,Charlottetown,2005,32184.65,4,PE,44.29,726.6798374350869
2005-05-01,Charlottetown,2005,32183.466666666667,5,PE,44.29,726.6531195905773
2005-06-01,Charlottetown,2005,32182.283333333333,6,PE,44.29,726.6264017460676
2005-07-01,Charlottetown,2005,32181.1,7,PE,44.29,726.5996839015579
2005-08-01,Charlottetown,2005,32179.916666666668,8,PE,44.29,726.5729660570482
2005-09-01,Charlottetown,2005,32178.733333333334,9,PE,44.29,726.5462482125386
2005-10-01,Charlottetown,2005,32177.55,10,PE,44.29,726.5195303680289
2005-11-01,Charlottetown,2005,32176.366666666665,11,PE,44.29,726.4928125235192
2005-12-01,Charlottetown,2005,32175.18333333333,12,PE,44.29,726.4660946790095
2006-01-01,Charlottetown,2006,32174.0,1,PE,44.29,726.4393768344999
2006-02-01,Charlottetown,2006,32213.8,2,PE,44.29,727.3379995484308
2006-03-01,Charlottetown,2006,32253.6,3,PE,44.29,728.2366222623617
2006-04-01,Charlottetown,2006,32293.4,4,PE,44.29,729.1352449762927
2006-05-01,Charlottetown,2006,32333.2,5,PE,44.29,730.0338676902236
2006-06-01,Charlottetown,2006,32373.0,6,PE,44.29,730.9324904041545
2006-07-01,Charlottetown,2006,32412.8,7,PE,44.29,731.8311131180853
2006-08-01,Charlottetown,2006,32452.6,8,PE,44.29,732.7297358320162
2006-09-01,Charlottetown,2006,32492.4,9,PE,44.29,733.6283585459472
2006-10-01,Charlottetown,2006,32532.2,10,PE,44.29,734.5269812598781
2006-11-01,Charlottetown,2006,32572.0,11,PE,44.29,735.425603973809
2006-12-01,Charlottetown,2006,32611.8,12,PE,44.29,736.3242266877398
2007-01-01,Charlottetown,2007,32651.6,1,PE,44.29,737.2228494016708
2007-02-01,Charlottetown,2007,32691.4,2,PE,44.29,738.1214721156018
2007-03-01,Charlottetown,2007,32731.2,3,PE,44.29,739.0200948295327
2007-04-01,Charlottetown,2007,32771.0,4,PE,44.29,739.9187175434636
2007-05-01,Charlottetown,2007,32810.8,5,PE,44.29,740.8173402573946
2007-06-01,Charlottetown,2007,32850.6,6,PE,44.29,741.7159629713253
2007-07-01,Charlottetown,2007,32890.4,7,PE,44.29,742.6145856852563
2007-08-01,Charlottetown,2007,32930.2,8,PE,44.29,743.5132083991871
2007-09-01,Charlottetown,2007,32970.0,9,PE,44.29,744.4118311131181
2007-10-01,Charlottetown,2007,33009.8,10,PE,44.29,745.3104538270491
2007-11-01,Charlottetown,2007,33049.6,11,PE,44.29,746.2090765409799
2007-12-01,Charlottetown,2007,33089.4,12,PE,44.29,747.1076992549108
2008-01-01,Charlottetown,2008,33129.2,1,PE,44.29,748.0063219688417
2008-02-01,Charlottetown,2008,33169.0,2,PE,44.29,748.9049446827727
2008-03-01,Charlottetown,2008,33208.8,3,PE,44.29,749.8035673967037
2008-04-01,Charlottetown,2008,33248.6,4,PE,44.29,750.7021901106344
2008-05-01,Charlottetown,2008,33288.4,5,PE,44.29,751.6008128245654
2008-06-01,Charlottetown,2008,33328.2,6,PE,44.29,752.4994355384962
2008-07-01,Charlottetown,2008,33368.0,7,PE,44.29,753.3980582524272
2008-08-01,Charlottetown,2008,33407.8,8,PE,44.29,754.2966809663582
2008-09-01,Charlottetown,2008,33447.6,9,PE,44.29,755.1953036802889
2008-10-01,Charlottetown,2008,33487.4,10,PE,44.29,756.0939263942199
2008-11-01,Charlottetown,2008,33527.2,11,PE,44.29,756.9925491081508
2008-12-01,Charlottetown,2008,33567.0,12,PE,44.29,757.8911718220818
2009-01-01,Charlottetown,2009,33606.8,1,PE,44.29,758.7897945360128
2009-02-01,Charlottetown,2009,33646.6,2,PE,44.29,759.6884172499435
2009-03-01,Charlottetown,2009,33686.4,3,PE,44.29,760.5870399638745
2009-04-01,Charlottetown,2009,33726.2,4,PE,44.29,761.4856626778053
2009-05-01,Charlottetown,2009,33766.0,5,PE,44.29,762.3842853917363
2009-06-01,Charlottetown,2009,33805.8,6,PE,44.29,763.2829081056673
2009-07-01,Charlottetown,2009,33845.6,7,PE,44.29,764.181530819598
2009-08-01,Charlottetown,2009,33885.4,8,PE,44.29,765.080153533529
2009-09-01,Charlottetown,2009,33925.2,9,PE,44.29,765.9787762474599
2009-10-01,Charlottetown,2009,33965.0,10,PE,44.29,766.8773989613909
2009-11-01,Charlottetown,2009,34004.8,11,PE,44.29,767.7760216753218
2009-12-01,Charlottetown,2009,34044.6,12,PE,44.29,768.6746443892526
2010-01-01,Charlottetown,2010,34084.4,1,PE,44.29,769.5732671031836
2010-02-01,Charlottetown,2010,34124.2,2,PE,44.29,770.4718898171144
2010-03-01,Charlottetown,2010,34164.0,3,PE,44.29,771.3705125310454
2010-04-01,Charlottetown,2010,34203.8,4,PE,44.29,772.2691352449764
2010-05-01,Charlottetown,2010,34243.6,5,PE,44.29,773.1677579589071
2010-06-01,Charlottetown,2010,34283.4,6,PE,44.29,774.0663806728381
2010-07-01,Charlottetown,2010,34323.2,7,PE,44.29,774.965003386769
2010-08-01,Charlottetown,2010,34363.0,8,PE,44.29,775.8636261007
2010-09-01,Charlottetown,2010,34402.8,9,PE,44.29,776.7622488146309
2010-10-01,Charlottetown,2010,34442.6,10,PE,44.29,777.6608715285618
2010-11-01,Charlottetown,2010,34482.4,11,PE,44.29,778.5594942424927
2010-12-01,Charlottetown,2010,34522.2,12,PE,44.29,779.4581169564235
2000-01-01,Edmonton,2000,656144.4,1,AB,765.61,857.0217212418855
2000-02-01,Edmonton,2000,656974.3666666667,2,AB,765.61,858.1057805758371
2000-03-01,Edmonton,2000,657804.3333333334,3,AB,765.61,859.1898399097887
2000-04-01,Edmonton,2000,658634.3,4,AB,765.61,860.2738992437403
2000-05-01,Edmonton,2000,659464.2666666667,5,AB,765.61,861.3579585776919
2000-06-01,Edmonton,2000,660294.2333333334,6,AB,765.61,862.4420179116435
2000-07-01,Edmonton,2000,661124.2,7,AB,765.61,863.5260772455949
2000-08-01,Edmonton,2000,661954.1666666666,8,AB,765.61,864.6101365795465
2000-09-01,Edmonton,2000,662784.1333333333,9,AB,765.61,865.6941959134981
2000-10-01,Edmonton,2000,663614.1,10,AB,765.61,866.7782552474497
2000-11-01,Edmonton,2000,664444.0666666667,11,AB,765.61,867.8623145814013
2000-12-01,Edmonton,2000,665274.0333333333,12,AB,765.61,868.9463739153529
2001-01-01,Edmonton,2001,666104.0,1,AB,765.61,870.0304332493045
2001-02-01,Edmonton,2001,667175.1333333333,2,AB,765.61,871.4294919519511
2001-03-01,Edmonton,2001,668246.2666666667,3,AB,765.61,872.828550654598
2001-04-01,Edmonton,2001,669317.4,4,AB,765.61,874.2276093572445
2001-05-01,Edmonton,2001,670388.5333333333,5,AB,765.61,875.6266680598912
2001-06-01,Edmonton,2001,671459.6666666666,6,AB,765.61,877.0257267625378
2001-07-01,Edmonton,2001,672530.8,7,AB,765.61,878.4247854651846
2001-08-01,Edmonton,2001,673601.9333333333,8,AB,765.61,879.8238441678313
2001-09-01,Edmonton,2001,674673.0666666667,9,AB,765.61,881.2229028704779
2001-10-01,Edmonton,2001,675744.2,10,AB,765.61,882.6219615731246
2001-11-01,Edmonton,2001,676815.3333333334,11,AB,765.61,884.0210202757714
2001-12-01,Edmonton,2001,677886.4666666667,12,AB,765.61,885.420078978418
2002-01-01,Edmonton,2002,678957.6,1,AB,765.61,886.8191376810647
2002-02-01,Edmonton,2002,680028.7333333333,2,AB,765.61,888.2181963837114
2002-03-01,Edmonton,2002,681099.8666666667,3,AB,765.61,889.6172550863582
2002-04-01,Edmonton,2002,682171.0,4,AB,765.61,891.0163137890048
2002-05-01,Edmonton,2002,683242.1333333333,5,AB,765.61,892.4153724916515
2002-06-01,Edmonton,2002,684313.2666666667,6,AB,765.61,893.8144311942983
2002-07-01,Edmonton,2002,685384.4,7,AB,765.61,895.2134898969449
2002-08-01,Edmonton,2002,686455.5333333333,8,AB,765.61,896.6125485995916
2002-09-01,Edmonton,2002,687526.6666666666,9,AB,765.61,898.0116073022382
2002-10-01,Edmonton,2002,688597.8,10,AB,765.61,899.410666004885
2002-11-01,Edmonton,2002,689668.9333333333,11,AB,765.61,900.8097247075317
2002-12-01,Edmonton,2002,690740.0666666667,12,AB,765.61,902.2087834101783
2003-01-01,Edmonton,2003,691811.2,1,AB,765.61,903.607842112825
2003-02-01,Edmonton,2003,692882.3333333334,2,AB,765.61,905.0069008154718
2003-03-01,Edmonton,2003,693953.4666666667,3,AB,765.61,906.4059595181185
2003-04-01,Edmonton,2003,695024.6,4,AB,765.61,907.8050182207651
2003-05-01,Edmonton,2003,696095.7333333334,5,AB,765.61,909.2040769234119
2003-06-01,Edmonton,2003,697166.8666666667,6,AB,765.61,910.6031356260586
2003-07-01,Edmonton,2003,698238.0,7,AB,765.61,912.0021943287052
2003-08-01,Edmonton,2003,699309.1333333333,8,AB,765.61,913.4012530313519
2003-09-01,Edmonton,2003,700380.2666666667,9,AB,765.61,914.8003117339987
2003-10-01,Edmonton,2003,701451.4,10,AB,765.61,916.1993704366453
2003-11-01,Edmonton,2003,702522.5333333333,11,AB,765.61,917.598429139292
2003-12-01,Edmonton,2003,703593.6666666666,12,AB,765.61,918.9974878419386
2004-01-01,Edmonton,2004,704664.8,1,AB,765.61,920.3965465445854
2004-02-01,Edmonton,2004,705735.9333333333,2,AB,765.61,921.7956052472321
2004-03-01,Edmonton,2004,706807.0666666667,3,AB,765.61,923.1946639498788
2004-04-01,Edmonton,2004,707878.2,4,AB,765.61,924.5937226525253
2004-05-01,Edmonton,2004,708949.3333333334,5,AB,765.61,925.9927813551722
2004-06-01,Edmonton,2004,710020.4666666667,6,AB,765.61,927.3918400578189
2004-07-01,Edmonton,2004,711091.6,7,AB,765.61,928.7908987604654
2004-08-01,Edmonton,2004,712162.7333333334,8,AB,765.61,930.1899574631123
2004-09-01,Edmonton,2004,713233.8666666667,9,AB,765.61,931.589016165759
2004-10-01,Edmonton,2004,714305.0,10,AB,765.61,932.9880748684055
2004-11-01,Edmonton,2004,715376.1333333333,11,AB,765.61,934.3871335710522
2004-12-01,Edmonton,2004,716447.2666666667,12,AB,765.61,935.786192273699
2005-01-01,Edmonton,2005,717518.4,1,AB,765.61,937.1852509763456
2005-02-01,Edmonton,2005,718589.5333333333,2,AB,765.61,938.5843096789923
2005-03-01,Edmonton,2005,719660.6666666666,3,AB,765.61,939.983368381639
2005-04-01,Edmonton,2005,720731.8,4,AB,765.61,941.3824270842857
2005-05-01,Edmonton,2005,721802.9333333333,5,AB,765.61,942.7814857869324
2005-06-01,Edmonton,2005,722874.0666666667,6,AB,765.61,944.1805444895791
2005-07-01,Edmonton,2005,723945.2,7,AB,765.61,945.5796031922257
2005-08-01,Edmonton,2005,725016.3333333334,8,AB,765.61,946.9786618948725
2005-09-01,Edmonton,2005,726087.4666666667,9,AB,765.61,948.3777205975192
2005-10-01,Edmonton,2005,727158.6,10,AB,765.61,949.7767793001658
2005-11-01,Edmonton,2005,728229.7333333334,11,AB,765.61,951.1758380028126
2005-12-01,Edmonton,2005,729300.8666666667,12,AB,765.61,952.5748967054593
2006-01-01,Edmonton,2006,730372.0,1,AB,765.61,953.9739554081059
2006-02-01,Edmonton,2006,731735.8166666667,2,AB,765.61,955.7553018725808
2006-03-01,Edmonton,2006,733099.6333333333,3,AB,765.61,957.5366483370558
2006-04-01,Edmonton,2006,734463.45,4,AB,765.61,959.3179948015307
