date,City,Year,Population,Month,State,Area(km^2),Population Density
2001-09-01,Jackson,2001,183254.3333333333,9,MS,272.0,673.7291666666666
2001-10-01,Jackson,2001,183118.25,10,MS,272.0,673.2288602941177
2001-11-01,Jackson,2001,182982.16666666663,11,MS,272.0,672.7285539215685
2001-12-01,Jackson,2001,182846.0833333333,12,MS,272.0,672.2282475490196
2002-01-01,Jackson,2002,182710.0,1,MS,272.0,671.7279411764706
2002-02-01,Jackson,2002,182644.0,2,MS,272.0,671.4852941176471
2002-03-01,Jackson,2002,182578.0,3,MS,272.0,671.2426470588235
2002-04-01,Jackson,2002,182512.0,4,MS,272.0,671.0
2002-05-01,Jackson,2002,182446.0,5,MS,272.0,670.7573529411765
2002-06-01,Jackson,2002,182380.0,6,MS,272.0,670.5147058823529
2002-07-01,Jackson,2002,182314.0,7,MS,272.0,670.2720588235294
2002-08-01,Jackson,2002,182248.0,8,MS,272.0,670.0294117647059
2002-09-01,Jackson,2002,182182.0,9,MS,272.0,669.7867647058823
2002-10-01,Jackson,2002,182116.0,10,MS,272.0,669.5441176470588
2002-11-01,Jackson,2002,182050.0,11,MS,272.0,669.3014705882352
2002-12-01,Jackson,2002,181984.0,12,MS,272.0,669.0588235294117
2003-01-01,Jackson,2003,181918.0,1,MS,272.0,668.8161764705883
2003-02-01,Jackson,2003,181911.0,2,MS,272.0,668.7904411764706
2003-03-01,Jackson,2003,181904.0,3,MS,272.0,668.7647058823529
2003-04-01,Jackson,2003,181897.0,4,MS,272.0,668.7389705882352
2003-05-01,Jackson,2003,181890.0,5,MS,272.0,668.7132352941177
2003-06-01,Jackson,2003,181883.0,6,MS,272.0,668.6875
2003-07-01,Jackson,2003,181876.0,7,MS,272.0,668.6617647058823
2003-08-01,Jackson,2003,181869.0,8,MS,272.0,668.6360294117648
2003-09-01,Jackson,2003,181862.0,9,MS,272.0,668.6102941176471
2003-10-01,Jackson,2003,181855.0,10,MS,272.0,668.5845588235294
2003-11-01,Jackson,2003,181848.0,11,MS,272.0,668.5588235294117
2003-12-01,Jackson,2003,181841.0,12,MS,272.0,668.5330882352941
2004-01-01,Jackson,2004,181834.0,1,MS,272.0,668.5073529411765
2004-02-01,Jackson,2004,181724.5,2,MS,272.0,668.1047794117648
2004-03-01,Jackson,2004,181615.0,3,MS,272.0,667.7022058823529
2004-04-01,Jackson,2004,181505.5,4,MS,272.0,667.2996323529412
2004-05-01,Jackson,2004,181396.0,5,MS,272.0,666.8970588235294
2004-06-01,Jackson,2004,181286.5,6,MS,272.0,666.4944852941177
2004-07-01,Jackson,2004,181177.0,7,MS,272.0,666.0919117647059
2004-08-01,Jackson,2004,181067.5,8,MS,272.0,665.6893382352941
2004-09-01,Jackson,2004,180958.0,9,MS,272.0,665.2867647058823
2004-10-01,Jackson,2004,180848.5,10,MS,272.0,664.8841911764706
2004-11-01,Jackson,2004,180739.0,11,MS,272.0,664.4816176470588
2004-12-01,Jackson,2004,180629.5,12,MS,272.0,664.0790441176471
2005-01-01,Jackson,2005,180520.0,1,MS,272.0,663.6764705882352
2005-02-01,Jackson,2005,180545.0833333333,2,MS,272.0,663.7686887254902
2005-03-01,Jackson,2005,180570.16666666663,3,MS,272.0,663.860906862745
2005-04-01,Jackson,2005,180595.25,4,MS,272.0,663.953125
2005-05-01,Jackson,2005,180620.3333333333,5,MS,272.0,664.0453431372548
2005-06-01,Jackson,2005,180645.41666666663,6,MS,272.0,664.1375612745096
2005-07-01,Jackson,2005,180670.5,7,MS,272.0,664.2297794117648
2005-08-01,Jackson,2005,180695.5833333333,8,MS,272.0,664.3219975490196
2005-09-01,Jackson,2005,180720.66666666663,9,MS,272.0,664.4142156862744
2005-10-01,Jackson,2005,180745.75,10,MS,272.0,664.5064338235294
2005-11-01,Jackson,2005,180770.8333333333,11,MS,272.0,664.5986519607842
2005-12-01,Jackson,2005,180795.91666666663,12,MS,272.0,664.6908700980391
2006-01-01,Jackson,2006,180821.0,1,MS,272.0,664.7830882352941
2006-02-01,Jackson,2006,180621.41666666663,2,MS,272.0,664.049325980392
2006-03-01,Jackson,2006,180421.8333333333,3,MS,272.0,663.3155637254902
2006-04-01,Jackson,2006,180222.25,4,MS,272.0,662.5818014705883
2006-05-01,Jackson,2006,180022.66666666666,5,MS,272.0,661.8480392156862
2006-06-01,Jackson,2006,179823.08333333334,6,MS,272.0,661.1142769607843
2006-07-01,Jackson,2006,179623.5,7,MS,272.0,660.3805147058823
2006-08-01,Jackson,2006,179423.91666666666,8,MS,272.0,659.6467524509803
2006-09-01,Jackson,2006,179224.33333333334,9,MS,272.0,658.9129901960785
2006-10-01,Jackson,2006,179024.75,10,MS,272.0,658.1792279411765
2006-11-01,Jackson,2006,178825.16666666666,11,MS,272.0,657.4454656862745
2006-12-01,Jackson,2006,178625.58333333334,12,MS,272.0,656.7117034313726
2007-01-01,Jackson,2007,178426.0,1,MS,272.0,655.9779411764706
2007-02-01,Jackson,2007,178257.91666666666,2,MS,272.0,655.359987745098
2007-03-01,Jackson,2007,178089.83333333334,3,MS,272.0,654.7420343137255
2007-04-01,Jackson,2007,177921.75,4,MS,272.0,654.1240808823529
2007-05-01,Jackson,2007,177753.66666666666,5,MS,272.0,653.5061274509803
2007-06-01,Jackson,2007,177585.58333333334,6,MS,272.0,652.8881740196078
2007-07-01,Jackson,2007,177417.5,7,MS,272.0,652.2702205882352
2007-08-01,Jackson,2007,177249.41666666666,8,MS,272.0,651.6522671568628
2007-09-01,Jackson,2007,177081.33333333334,9,MS,272.0,651.0343137254903
2007-10-01,Jackson,2007,176913.25,10,MS,272.0,650.4163602941177
2007-11-01,Jackson,2007,176745.16666666666,11,MS,272.0,649.7984068627451
2007-12-01,Jackson,2007,176577.08333333334,12,MS,272.0,649.1804534313726
2008-01-01,Jackson,2008,176409.0,1,MS,272.0,648.5625
2008-02-01,Jackson,2008,176396.5,2,MS,272.0,648.5165441176471
2008-03-01,Jackson,2008,176384.0,3,MS,272.0,648.4705882352941
2008-04-01,Jackson,2008,176371.5,4,MS,272.0,648.4246323529412
2008-05-01,Jackson,2008,176359.0,5,MS,272.0,648.3786764705883
2008-06-01,Jackson,2008,176346.5,6,MS,272.0,648.3327205882352
2008-07-01,Jackson,2008,176334.0,7,MS,272.0,648.2867647058823
2008-08-01,Jackson,2008,176321.5,8,MS,272.0,648.2408088235294
2008-09-01,Jackson,2008,176309.0,9,MS,272.0,648.1948529411765
2008-10-01,Jackson,2008,176296.5,10,MS,272.0,648.1488970588235
2008-11-01,Jackson,2008,176284.0,11,MS,272.0,648.1029411764706
2008-12-01,Jackson,2008,176271.5,12,MS,272.0,648.0569852941177
2009-01-01,Jackson,2009,176259.0,1,MS,272.0,648.0110294117648
2009-02-01,Jackson,2009,176046.0,2,MS,272.0,647.2279411764706
2009-03-01,Jackson,2009,175833.0,3,MS,272.0,646.4448529411765
2009-04-01,Jackson,2009,175620.0,4,MS,272.0,645.6617647058823
2009-05-01,Jackson,2009,175407.0,5,MS,272.0,644.8786764705883
2009-06-01,Jackson,2009,175194.0,6,MS,272.0,644.0955882352941
2009-07-01,Jackson,2009,174981.0,7,MS,272.0,643.3125
2009-08-01,Jackson,2009,174768.0,8,MS,272.0,642.5294117647059
2009-09-01,Jackson,2009,174555.0,9,MS,272.0,641.7463235294117
2009-10-01,Jackson,2009,174342.0,10,MS,272.0,640.9632352941177
2009-11-01,Jackson,2009,174129.0,11,MS,272.0,640.1801470588235
2009-12-01,Jackson,2009,173916.0,12,MS,272.0,639.3970588235294
2010-01-01,Jackson,2010,173703.0,1,MS,272.0,638.6139705882352
2010-02-01,Jackson,2010,173824.91666666666,2,MS,272.0,639.0621936274509
2010-03-01,Jackson,2010,173946.83333333334,3,MS,272.0,639.5104166666667
2010-04-01,Jackson,2010,174068.75,4,MS,272.0,639.9586397058823
2010-05-01,Jackson,2010,174190.66666666666,5,MS,272.0,640.406862745098
2010-06-01,Jackson,2010,174312.58333333334,6,MS,272.0,640.8550857843138
2010-07-01,Jackson,2010,174434.5,7,MS,272.0,641.3033088235294
2010-08-01,Jackson,2010,174556.41666666666,8,MS,272.0,641.7515318627451
2010-09-01,Jackson,2010,174678.33333333334,9,MS,272.0,642.1997549019608
2010-10-01,Jackson,2010,174800.25,10,MS,272.0,642.6479779411765
2010-11-01,Jackson,2010,174922.16666666666,11,MS,272.0,643.0962009803922
2010-12-01,Jackson,2010,175044.08333333334,12,MS,272.0,643.5444240196078
2000-01-01,Jefferson City,2000,40455.0,1,MO,71.0,569.7887323943662
2000-02-01,Jefferson City,2000,40419.41666666666,2,MO,71.0,569.2875586854459
2000-03-01,Jefferson City,2000,40383.833333333336,3,MO,71.0,568.7863849765258
2000-04-01,Jefferson City,2000,40348.25,4,MO,71.0,568.2852112676056
2000-05-01,Jefferson City,2000,40312.66666666666,5,MO,71.0,567.7840375586853
2000-06-01,Jefferson City,2000,40277.083333333336,6,MO,71.0,567.2828638497652
2000-07-01,Jefferson City,2000,40241.5,7,MO,71.0,566.7816901408451
2000-08-01,Jefferson City,2000,40205.91666666666,8,MO,71.0,566.2805164319248
2000-09-01,Jefferson City,2000,40170.333333333336,9,MO,71.0,565.7793427230047
2000-10-01,Jefferson City,2000,40134.75,10,MO,71.0,565.2781690140845
2000-11-01,Jefferson City,2000,40099.16666666666,11,MO,71.0,564.7769953051642
2000-12-01,Jefferson City,2000,40063.583333333336,12,MO,71.0,564.2758215962442
2001-01-01,Jefferson City,2001,40028.0,1,MO,71.0,563.7746478873239
2001-02-01,Jefferson City,2001,40031.0,2,MO,71.0,563.8169014084507
2001-03-01,Jefferson City,2001,40034.0,3,MO,71.0,563.8591549295775
2001-04-01,Jefferson City,2001,40037.0,4,MO,71.0,563.9014084507043
2001-05-01,Jefferson City,2001,40040.0,5,MO,71.0,563.943661971831
2001-06-01,Jefferson City,2001,40043.0,6,MO,71.0,563.9859154929577
2001-07-01,Jefferson City,2001,40046.0,7,MO,71.0,564.0281690140845
2001-08-01,Jefferson City,2001,40049.0,8,MO,71.0,564.0704225352113
2001-09-01,Jefferson City,2001,40052.0,9,MO,71.0,564.112676056338
2001-10-01,Jefferson City,2001,40055.0,10,MO,71.0,564.1549295774648
2001-11-01,Jefferson City,2001,40058.0,11,MO,71.0,564.1971830985915
2001-12-01,Jefferson City,2001,40061.0,12,MO,71.0,564.2394366197183
2002-01-01,Jefferson City,2002,40064.0,1,MO,71.0,564.2816901408451
2002-02-01,Jefferson City,2002,40070.833333333336,2,MO,71.0,564.3779342723005
2002-03-01,Jefferson City,2002,40077.66666666666,3,MO,71.0,564.4741784037558
2002-04-01,Jefferson City,2002,40084.5,4,MO,71.0,564.5704225352113
2002-05-01,Jefferson City,2002,40091.333333333336,5,MO,71.0,564.6666666666667
2002-06-01,Jefferson City,2002,40098.16666666666,6,MO,71.0,564.7629107981219
2002-07-01,Jefferson City,2002,40105.0,7,MO,71.0,564.8591549295775
2002-08-01,Jefferson City,2002,40111.833333333336,8,MO,71.0,564.955399061033
2002-09-01,Jefferson City,2002,40118.66666666666,9,MO,71.0,565.0516431924881
2002-10-01,Jefferson City,2002,40125.5,10,MO,71.0,565.1478873239437
2002-11-01,Jefferson City,2002,40132.333333333336,11,MO,71.0,565.244131455399
2002-12-01,Jefferson City,2002,40139.16666666666,12,MO,71.0,565.3403755868543
2003-01-01,Jefferson City,2003,40146.0,1,MO,71.0,565.4366197183099
2003-02-01,Jefferson City,2003,40097.5,2,MO,71.0,564.7535211267606
2003-03-01,Jefferson City,2003,40049.0,3,MO,71.0,564.0704225352113
2003-04-01,Jefferson City,2003,40000.5,4,MO,71.0,563.387323943662
2003-05-01,Jefferson City,2003,39952.0,5,MO,71.0,562.7042253521126
2003-06-01,Jefferson City,2003,39903.5,6,MO,71.0,562.0211267605633
2003-07-01,Jefferson City,2003,39855.0,7,MO,71.0,561.3380281690141
2003-08-01,Jefferson City,2003,39806.5,8,MO,71.0,560.6549295774648
2003-09-01,Jefferson City,2003,39758.0,9,MO,71.0,559.9718309859155
2003-10-01,Jefferson City,2003,39709.5,10,MO,71.0,559.2887323943662
2003-11-01,Jefferson City,2003,39661.0,11,MO,71.0,558.6056338028169
2003-12-01,Jefferson City,2003,39612.5,12,MO,71.0,557.9225352112676
2004-01-01,Jefferson City,2004,39564.0,1,MO,71.0,557.2394366197183
2004-02-01,Jefferson City,2004,39639.833333333336,2,MO,71.0,558.3075117370893
2004-03-01,Jefferson City,2004,39715.66666666666,3,MO,71.0,559.3755868544599
2004-04-01,Jefferson City,2004,39791.5,4,MO,71.0,560.443661971831
2004-05-01,Jefferson City,2004,39867.333333333336,5,MO,71.0,561.5117370892019
2004-06-01,Jefferson City,2004,39943.16666666666,6,MO,71.0,562.5798122065727
2004-07-01,Jefferson City,2004,40019.0,7,MO,71.0,563.6478873239437
2004-08-01,Jefferson City,2004,40094.833333333336,8,MO,71.0,564.7159624413146
2004-09-01,Jefferson City,2004,40170.66666666666,9,MO,71.0,565.7840375586853
2004-10-01,Jefferson City,2004,40246.5,10,MO,71.0,566.8521126760563
2004-11-01,Jefferson City,2004,40322.333333333336,11,MO,71.0,567.9201877934273
2004-12-01,Jefferson City,2004,40398.16666666666,12,MO,71.0,568.988262910798
2005-01-01,Jefferson City,2005,40474.0,1,MO,71.0,570.056338028169
2005-02-01,Jefferson City,2005,40492.41666666666,2,MO,71.0,570.3157276995304
2005-03-01,Jefferson City,2005,40510.833333333336,3,MO,71.0,570.575117370892
2005-04-01,Jefferson City,2005,40529.25,4,MO,71.0,570.8345070422536
2005-05-01,Jefferson City,2005,40547.66666666666,5,MO,71.0,571.0938967136149
2005-06-01,Jefferson City,2005,40566.083333333336,6,MO,71.0,571.3532863849765
2005-07-01,Jefferson City,2005,40584.5,7,MO,71.0,571.612676056338
2005-08-01,Jefferson City,2005,40602.91666666666,8,MO,71.0,571.8720657276994
2005-09-01,Jefferson City,2005,40621.333333333336,9,MO,71.0,572.1314553990611
2005-10-01,Jefferson City,2005,40639.75,10,MO,71.0,572.3908450704225
2005-11-01,Jefferson City,2005,40658.16666666666,11,MO,71.0,572.650234741784
2005-12-01,Jefferson City,2005,40676.583333333336,12,MO,71.0,572.9096244131456
2006-01-01,Jefferson City,2006,40695.0,1,MO,71.0,573.169014084507
2006-02-01,Jefferson City,2006,40713.75,2,MO,71.0,573.4330985915493
2006-03-01,Jefferson City,2006,40732.5,3,MO,71.0,573.6971830985915
2006-04-01,Jefferson City,2006,40751.25,4,MO,71.0,573.9612676056338
2006-05-01,Jefferson City,2006,40770.0,5,MO,71.0,574.2253521126761
2006-06-01,Jefferson City,2006,40788.75,6,MO,71.0,574.4894366197183
2006-07-01,Jefferson City,2006,40807.5,7,MO,71.0,574.7535211267606
2006-08-01,Jefferson City,2006,40826.25,8,MO,71.0,575.0176056338029
2006-09-01,Jefferson City,2006,40845.0,9,MO,71.0,575.2816901408451
2006-10-01,Jefferson City,2006,40863.75,10,MO,71.0,575.5457746478874
2006-11-01,Jefferson City,2006,40882.5,11,MO,71.0,575.8098591549295
2006-12-01,Jefferson City,2006,40901.25,12,MO,71.0,576.0739436619718
2007-01-01,Jefferson City,2007,40920.0,1,MO,71.0,576.3380281690141
2007-02-01,Jefferson City,2007,40948.083333333336,2,MO,71.0,576.7335680751174
2007-03-01,Jefferson City,2007,40976.16666666666,3,MO,71.0,577.1291079812205
2007-04-01,Jefferson City,2007,41004.25,4,MO,71.0,577.5246478873239
2007-05-01,Jefferson City,2007,41032.333333333336,5,MO,71.0,577.9201877934273
2007-06-01,Jefferson City,2007,41060.41666666666,6,MO,71.0,578.3157276995304
2007-07-01,Jefferson City,2007,41088.5,7,MO,71.0,578.7112676056338
2007-08-01,Jefferson City,2007,41116.583333333336,8,MO,71.0,579.1068075117371
2007-09-01,Jefferson City,2007,41144.66666666666,9,MO,71.0,579.5023474178403
2007-10-01,Jefferson City,2007,41172.75,10,MO,71.0,579.8978873239437
2007-11-01,Jefferson City,2007,41200.833333333336,11,MO,71.0,580.293427230047
2007-12-01,Jefferson City,2007,41228.91666666666,12,MO,71.0,580.6889671361502
2008-01-01,Jefferson City,2008,41257.0,1,MO,71.0,581.0845070422536
2008-02-01,Jefferson City,2008,41276.5,2,MO,71.0,581.3591549295775
2008-03-01,Jefferson City,2008,41296.0,3,MO,71.0,581.6338028169014
2008-04-01,Jefferson City,2008,41315.5,4,MO,71.0,581.9084507042254
2008-05-01,Jefferson City,2008,41335.0,5,MO,71.0,582.1830985915493
2008-06-01,Jefferson City,2008,41354.5,6,MO,71.0,582.4577464788732
2008-07-01,Jefferson City,2008,41374.0,7,MO,71.0,582.7323943661971
2008-08-01,Jefferson City,2008,41393.5,8,MO,71.0,583.0070422535211
2008-09-01,Jefferson City,2008,41413.0,9,MO,71.0,583.2816901408451
2008-10-01,Jefferson City,2008,41432.5,10,MO,71.0,583.556338028169
2008-11-01,Jefferson City,2008,41452.0,11,MO,71.0,583.830985915493
2008-12-01,Jefferson City,2008,41471.5,12,MO,71.0,584.1056338028169
2009-01-01,Jefferson City,2009,41491.0,1,MO,71.0,584.3802816901408
2009-02-01,Jefferson City,2009,41634.25,2,MO,71.0,586.3978873239437
2009-03-01,Jefferson City,2009,41777.5,3,MO,71.0,588.4154929577464
2009-04-01,Jefferson City,2009,41920.75,4,MO,71.0,590.4330985915493
2009-05-01,Jefferson City,2009,42064.0,5,MO,71.0,592.4507042253521
2009-06-01,Jefferson City,2009,42207.25,6,MO,71.0,594.4683098591549
2009-07-01,Jefferson City,2009,42350.5,7,MO,71.0,596.4859154929577
2009-08-01,Jefferson City,2009,42493.75,8,MO,71.0,598.5035211267606
2009-09-01,Jefferson City,2009,42637.0,9,MO,71.0,600.5211267605633
2009-10-01,Jefferson City,2009,42780.25,10,MO,71.0,602.5387323943662
2009-11-01,Jefferson City,2009,42923.5,11,MO,71.0,604.556338028169
2009-12-01,Jefferson City,2009,43066.75,12,MO,71.0,606.5739436619718
2010-01-01,Jefferson City,2010,43210.0,1,MO,71.0,608.5915492957746
2010-02-01,Jefferson City,2010,43222.0,2,MO,71.0,608.7605633802817
2010-03-01,Jefferson City,2010,43234.0,3,MO,71.0,608.9295774647887
2010-04-01,Jefferson City,2010,43246.0,4,MO,71.0,609.0985915492957
2010-05-01,Jefferson City,2010,43258.0,5,MO,71.0,609.2676056338029
2010-06-01,Jefferson City,2010,43270.0,6,MO,71.0,609.4366197183099
2010-07-01,Jefferson City,2010,43282.0,7,MO,71.0,609.6056338028169
2010-08-01,Jefferson City,2010,43294.0,8,MO,71.0,609.7746478873239
2010-09-01,Jefferson City,2010,43306.0,9,MO,71.0,609.943661971831
2010-10-01,Jefferson City,2010,43318.0,10,MO,71.0,610.112676056338
2010-11-01,Jefferson City,2010,43330.0,11,MO,71.0,610.2816901408451
2010-12-01,Jefferson City,2010,43342.0,12,MO,71.0,610.4507042253521
2000-01-01,Juneau,2000,30666.0,1,AK,7036.0,4.358442296759523
2000-02-01,Juneau,2000,30652.916666666668,2,AK,7036.0,4.356582812203904
2000-03-01,Juneau,2000,30639.83333333333,3,AK,7036.0,4.354723327648284
2000-04-01,Juneau,2000,30626.75,4,AK,7036.0,4.352863843092666
2000-05-01,Juneau,2000,30613.666666666668,5,AK,7036.0,4.351004358537048
2000-06-01,Juneau,2000,30600.58333333333,6,AK,7036.0,4.3491448739814285
2000-07-01,Juneau,2000,30587.5,7,AK,7036.0,4.34728538942581
2000-08-01,Juneau,2000,30574.416666666668,8,AK,7036.0,4.345425904870192
2000-09-01,Juneau,2000,30561.33333333333,9,AK,7036.0,4.343566420314572
2000-10-01,Juneau,2000,30548.25,10,AK,7036.0,4.341706935758954
2000-11-01,Juneau,2000,30535.166666666668,11,AK,7036.0,4.339847451203336
2000-12-01,Juneau,2000,30522.08333333333,12,AK,7036.0,4.337987966647716
2001-01-01,Juneau,2001,30509.0,1,AK,7036.0,4.336128482092098
2001-02-01,Juneau,2001,30527.75,2,AK,7036.0,4.338793348493462
2001-03-01,Juneau,2001,30546.5,3,AK,7036.0,4.341458214894827
2001-04-01,Juneau,2001,30565.25,4,AK,7036.0,4.344123081296191
2001-05-01,Juneau,2001,30584.0,5,AK,7036.0,4.346787947697555
2001-06-01,Juneau,2001,30602.75,6,AK,7036.0,4.34945281409892
2001-07-01,Juneau,2001,30621.5,7,AK,7036.0,4.352117680500284
2001-08-01,Juneau,2001,30640.25,8,AK,7036.0,4.354782546901649
2001-09-01,Juneau,2001,30659.0,9,AK,7036.0,4.357447413303013
2001-10-01,Juneau,2001,30677.75,10,AK,7036.0,4.360112279704378
2001-11-01,Juneau,2001,30696.5,11,AK,7036.0,4.362777146105742
2001-12-01,Juneau,2001,30715.25,12,AK,7036.0,4.365442012507106
2002-01-01,Juneau,2002,30734.0,1,AK,7036.0,4.3681068789084705
2002-02-01,Juneau,2002,30758.08333333333,2,AK,7036.0,4.371529751752889
2002-03-01,Juneau,2002,30782.166666666668,3,AK,7036.0,4.374952624597309
2002-04-01,Juneau,2002,30806.25,4,AK,7036.0,4.378375497441728
2002-05-01,Juneau,2002,30830.33333333333,5,AK,7036.0,4.3817983702861465
2002-06-01,Juneau,2002,30854.416666666668,6,AK,7036.0,4.385221243130567
2002-07-01,Juneau,2002,30878.5,7,AK,7036.0,4.388644115974985
2002-08-01,Juneau,2002,30902.58333333333,8,AK,7036.0,4.392066988819404
2002-09-01,Juneau,2002,30926.666666666668,9,AK,7036.0,4.395489861663824
2002-10-01,Juneau,2002,30950.75,10,AK,7036.0,4.398912734508244
2002-11-01,Juneau,2002,30974.83333333333,11,AK,7036.0,4.402335607352661
2002-12-01,Juneau,2002,30998.916666666668,12,AK,7036.0,4.405758480197082
2003-01-01,Juneau,2003,31023.0,1,AK,7036.0,4.409181353041501
2003-02-01,Juneau,2003,31032.666666666668,2,AK,7036.0,4.410555239719538
2003-03-01,Juneau,2003,31042.33333333333,3,AK,7036.0,4.411929126397574
2003-04-01,Juneau,2003,31052.0,4,AK,7036.0,4.413303013075611
2003-05-01,Juneau,2003,31061.666666666668,5,AK,7036.0,4.4146768997536485
2003-06-01,Juneau,2003,31071.33333333333,6,AK,7036.0,4.416050786431684
2003-07-01,Juneau,2003,31081.0,7,AK,7036.0,4.417424673109721
2003-08-01,Juneau,2003,31090.666666666668,8,AK,7036.0,4.418798559787758
2003-09-01,Juneau,2003,31100.33333333333,9,AK,7036.0,4.420172446465794
2003-10-01,Juneau,2003,31110.0,10,AK,7036.0,4.421546333143832
2003-11-01,Juneau,2003,31119.666666666668,11,AK,7036.0,4.422920219821869
2003-12-01,Juneau,2003,31129.33333333333,12,AK,7036.0,4.424294106499905
2004-01-01,Juneau,2004,31139.0,1,AK,7036.0,4.425667993177942
2004-02-01,Juneau,2004,31131.75,2,AK,7036.0,4.424637578169414
2004-03-01,Juneau,2004,31124.5,3,AK,7036.0,4.423607163160887
2004-04-01,Juneau,2004,31117.25,4,AK,7036.0,4.422576748152359
2004-05-01,Juneau,2004,31110.0,5,AK,7036.0,4.421546333143832
2004-06-01,Juneau,2004,31102.75,6,AK,7036.0,4.420515918135304
2004-07-01,Juneau,2004,31095.5,7,AK,7036.0,4.419485503126777
2004-08-01,Juneau,2004,31088.25,8,AK,7036.0,4.418455088118249
2004-09-01,Juneau,2004,31081.0,9,AK,7036.0,4.417424673109721
2004-10-01,Juneau,2004,31073.75,10,AK,7036.0,4.416394258101194
2004-11-01,Juneau,2004,31066.5,11,AK,7036.0,4.415363843092666
2004-12-01,Juneau,2004,31059.25,12,AK,7036.0,4.414333428084139
2005-01-01,Juneau,2005,31052.0,1,AK,7036.0,4.413303013075611
2005-02-01,Juneau,2005,31035.5,2,AK,7036.0,4.41095793064241
2005-03-01,Juneau,2005,31019.0,3,AK,7036.0,4.40861284820921
2005-04-01,Juneau,2005,31002.5,4,AK,7036.0,4.406267765776009
2005-05-01,Juneau,2005,30986.0,5,AK,7036.0,4.403922683342809
2005-06-01,Juneau,2005,30969.5,6,AK,7036.0,4.401577600909608
2005-07-01,Juneau,2005,30953.0,7,AK,7036.0,4.399232518476407
2005-08-01,Juneau,2005,30936.5,8,AK,7036.0,4.396887436043206
2005-09-01,Juneau,2005,30920.0,9,AK,7036.0,4.394542353610006
2005-10-01,Juneau,2005,30903.5,10,AK,7036.0,4.392197271176805
2005-11-01,Juneau,2005,30887.0,11,AK,7036.0,4.389852188743604
2005-12-01,Juneau,2005,30870.5,12,AK,7036.0,4.387507106310403
2006-01-01,Juneau,2006,30854.0,1,AK,7036.0,4.385162023877203
2006-02-01,Juneau,2006,30843.08333333333,2,AK,7036.0,4.383610479439074
2006-03-01,Juneau,2006,30832.166666666668,3,AK,7036.0,4.382058935000948
2006-04-01,Juneau,2006,30821.25,4,AK,7036.0,4.38050739056282
2006-05-01,Juneau,2006,30810.33333333333,5,AK,7036.0,4.378955846124692
2006-06-01,Juneau,2006,30799.416666666668,6,AK,7036.0,4.377404301686565
2006-07-01,Juneau,2006,30788.5,7,AK,7036.0,4.3758527572484365
2006-08-01,Juneau,2006,30777.58333333333,8,AK,7036.0,4.374301212810308
2006-09-01,Juneau,2006,30766.666666666668,9,AK,7036.0,4.372749668372181
2006-10-01,Juneau,2006,30755.75,10,AK,7036.0,4.371198123934054
2006-11-01,Juneau,2006,30744.83333333333,11,AK,7036.0,4.369646579495925
2006-12-01,Juneau,2006,30733.916666666668,12,AK,7036.0,4.368095035057798
2007-01-01,Juneau,2007,30723.0,1,AK,7036.0,4.36654349061967
2007-02-01,Juneau,2007,30758.25,2,AK,7036.0,4.371553439454235
2007-03-01,Juneau,2007,30793.5,3,AK,7036.0,4.3765633882888
2007-04-01,Juneau,2007,30828.75,4,AK,7036.0,4.381573337123365
2007-05-01,Juneau,2007,30864.0,5,AK,7036.0,4.386583285957931
2007-06-01,Juneau,2007,30899.25,6,AK,7036.0,4.391593234792496
2007-07-01,Juneau,2007,30934.5,7,AK,7036.0,4.396603183627061
2007-08-01,Juneau,2007,30969.75,8,AK,7036.0,4.401613132461626
2007-09-01,Juneau,2007,31005.0,9,AK,7036.0,4.406623081296191
2007-10-01,Juneau,2007,31040.25,10,AK,7036.0,4.411633030130756
2007-11-01,Juneau,2007,31075.5,11,AK,7036.0,4.416642978965321
2007-12-01,Juneau,2007,31110.75,12,AK,7036.0,4.421652927799887
2008-01-01,Juneau,2008,31146.0,1,AK,7036.0,4.426662876634452
2008-02-01,Juneau,2008,31125.5,2,AK,7036.0,4.42374928936896
2008-03-01,Juneau,2008,31105.0,3,AK,7036.0,4.420835702103468
2008-04-01,Juneau,2008,31084.5,4,AK,7036.0,4.417922114837976
2008-05-01,Juneau,2008,31064.0,5,AK,7036.0,4.415008527572485
2008-06-01,Juneau,2008,31043.5,6,AK,7036.0,4.412094940306993
2008-07-01,Juneau,2008,31023.0,7,AK,7036.0,4.409181353041501
2008-08-01,Juneau,2008,31002.5,8,AK,7036.0,4.406267765776009
2008-09-01,Juneau,2008,30982.0,9,AK,7036.0,4.403354178510518
2008-10-01,Juneau,2008,30961.5,10,AK,7036.0,4.400440591245026
2008-11-01,Juneau,2008,30941.0,11,AK,7036.0,4.397527003979534
2008-12-01,Juneau,2008,30920.5,12,AK,7036.0,4.3946134167140425
2009-01-01,Juneau,2009,30900.0,1,AK,7036.0,4.391699829448551
2009-02-01,Juneau,2009,30940.58333333333,2,AK,7036.0,4.397467784726169
2009-03-01,Juneau,2009,30981.166666666668,3,AK,7036.0,4.40323574000379
2009-04-01,Juneau,2009,31021.75,4,AK,7036.0,4.40900369528141
2009-05-01,Juneau,2009,31062.33333333333,5,AK,7036.0,4.414771650559029
2009-06-01,Juneau,2009,31102.916666666668,6,AK,7036.0,4.42053960583665
2009-07-01,Juneau,2009,31143.5,7,AK,7036.0,4.426307561114269
