date,population,year,month,city,abr,state_province
2019-10-01,1373500.0,2019,10,Concord,NH,New Hampshire
2019-11-01,1375000.0,2019,11,Concord,NH,New Hampshire
2019-12-01,1376500.0,2019,12,Concord,NH,New Hampshire
2020-01-01,1378000.0,2020,1,Concord,NH,New Hampshire
2020-02-01,1378750.0,2020,2,Concord,NH,New Hampshire
2020-03-01,1379500.0,2020,3,Concord,NH,New Hampshire
2020-04-01,1380250.0,2020,4,Concord,NH,New Hampshire
2020-05-01,1381000.0,2020,5,Concord,NH,New Hampshire
2020-06-01,1381750.0,2020,6,Concord,NH,New Hampshire
2020-07-01,1382500.0,2020,7,Concord,NH,New Hampshire
2020-08-01,1383250.0,2020,8,Concord,NH,New Hampshire
2020-09-01,1384000.0,2020,9,Concord,NH,New Hampshire
2020-10-01,1384750.0,2020,10,Concord,NH,New Hampshire
2020-11-01,1385500.0,2020,11,Concord,NH,New Hampshire
2020-12-01,1386250.0,2020,12,Concord,NH,New Hampshire
2021-01-01,1387000.0,2021,1,Concord,NH,New Hampshire
2021-02-01,1388000.0,2021,2,Concord,NH,New Hampshire
2021-03-01,1389000.0,2021,3,Concord,NH,New Hampshire
2021-04-01,1390000.0,2021,4,Concord,NH,New Hampshire
2021-05-01,1391000.0,2021,5,Concord,NH,New Hampshire
2021-06-01,1392000.0,2021,6,Concord,NH,New Hampshire
2021-07-01,1393000.0,2021,7,Concord,NH,New Hampshire
2021-08-01,1394000.0,2021,8,Concord,NH,New Hampshire
2021-09-01,1395000.0,2021,9,Concord,NH,New Hampshire
2021-10-01,1396000.0,2021,10,Concord,NH,New Hampshire
2021-11-01,1397000.0,2021,11,Concord,NH,New Hampshire
2021-12-01,1398000.0,2021,12,Concord,NH,New Hampshire
2022-01-01,1399000.0,2022,1,Concord,NH,New Hampshire
2022-02-01,1399250.0,2022,2,Concord,NH,New Hampshire
2022-03-01,1399500.0,2022,3,Concord,NH,New Hampshire
2022-04-01,1399750.0,2022,4,Concord,NH,New Hampshire
2022-05-01,1400000.0,2022,5,Concord,NH,New Hampshire
2022-06-01,1400250.0,2022,6,Concord,NH,New Hampshire
2022-07-01,1400500.0,2022,7,Concord,NH,New Hampshire
2022-08-01,1400750.0,2022,8,Concord,NH,New Hampshire
2022-09-01,1401000.0,2022,9,Concord,NH,New Hampshire
2022-10-01,1401250.0,2022,10,Concord,NH,New Hampshire
2022-11-01,1401500.0,2022,11,Concord,NH,New Hampshire
2022-12-01,1401750.0,2022,12,Concord,NH,New Hampshire
2023-01-01,1402000.0,2023,1,Concord,NH,New Hampshire
2000-01-01,8430000.0,2000,1,Trenton,NJ,New Jersey
2000-02-01,8435166.666666666,2000,2,Trenton,NJ,New Jersey
2000-03-01,8440333.333333334,2000,3,Trenton,NJ,New Jersey
2000-04-01,8445500.0,2000,4,Trenton,NJ,New Jersey
2000-05-01,8450666.666666666,2000,5,Trenton,NJ,New Jersey
2000-06-01,8455833.333333334,2000,6,Trenton,NJ,New Jersey
2000-07-01,8461000.0,2000,7,Trenton,NJ,New Jersey
2000-08-01,8466166.666666666,2000,8,Trenton,NJ,New Jersey
2000-09-01,8471333.333333334,2000,9,Trenton,NJ,New Jersey
2000-10-01,8476500.0,2000,10,Trenton,NJ,New Jersey
2000-11-01,8481666.666666666,2000,11,Trenton,NJ,New Jersey
2000-12-01,8486833.333333334,2000,12,Trenton,NJ,New Jersey
2001-01-01,8492000.0,2001,1,Trenton,NJ,New Jersey
2001-02-01,8497000.0,2001,2,Trenton,NJ,New Jersey
2001-03-01,8502000.0,2001,3,Trenton,NJ,New Jersey
2001-04-01,8507000.0,2001,4,Trenton,NJ,New Jersey
2001-05-01,8512000.0,2001,5,Trenton,NJ,New Jersey
2001-06-01,8517000.0,2001,6,Trenton,NJ,New Jersey
2001-07-01,8522000.0,2001,7,Trenton,NJ,New Jersey
2001-08-01,8527000.0,2001,8,Trenton,NJ,New Jersey
2001-09-01,8532000.0,2001,9,Trenton,NJ,New Jersey
2001-10-01,8537000.0,2001,10,Trenton,NJ,New Jersey
2001-11-01,8542000.0,2001,11,Trenton,NJ,New Jersey
2001-12-01,8547000.0,2001,12,Trenton,NJ,New Jersey
2002-01-01,8552000.0,2002,1,Trenton,NJ,New Jersey
2002-02-01,8556083.333333334,2002,2,Trenton,NJ,New Jersey
2002-03-01,8560166.666666666,2002,3,Trenton,NJ,New Jersey
2002-04-01,8564250.0,2002,4,Trenton,NJ,New Jersey
2002-05-01,8568333.333333334,2002,5,Trenton,NJ,New Jersey
2002-06-01,8572416.666666666,2002,6,Trenton,NJ,New Jersey
2002-07-01,8576500.0,2002,7,Trenton,NJ,New Jersey
2002-08-01,8580583.333333334,2002,8,Trenton,NJ,New Jersey
2002-09-01,8584666.666666666,2002,9,Trenton,NJ,New Jersey
2002-10-01,8588750.0,2002,10,Trenton,NJ,New Jersey
2002-11-01,8592833.333333334,2002,11,Trenton,NJ,New Jersey
2002-12-01,8596916.666666666,2002,12,Trenton,NJ,New Jersey
2003-01-01,8601000.0,2003,1,Trenton,NJ,New Jersey
2003-02-01,8603750.0,2003,2,Trenton,NJ,New Jersey
2003-03-01,8606500.0,2003,3,Trenton,NJ,New Jersey
2003-04-01,8609250.0,2003,4,Trenton,NJ,New Jersey
2003-05-01,8612000.0,2003,5,Trenton,NJ,New Jersey
2003-06-01,8614750.0,2003,6,Trenton,NJ,New Jersey
2003-07-01,8617500.0,2003,7,Trenton,NJ,New Jersey
2003-08-01,8620250.0,2003,8,Trenton,NJ,New Jersey
2003-09-01,8623000.0,2003,9,Trenton,NJ,New Jersey
2003-10-01,8625750.0,2003,10,Trenton,NJ,New Jersey
2003-11-01,8628500.0,2003,11,Trenton,NJ,New Jersey
2003-12-01,8631250.0,2003,12,Trenton,NJ,New Jersey
2004-01-01,8634000.0,2004,1,Trenton,NJ,New Jersey
2004-02-01,8635416.666666666,2004,2,Trenton,NJ,New Jersey
2004-03-01,8636833.333333334,2004,3,Trenton,NJ,New Jersey
2004-04-01,8638250.0,2004,4,Trenton,NJ,New Jersey
2004-05-01,8639666.666666666,2004,5,Trenton,NJ,New Jersey
2004-06-01,8641083.333333334,2004,6,Trenton,NJ,New Jersey
2004-07-01,8642500.0,2004,7,Trenton,NJ,New Jersey
2004-08-01,8643916.666666666,2004,8,Trenton,NJ,New Jersey
2004-09-01,8645333.333333334,2004,9,Trenton,NJ,New Jersey
2004-10-01,8646750.0,2004,10,Trenton,NJ,New Jersey
2004-11-01,8648166.666666666,2004,11,Trenton,NJ,New Jersey
2004-12-01,8649583.333333334,2004,12,Trenton,NJ,New Jersey
2005-01-01,8651000.0,2005,1,Trenton,NJ,New Jersey
2005-02-01,8651833.333333334,2005,2,Trenton,NJ,New Jersey
2005-03-01,8652666.666666666,2005,3,Trenton,NJ,New Jersey
2005-04-01,8653500.0,2005,4,Trenton,NJ,New Jersey
2005-05-01,8654333.333333334,2005,5,Trenton,NJ,New Jersey
2005-06-01,8655166.666666666,2005,6,Trenton,NJ,New Jersey
2005-07-01,8656000.0,2005,7,Trenton,NJ,New Jersey
2005-08-01,8656833.333333334,2005,8,Trenton,NJ,New Jersey
2005-09-01,8657666.666666666,2005,9,Trenton,NJ,New Jersey
2005-10-01,8658500.0,2005,10,Trenton,NJ,New Jersey
2005-11-01,8659333.333333334,2005,11,Trenton,NJ,New Jersey
2005-12-01,8660166.666666666,2005,12,Trenton,NJ,New Jersey
2006-01-01,8661000.0,2006,1,Trenton,NJ,New Jersey
2006-02-01,8662333.333333334,2006,2,Trenton,NJ,New Jersey
2006-03-01,8663666.666666666,2006,3,Trenton,NJ,New Jersey
2006-04-01,8665000.0,2006,4,Trenton,NJ,New Jersey
2006-05-01,8666333.333333334,2006,5,Trenton,NJ,New Jersey
2006-06-01,8667666.666666666,2006,6,Trenton,NJ,New Jersey
2006-07-01,8669000.0,2006,7,Trenton,NJ,New Jersey
2006-08-01,8670333.333333334,2006,8,Trenton,NJ,New Jersey
2006-09-01,8671666.666666666,2006,9,Trenton,NJ,New Jersey
2006-10-01,8673000.0,2006,10,Trenton,NJ,New Jersey
2006-11-01,8674333.333333334,2006,11,Trenton,NJ,New Jersey
2006-12-01,8675666.666666666,2006,12,Trenton,NJ,New Jersey
2007-01-01,8677000.0,2007,1,Trenton,NJ,New Jersey
2007-02-01,8679833.333333334,2007,2,Trenton,NJ,New Jersey
2007-03-01,8682666.666666666,2007,3,Trenton,NJ,New Jersey
2007-04-01,8685500.0,2007,4,Trenton,NJ,New Jersey
2007-05-01,8688333.333333334,2007,5,Trenton,NJ,New Jersey
2007-06-01,8691166.666666666,2007,6,Trenton,NJ,New Jersey
2007-07-01,8694000.0,2007,7,Trenton,NJ,New Jersey
2007-08-01,8696833.333333334,2007,8,Trenton,NJ,New Jersey
2007-09-01,8699666.666666666,2007,9,Trenton,NJ,New Jersey
2007-10-01,8702500.0,2007,10,Trenton,NJ,New Jersey
2007-11-01,8705333.333333334,2007,11,Trenton,NJ,New Jersey
2007-12-01,8708166.666666666,2007,12,Trenton,NJ,New Jersey
2008-01-01,8711000.0,2008,1,Trenton,NJ,New Jersey
2008-02-01,8714666.666666666,2008,2,Trenton,NJ,New Jersey
2008-03-01,8718333.333333334,2008,3,Trenton,NJ,New Jersey
2008-04-01,8722000.0,2008,4,Trenton,NJ,New Jersey
2008-05-01,8725666.666666666,2008,5,Trenton,NJ,New Jersey
2008-06-01,8729333.333333334,2008,6,Trenton,NJ,New Jersey
2008-07-01,8733000.0,2008,7,Trenton,NJ,New Jersey
2008-08-01,8736666.666666666,2008,8,Trenton,NJ,New Jersey
2008-09-01,8740333.333333334,2008,9,Trenton,NJ,New Jersey
2008-10-01,8744000.0,2008,10,Trenton,NJ,New Jersey
2008-11-01,8747666.666666666,2008,11,Trenton,NJ,New Jersey
2008-12-01,8751333.333333334,2008,12,Trenton,NJ,New Jersey
2009-01-01,8755000.0,2009,1,Trenton,NJ,New Jersey
2009-02-01,8758666.666666666,2009,2,Trenton,NJ,New Jersey
2009-03-01,8762333.333333334,2009,3,Trenton,NJ,New Jersey
2009-04-01,8766000.0,2009,4,Trenton,NJ,New Jersey
2009-05-01,8769666.666666666,2009,5,Trenton,NJ,New Jersey
2009-06-01,8773333.333333334,2009,6,Trenton,NJ,New Jersey
2009-07-01,8777000.0,2009,7,Trenton,NJ,New Jersey
2009-08-01,8780666.666666666,2009,8,Trenton,NJ,New Jersey
2009-09-01,8784333.333333334,2009,9,Trenton,NJ,New Jersey
2009-10-01,8788000.0,2009,10,Trenton,NJ,New Jersey
2009-11-01,8791666.666666666,2009,11,Trenton,NJ,New Jersey
2009-12-01,8795333.333333334,2009,12,Trenton,NJ,New Jersey
2010-01-01,8799000.0,2010,1,Trenton,NJ,New Jersey
2010-02-01,8801416.666666666,2010,2,Trenton,NJ,New Jersey
2010-03-01,8803833.333333334,2010,3,Trenton,NJ,New Jersey
2010-04-01,8806250.0,2010,4,Trenton,NJ,New Jersey
2010-05-01,8808666.666666666,2010,5,Trenton,NJ,New Jersey
2010-06-01,8811083.333333334,2010,6,Trenton,NJ,New Jersey
2010-07-01,8813500.0,2010,7,Trenton,NJ,New Jersey
2010-08-01,8815916.666666666,2010,8,Trenton,NJ,New Jersey
2010-09-01,8818333.333333334,2010,9,Trenton,NJ,New Jersey
2010-10-01,8820750.0,2010,10,Trenton,NJ,New Jersey
2010-11-01,8823166.666666666,2010,11,Trenton,NJ,New Jersey
2010-12-01,8825583.333333334,2010,12,Trenton,NJ,New Jersey
2011-01-01,8828000.0,2011,1,Trenton,NJ,New Jersey
2011-02-01,8829416.666666666,2011,2,Trenton,NJ,New Jersey
2011-03-01,8830833.333333334,2011,3,Trenton,NJ,New Jersey
2011-04-01,8832250.0,2011,4,Trenton,NJ,New Jersey
2011-05-01,8833666.666666666,2011,5,Trenton,NJ,New Jersey
2011-06-01,8835083.333333334,2011,6,Trenton,NJ,New Jersey
2011-07-01,8836500.0,2011,7,Trenton,NJ,New Jersey
2011-08-01,8837916.666666666,2011,8,Trenton,NJ,New Jersey
2011-09-01,8839333.333333334,2011,9,Trenton,NJ,New Jersey
2011-10-01,8840750.0,2011,10,Trenton,NJ,New Jersey
2011-11-01,8842166.666666666,2011,11,Trenton,NJ,New Jersey
2011-12-01,8843583.333333334,2011,12,Trenton,NJ,New Jersey
2012-01-01,8845000.0,2012,1,Trenton,NJ,New Jersey
2012-02-01,8846000.0,2012,2,Trenton,NJ,New Jersey
2012-03-01,8847000.0,2012,3,Trenton,NJ,New Jersey
2012-04-01,8848000.0,2012,4,Trenton,NJ,New Jersey
2012-05-01,8849000.0,2012,5,Trenton,NJ,New Jersey
2012-06-01,8850000.0,2012,6,Trenton,NJ,New Jersey
2012-07-01,8851000.0,2012,7,Trenton,NJ,New Jersey
2012-08-01,8852000.0,2012,8,Trenton,NJ,New Jersey
2012-09-01,8853000.0,2012,9,Trenton,NJ,New Jersey
2012-10-01,8854000.0,2012,10,Trenton,NJ,New Jersey
2012-11-01,8855000.0,2012,11,Trenton,NJ,New Jersey
2012-12-01,8856000.0,2012,12,Trenton,NJ,New Jersey
2013-01-01,8857000.0,2013,1,Trenton,NJ,New Jersey
2013-02-01,8857833.333333334,2013,2,Trenton,NJ,New Jersey
2013-03-01,8858666.666666666,2013,3,Trenton,NJ,New Jersey
2013-04-01,8859500.0,2013,4,Trenton,NJ,New Jersey
2013-05-01,8860333.333333334,2013,5,Trenton,NJ,New Jersey
2013-06-01,8861166.666666666,2013,6,Trenton,NJ,New Jersey
2013-07-01,8862000.0,2013,7,Trenton,NJ,New Jersey
2013-08-01,8862833.333333334,2013,8,Trenton,NJ,New Jersey
2013-09-01,8863666.666666666,2013,9,Trenton,NJ,New Jersey
2013-10-01,8864500.0,2013,10,Trenton,NJ,New Jersey
2013-11-01,8865333.333333334,2013,11,Trenton,NJ,New Jersey
2013-12-01,8866166.666666666,2013,12,Trenton,NJ,New Jersey
2014-01-01,8867000.0,2014,1,Trenton,NJ,New Jersey
2014-02-01,8867250.0,2014,2,Trenton,NJ,New Jersey
2014-03-01,8867500.0,2014,3,Trenton,NJ,New Jersey
2014-04-01,8867750.0,2014,4,Trenton,NJ,New Jersey
2014-05-01,8868000.0,2014,5,Trenton,NJ,New Jersey
2014-06-01,8868250.0,2014,6,Trenton,NJ,New Jersey
2014-07-01,8868500.0,2014,7,Trenton,NJ,New Jersey
2014-08-01,8868750.0,2014,8,Trenton,NJ,New Jersey
2014-09-01,8869000.0,2014,9,Trenton,NJ,New Jersey
2014-10-01,8869250.0,2014,10,Trenton,NJ,New Jersey
2014-11-01,8869500.0,2014,11,Trenton,NJ,New Jersey
2014-12-01,8869750.0,2014,12,Trenton,NJ,New Jersey
2015-01-01,8870000.0,2015,1,Trenton,NJ,New Jersey
2015-02-01,8870250.0,2015,2,Trenton,NJ,New Jersey
2015-03-01,8870500.0,2015,3,Trenton,NJ,New Jersey
2015-04-01,8870750.0,2015,4,Trenton,NJ,New Jersey
2015-05-01,8871000.0,2015,5,Trenton,NJ,New Jersey
2015-06-01,8871250.0,2015,6,Trenton,NJ,New Jersey
2015-07-01,8871500.0,2015,7,Trenton,NJ,New Jersey
2015-08-01,8871750.0,2015,8,Trenton,NJ,New Jersey
2015-09-01,8872000.0,2015,9,Trenton,NJ,New Jersey
2015-10-01,8872250.0,2015,10,Trenton,NJ,New Jersey
2015-11-01,8872500.0,2015,11,Trenton,NJ,New Jersey
2015-12-01,8872750.0,2015,12,Trenton,NJ,New Jersey
2016-01-01,8873000.0,2016,1,Trenton,NJ,New Jersey
2016-02-01,8874250.0,2016,2,Trenton,NJ,New Jersey
2016-03-01,8875500.0,2016,3,Trenton,NJ,New Jersey
2016-04-01,8876750.0,2016,4,Trenton,NJ,New Jersey
2016-05-01,8878000.0,2016,5,Trenton,NJ,New Jersey
2016-06-01,8879250.0,2016,6,Trenton,NJ,New Jersey
2016-07-01,8880500.0,2016,7,Trenton,NJ,New Jersey
2016-08-01,8881750.0,2016,8,Trenton,NJ,New Jersey
2016-09-01,8883000.0,2016,9,Trenton,NJ,New Jersey
2016-10-01,8884250.0,2016,10,Trenton,NJ,New Jersey
2016-11-01,8885500.0,2016,11,Trenton,NJ,New Jersey
2016-12-01,8886750.0,2016,12,Trenton,NJ,New Jersey
2017-01-01,8888000.0,2017,1,Trenton,NJ,New Jersey
2017-02-01,8888250.0,2017,2,Trenton,NJ,New Jersey
2017-03-01,8888500.0,2017,3,Trenton,NJ,New Jersey
2017-04-01,8888750.0,2017,4,Trenton,NJ,New Jersey
2017-05-01,8889000.0,2017,5,Trenton,NJ,New Jersey
2017-06-01,8889250.0,2017,6,Trenton,NJ,New Jersey
2017-07-01,8889500.0,2017,7,Trenton,NJ,New Jersey
2017-08-01,8889750.0,2017,8,Trenton,NJ,New Jersey
2017-09-01,8890000.0,2017,9,Trenton,NJ,New Jersey
2017-10-01,8890250.0,2017,10,Trenton,NJ,New Jersey
2017-11-01,8890500.0,2017,11,Trenton,NJ,New Jersey
2017-12-01,8890750.0,2017,12,Trenton,NJ,New Jersey
2018-01-01,8891000.0,2018,1,Trenton,NJ,New Jersey
2018-02-01,8891000.0,2018,2,Trenton,NJ,New Jersey
2018-03-01,8891000.0,2018,3,Trenton,NJ,New Jersey
2018-04-01,8891000.0,2018,4,Trenton,NJ,New Jersey
2018-05-01,8891000.0,2018,5,Trenton,NJ,New Jersey
2018-06-01,8891000.0,2018,6,Trenton,NJ,New Jersey
2018-07-01,8891000.0,2018,7,Trenton,NJ,New Jersey
2018-08-01,8891000.0,2018,8,Trenton,NJ,New Jersey
2018-09-01,8891000.0,2018,9,Trenton,NJ,New Jersey
2018-10-01,8891000.0,2018,10,Trenton,NJ,New Jersey
2018-11-01,8891000.0,2018,11,Trenton,NJ,New Jersey
2018-12-01,8891000.0,2018,12,Trenton,NJ,New Jersey
2019-01-01,8891000.0,2019,1,Trenton,NJ,New Jersey
2019-02-01,8922750.0,2019,2,Trenton,NJ,New Jersey
2019-03-01,8954500.0,2019,3,Trenton,NJ,New Jersey
2019-04-01,8986250.0,2019,4,Trenton,NJ,New Jersey
2019-05-01,9018000.0,2019,5,Trenton,NJ,New Jersey
2019-06-01,9049750.0,2019,6,Trenton,NJ,New Jersey
2019-07-01,9081500.0,2019,7,Trenton,NJ,New Jersey
2019-08-01,9113250.0,2019,8,Trenton,NJ,New Jersey
2019-09-01,9145000.0,2019,9,Trenton,NJ,New Jersey
2019-10-01,9176750.0,2019,10,Trenton,NJ,New Jersey
2019-11-01,9208500.0,2019,11,Trenton,NJ,New Jersey
2019-12-01,9240250.0,2019,12,Trenton,NJ,New Jersey
2020-01-01,9272000.0,2020,1,Trenton,NJ,New Jersey
2020-02-01,9271750.0,2020,2,Trenton,NJ,New Jersey
2020-03-01,9271500.0,2020,3,Trenton,NJ,New Jersey
2020-04-01,9271250.0,2020,4,Trenton,NJ,New Jersey
2020-05-01,9271000.0,2020,5,Trenton,NJ,New Jersey
2020-06-01,9270750.0,2020,6,Trenton,NJ,New Jersey
2020-07-01,9270500.0,2020,7,Trenton,NJ,New Jersey
2020-08-01,9270250.0,2020,8,Trenton,NJ,New Jersey
2020-09-01,9270000.0,2020,9,Trenton,NJ,New Jersey
2020-10-01,9269750.0,2020,10,Trenton,NJ,New Jersey
2020-11-01,9269500.0,2020,11,Trenton,NJ,New Jersey
2020-12-01,9269250.0,2020,12,Trenton,NJ,New Jersey
2021-01-01,9269000.0,2021,1,Trenton,NJ,New Jersey
2021-02-01,9268250.0,2021,2,Trenton,NJ,New Jersey
2021-03-01,9267500.0,2021,3,Trenton,NJ,New Jersey
2021-04-01,9266750.0,2021,4,Trenton,NJ,New Jersey
2021-05-01,9266000.0,2021,5,Trenton,NJ,New Jersey
2021-06-01,9265250.0,2021,6,Trenton,NJ,New Jersey
2021-07-01,9264500.0,2021,7,Trenton,NJ,New Jersey
2021-08-01,9263750.0,2021,8,Trenton,NJ,New Jersey
2021-09-01,9263000.0,2021,9,Trenton,NJ,New Jersey
2021-10-01,9262250.0,2021,10,Trenton,NJ,New Jersey
2021-11-01,9261500.0,2021,11,Trenton,NJ,New Jersey
2021-12-01,9260750.0,2021,12,Trenton,NJ,New Jersey
2022-01-01,9260000.0,2022,1,Trenton,NJ,New Jersey
2022-02-01,9262500.0,2022,2,Trenton,NJ,New Jersey
2022-03-01,9265000.0,2022,3,Trenton,NJ,New Jersey
2022-04-01,9267500.0,2022,4,Trenton,NJ,New Jersey
2022-05-01,9270000.0,2022,5,Trenton,NJ,New Jersey
2022-06-01,9272500.0,2022,6,Trenton,NJ,New Jersey
2022-07-01,9275000.0,2022,7,Trenton,NJ,New Jersey
2022-08-01,9277500.0,2022,8,Trenton,NJ,New Jersey
2022-09-01,9280000.0,2022,9,Trenton,NJ,New Jersey
2022-10-01,9282500.0,2022,10,Trenton,NJ,New Jersey
2022-11-01,9285000.0,2022,11,Trenton,NJ,New Jersey
2022-12-01,9287500.0,2022,12,Trenton,NJ,New Jersey
2023-01-01,9290000.0,2023,1,Trenton,NJ,New Jersey
2000-01-01,1821000.0,2000,1,Santa Fe,NM,New Mexico
2000-02-01,1821833.3333333333,2000,2,Santa Fe,NM,New Mexico
2000-03-01,1822666.6666666667,2000,3,Santa Fe,NM,New Mexico
2000-04-01,1823500.0,2000,4,Santa Fe,NM,New Mexico
2000-05-01,1824333.3333333333,2000,5,Santa Fe,NM,New Mexico
2000-06-01,1825166.6666666667,2000,6,Santa Fe,NM,New Mexico
2000-07-01,1826000.0,2000,7,Santa Fe,NM,New Mexico
2000-08-01,1826833.3333333333,2000,8,Santa Fe,NM,New Mexico
2000-09-01,1827666.6666666667,2000,9,Santa Fe,NM,New Mexico
2000-10-01,1828500.0,2000,10,Santa Fe,NM,New Mexico
2000-11-01,1829333.3333333333,2000,11,Santa Fe,NM,New Mexico
2000-12-01,1830166.6666666667,2000,12,Santa Fe,NM,New Mexico
2001-01-01,1831000.0,2001,1,Santa Fe,NM,New Mexico
2001-02-01,1833000.0,2001,2,Santa Fe,NM,New Mexico
2001-03-01,1835000.0,2001,3,Santa Fe,NM,New Mexico
2001-04-01,1837000.0,2001,4,Santa Fe,NM,New Mexico
2001-05-01,1839000.0,2001,5,Santa Fe,NM,New Mexico
2001-06-01,1841000.0,2001,6,Santa Fe,NM,New Mexico
2001-07-01,1843000.0,2001,7,Santa Fe,NM,New Mexico
2001-08-01,1845000.0,2001,8,Santa Fe,NM,New Mexico
2001-09-01,1847000.0,2001,9,Santa Fe,NM,New Mexico
2001-10-01,1849000.0,2001,10,Santa Fe,NM,New Mexico
2001-11-01,1851000.0,2001,11,Santa Fe,NM,New Mexico
2001-12-01,1853000.0,2001,12,Santa Fe,NM,New Mexico
2002-01-01,1855000.0,2002,1,Santa Fe,NM,New Mexico
2002-02-01,1856833.3333333333,2002,2,Santa Fe,NM,New Mexico
2002-03-01,1858666.6666666667,2002,3,Santa Fe,NM,New Mexico
2002-04-01,1860500.0,2002,4,Santa Fe,NM,New Mexico
2002-05-01,1862333.3333333333,2002,5,Santa Fe,NM,New Mexico
2002-06-01,1864166.6666666667,2002,6,Santa Fe,NM,New Mexico
2002-07-01,1866000.0,2002,7,Santa Fe,NM,New Mexico
2002-08-01,1867833.3333333333,2002,8,Santa Fe,NM,New Mexico
2002-09-01,1869666.6666666667,2002,9,Santa Fe,NM,New Mexico
2002-10-01,1871500.0,2002,10,Santa Fe,NM,New Mexico
2002-11-01,1873333.3333333333,2002,11,Santa Fe,NM,New Mexico
2002-12-01,1875166.6666666667,2002,12,Santa Fe,NM,New Mexico
2003-01-01,1877000.0,2003,1,Santa Fe,NM,New Mexico
2003-02-01,1879166.6666666667,2003,2,Santa Fe,NM,New Mexico
2003-03-01,1881333.3333333333,2003,3,Santa Fe,NM,New Mexico
2003-04-01,1883500.0,2003,4,Santa Fe,NM,New Mexico
2003-05-01,1885666.6666666667,2003,5,Santa Fe,NM,New Mexico
2003-06-01,1887833.3333333333,2003,6,Santa Fe,NM,New Mexico
2003-07-01,1890000.0,2003,7,Santa Fe,NM,New Mexico
2003-08-01,1892166.6666666667,2003,8,Santa Fe,NM,New Mexico
2003-09-01,1894333.3333333333,2003,9,Santa Fe,NM,New Mexico
2003-10-01,1896500.0,2003,10,Santa Fe,NM,New Mexico
2003-11-01,1898666.6666666667,2003,11,Santa Fe,NM,New Mexico
2003-12-01,1900833.3333333333,2003,12,Santa Fe,NM,New Mexico
2004-01-01,1903000.0,2004,1,Santa Fe,NM,New Mexico
2004-02-01,1905416.6666666667,2004,2,Santa Fe,NM,New Mexico
2004-03-01,1907833.3333333333,2004,3,Santa Fe,NM,New Mexico
2004-04-01,1910250.0,2004,4,Santa Fe,NM,New Mexico
2004-05-01,1912666.6666666667,2004,5,Santa Fe,NM,New Mexico
2004-06-01,1915083.3333333333,2004,6,Santa Fe,NM,New Mexico
2004-07-01,1917500.0,2004,7,Santa Fe,NM,New Mexico
2004-08-01,1919916.6666666667,2004,8,Santa Fe,NM,New Mexico
2004-09-01,1922333.3333333333,2004,9,Santa Fe,NM,New Mexico
2004-10-01,1924750.0,2004,10,Santa Fe,NM,New Mexico
2004-11-01,1927166.6666666667,2004,11,Santa Fe,NM,New Mexico
2004-12-01,1929583.3333333333,2004,12,Santa Fe,NM,New Mexico
2005-01-01,1932000.0,2005,1,Santa Fe,NM,New Mexico
2005-02-01,1934500.0,2005,2,Santa Fe,NM,New Mexico
2005-03-01,1937000.0,2005,3,Santa Fe,NM,New Mexico
2005-04-01,1939500.0,2005,4,Santa Fe,NM,New Mexico
2005-05-01,1942000.0,2005,5,Santa Fe,NM,New Mexico
2005-06-01,1944500.0,2005,6,Santa Fe,NM,New Mexico
2005-07-01,1947000.0,2005,7,Santa Fe,NM,New Mexico
2005-08-01,1949500.0,2005,8,Santa Fe,NM,New Mexico
2005-09-01,1952000.0,2005,9,Santa Fe,NM,New Mexico
2005-10-01,1954500.0,2005,10,Santa Fe,NM,New Mexico
2005-11-01,1957000.0,2005,11,Santa Fe,NM,New Mexico
2005-12-01,1959500.0,2005,12,Santa Fe,NM,New Mexico
2006-01-01,1962000.0,2006,1,Santa Fe,NM,New Mexico
2006-02-01,1964333.3333333333,2006,2,Santa Fe,NM,New Mexico
2006-03-01,1966666.6666666667,2006,3,Santa Fe,NM,New Mexico
2006-04-01,1969000.0,2006,4,Santa Fe,NM,New Mexico
2006-05-01,1971333.3333333333,2006,5,Santa Fe,NM,New Mexico
2006-06-01,1973666.6666666667,2006,6,Santa Fe,NM,New Mexico
2006-07-01,1976000.0,2006,7,Santa Fe,NM,New Mexico
2006-08-01,1978333.3333333333,2006,8,Santa Fe,NM,New Mexico
2006-09-01,1980666.6666666667,2006,9,Santa Fe,NM,New Mexico
2006-10-01,1983000.0,2006,10,Santa Fe,NM,New Mexico
2006-11-01,1985333.3333333333,2006,11,Santa Fe,NM,New Mexico
2006-12-01,1987666.6666666667,2006,12,Santa Fe,NM,New Mexico
2007-01-01,1990000.0,2007,1,Santa Fe,NM,New Mexico
2007-02-01,1991666.6666666667,2007,2,Santa Fe,NM,New Mexico
2007-03-01,1993333.3333333333,2007,3,Santa Fe,NM,New Mexico
2007-04-01,1995000.0,2007,4,Santa Fe,NM,New Mexico
2007-05-01,1996666.6666666667,2007,5,Santa Fe,NM,New Mexico
2007-06-01,1998333.3333333333,2007,6,Santa Fe,NM,New Mexico
2007-07-01,2000000.0,2007,7,Santa Fe,NM,New Mexico
2007-08-01,2001666.6666666667,2007,8,Santa Fe,NM,New Mexico
2007-09-01,2003333.3333333333,2007,9,Santa Fe,NM,New Mexico
2007-10-01,2005000.0,2007,10,Santa Fe,NM,New Mexico
2007-11-01,2006666.6666666667,2007,11,Santa Fe,NM,New Mexico
