date,population,year,month,city,abr,state_province
2000-01-01,4452000.0,2000,1,Montgomery,AL,Alabama
2000-02-01,4453250.0,2000,2,Montgomery,AL,Alabama
2000-03-01,4454500.0,2000,3,Montgomery,AL,Alabama
2000-04-01,4455750.0,2000,4,Montgomery,AL,Alabama
2000-05-01,4457000.0,2000,5,Montgomery,AL,Alabama
2000-06-01,4458250.0,2000,6,Montgomery,AL,Alabama
2000-07-01,4459500.0,2000,7,Montgomery,AL,Alabama
2000-08-01,4460750.0,2000,8,Montgomery,AL,Alabama
2000-09-01,4462000.0,2000,9,Montgomery,AL,Alabama
2000-10-01,4463250.0,2000,10,Montgomery,AL,Alabama
2000-11-01,4464500.0,2000,11,Montgomery,AL,Alabama
2000-12-01,4465750.0,2000,12,Montgomery,AL,Alabama
2001-01-01,4467000.0,2001,1,Montgomery,AL,Alabama
2001-02-01,4468083.333333333,2001,2,Montgomery,AL,Alabama
2001-03-01,4469166.666666667,2001,3,Montgomery,AL,Alabama
2001-04-01,4470250.0,2001,4,Montgomery,AL,Alabama
2001-05-01,4471333.333333333,2001,5,Montgomery,AL,Alabama
2001-06-01,4472416.666666667,2001,6,Montgomery,AL,Alabama
2001-07-01,4473500.0,2001,7,Montgomery,AL,Alabama
2001-08-01,4474583.333333333,2001,8,Montgomery,AL,Alabama
2001-09-01,4475666.666666667,2001,9,Montgomery,AL,Alabama
2001-10-01,4476750.0,2001,10,Montgomery,AL,Alabama
2001-11-01,4477833.333333333,2001,11,Montgomery,AL,Alabama
2001-12-01,4478916.666666667,2001,12,Montgomery,AL,Alabama
2002-01-01,4480000.0,2002,1,Montgomery,AL,Alabama
2002-02-01,4481916.666666667,2002,2,Montgomery,AL,Alabama
2002-03-01,4483833.333333333,2002,3,Montgomery,AL,Alabama
2002-04-01,4485750.0,2002,4,Montgomery,AL,Alabama
2002-05-01,4487666.666666667,2002,5,Montgomery,AL,Alabama
2002-06-01,4489583.333333333,2002,6,Montgomery,AL,Alabama
2002-07-01,4491500.0,2002,7,Montgomery,AL,Alabama
2002-08-01,4493416.666666667,2002,8,Montgomery,AL,Alabama
2002-09-01,4495333.333333333,2002,9,Montgomery,AL,Alabama
2002-10-01,4497250.0,2002,10,Montgomery,AL,Alabama
2002-11-01,4499166.666666667,2002,11,Montgomery,AL,Alabama
2002-12-01,4501083.333333333,2002,12,Montgomery,AL,Alabama
2003-01-01,4503000.0,2003,1,Montgomery,AL,Alabama
2003-02-01,4505250.0,2003,2,Montgomery,AL,Alabama
2003-03-01,4507500.0,2003,3,Montgomery,AL,Alabama
2003-04-01,4509750.0,2003,4,Montgomery,AL,Alabama
2003-05-01,4512000.0,2003,5,Montgomery,AL,Alabama
2003-06-01,4514250.0,2003,6,Montgomery,AL,Alabama
2003-07-01,4516500.0,2003,7,Montgomery,AL,Alabama
2003-08-01,4518750.0,2003,8,Montgomery,AL,Alabama
2003-09-01,4521000.0,2003,9,Montgomery,AL,Alabama
2003-10-01,4523250.0,2003,10,Montgomery,AL,Alabama
2003-11-01,4525500.0,2003,11,Montgomery,AL,Alabama
2003-12-01,4527750.0,2003,12,Montgomery,AL,Alabama
2004-01-01,4530000.0,2004,1,Montgomery,AL,Alabama
2004-02-01,4533250.0,2004,2,Montgomery,AL,Alabama
2004-03-01,4536500.0,2004,3,Montgomery,AL,Alabama
2004-04-01,4539750.0,2004,4,Montgomery,AL,Alabama
2004-05-01,4543000.0,2004,5,Montgomery,AL,Alabama
2004-06-01,4546250.0,2004,6,Montgomery,AL,Alabama
2004-07-01,4549500.0,2004,7,Montgomery,AL,Alabama
2004-08-01,4552750.0,2004,8,Montgomery,AL,Alabama
2004-09-01,4556000.0,2004,9,Montgomery,AL,Alabama
2004-10-01,4559250.0,2004,10,Montgomery,AL,Alabama
2004-11-01,4562500.0,2004,11,Montgomery,AL,Alabama
2004-12-01,4565750.0,2004,12,Montgomery,AL,Alabama
2005-01-01,4569000.0,2005,1,Montgomery,AL,Alabama
2005-02-01,4573916.666666667,2005,2,Montgomery,AL,Alabama
2005-03-01,4578833.333333333,2005,3,Montgomery,AL,Alabama
2005-04-01,4583750.0,2005,4,Montgomery,AL,Alabama
2005-05-01,4588666.666666667,2005,5,Montgomery,AL,Alabama
2005-06-01,4593583.333333333,2005,6,Montgomery,AL,Alabama
2005-07-01,4598500.0,2005,7,Montgomery,AL,Alabama
2005-08-01,4603416.666666667,2005,8,Montgomery,AL,Alabama
2005-09-01,4608333.333333333,2005,9,Montgomery,AL,Alabama
2005-10-01,4613250.0,2005,10,Montgomery,AL,Alabama
2005-11-01,4618166.666666667,2005,11,Montgomery,AL,Alabama
2005-12-01,4623083.333333333,2005,12,Montgomery,AL,Alabama
2006-01-01,4628000.0,2006,1,Montgomery,AL,Alabama
2006-02-01,4631666.666666667,2006,2,Montgomery,AL,Alabama
2006-03-01,4635333.333333333,2006,3,Montgomery,AL,Alabama
2006-04-01,4639000.0,2006,4,Montgomery,AL,Alabama
2006-05-01,4642666.666666667,2006,5,Montgomery,AL,Alabama
2006-06-01,4646333.333333333,2006,6,Montgomery,AL,Alabama
2006-07-01,4650000.0,2006,7,Montgomery,AL,Alabama
2006-08-01,4653666.666666667,2006,8,Montgomery,AL,Alabama
2006-09-01,4657333.333333333,2006,9,Montgomery,AL,Alabama
2006-10-01,4661000.0,2006,10,Montgomery,AL,Alabama
2006-11-01,4664666.666666667,2006,11,Montgomery,AL,Alabama
2006-12-01,4668333.333333333,2006,12,Montgomery,AL,Alabama
2007-01-01,4672000.0,2007,1,Montgomery,AL,Alabama
2007-02-01,4675833.333333333,2007,2,Montgomery,AL,Alabama
2007-03-01,4679666.666666667,2007,3,Montgomery,AL,Alabama
2007-04-01,4683500.0,2007,4,Montgomery,AL,Alabama
2007-05-01,4687333.333333333,2007,5,Montgomery,AL,Alabama
2007-06-01,4691166.666666667,2007,6,Montgomery,AL,Alabama
2007-07-01,4695000.0,2007,7,Montgomery,AL,Alabama
2007-08-01,4698833.333333333,2007,8,Montgomery,AL,Alabama
2007-09-01,4702666.666666667,2007,9,Montgomery,AL,Alabama
2007-10-01,4706500.0,2007,10,Montgomery,AL,Alabama
2007-11-01,4710333.333333333,2007,11,Montgomery,AL,Alabama
2007-12-01,4714166.666666667,2007,12,Montgomery,AL,Alabama
2008-01-01,4718000.0,2008,1,Montgomery,AL,Alabama
2008-02-01,4721250.0,2008,2,Montgomery,AL,Alabama
2008-03-01,4724500.0,2008,3,Montgomery,AL,Alabama
2008-04-01,4727750.0,2008,4,Montgomery,AL,Alabama
2008-05-01,4731000.0,2008,5,Montgomery,AL,Alabama
2008-06-01,4734250.0,2008,6,Montgomery,AL,Alabama
2008-07-01,4737500.0,2008,7,Montgomery,AL,Alabama
2008-08-01,4740750.0,2008,8,Montgomery,AL,Alabama
2008-09-01,4744000.0,2008,9,Montgomery,AL,Alabama
2008-10-01,4747250.0,2008,10,Montgomery,AL,Alabama
2008-11-01,4750500.0,2008,11,Montgomery,AL,Alabama
2008-12-01,4753750.0,2008,12,Montgomery,AL,Alabama
2009-01-01,4757000.0,2009,1,Montgomery,AL,Alabama
2009-02-01,4759333.333333333,2009,2,Montgomery,AL,Alabama
2009-03-01,4761666.666666667,2009,3,Montgomery,AL,Alabama
2009-04-01,4764000.0,2009,4,Montgomery,AL,Alabama
2009-05-01,4766333.333333333,2009,5,Montgomery,AL,Alabama
2009-06-01,4768666.666666667,2009,6,Montgomery,AL,Alabama
2009-07-01,4771000.0,2009,7,Montgomery,AL,Alabama
2009-08-01,4773333.333333333,2009,8,Montgomery,AL,Alabama
2009-09-01,4775666.666666667,2009,9,Montgomery,AL,Alabama
2009-10-01,4778000.0,2009,10,Montgomery,AL,Alabama
2009-11-01,4780333.333333333,2009,11,Montgomery,AL,Alabama
2009-12-01,4782666.666666667,2009,12,Montgomery,AL,Alabama
2010-01-01,4785000.0,2010,1,Montgomery,AL,Alabama
2010-02-01,4786166.666666667,2010,2,Montgomery,AL,Alabama
2010-03-01,4787333.333333333,2010,3,Montgomery,AL,Alabama
2010-04-01,4788500.0,2010,4,Montgomery,AL,Alabama
2010-05-01,4789666.666666667,2010,5,Montgomery,AL,Alabama
2010-06-01,4790833.333333333,2010,6,Montgomery,AL,Alabama
2010-07-01,4792000.0,2010,7,Montgomery,AL,Alabama
2010-08-01,4793166.666666667,2010,8,Montgomery,AL,Alabama
2010-09-01,4794333.333333333,2010,9,Montgomery,AL,Alabama
2010-10-01,4795500.0,2010,10,Montgomery,AL,Alabama
2010-11-01,4796666.666666667,2010,11,Montgomery,AL,Alabama
2010-12-01,4797833.333333333,2010,12,Montgomery,AL,Alabama
2011-01-01,4799000.0,2011,1,Montgomery,AL,Alabama
2011-02-01,4800416.666666667,2011,2,Montgomery,AL,Alabama
2011-03-01,4801833.333333333,2011,3,Montgomery,AL,Alabama
2011-04-01,4803250.0,2011,4,Montgomery,AL,Alabama
2011-05-01,4804666.666666667,2011,5,Montgomery,AL,Alabama
2011-06-01,4806083.333333333,2011,6,Montgomery,AL,Alabama
2011-07-01,4807500.0,2011,7,Montgomery,AL,Alabama
2011-08-01,4808916.666666667,2011,8,Montgomery,AL,Alabama
2011-09-01,4810333.333333333,2011,9,Montgomery,AL,Alabama
2011-10-01,4811750.0,2011,10,Montgomery,AL,Alabama
2011-11-01,4813166.666666667,2011,11,Montgomery,AL,Alabama
2011-12-01,4814583.333333333,2011,12,Montgomery,AL,Alabama
2012-01-01,4816000.0,2012,1,Montgomery,AL,Alabama
2012-02-01,4817250.0,2012,2,Montgomery,AL,Alabama
2012-03-01,4818500.0,2012,3,Montgomery,AL,Alabama
2012-04-01,4819750.0,2012,4,Montgomery,AL,Alabama
2012-05-01,4821000.0,2012,5,Montgomery,AL,Alabama
2012-06-01,4822250.0,2012,6,Montgomery,AL,Alabama
2012-07-01,4823500.0,2012,7,Montgomery,AL,Alabama
2012-08-01,4824750.0,2012,8,Montgomery,AL,Alabama
2012-09-01,4826000.0,2012,9,Montgomery,AL,Alabama
2012-10-01,4827250.0,2012,10,Montgomery,AL,Alabama
2012-11-01,4828500.0,2012,11,Montgomery,AL,Alabama
2012-12-01,4829750.0,2012,12,Montgomery,AL,Alabama
2013-01-01,4831000.0,2013,1,Montgomery,AL,Alabama
2013-02-01,4832000.0,2013,2,Montgomery,AL,Alabama
2013-03-01,4833000.0,2013,3,Montgomery,AL,Alabama
2013-04-01,4834000.0,2013,4,Montgomery,AL,Alabama
2013-05-01,4835000.0,2013,5,Montgomery,AL,Alabama
2013-06-01,4836000.0,2013,6,Montgomery,AL,Alabama
2013-07-01,4837000.0,2013,7,Montgomery,AL,Alabama
2013-08-01,4838000.0,2013,8,Montgomery,AL,Alabama
2013-09-01,4839000.0,2013,9,Montgomery,AL,Alabama
2013-10-01,4840000.0,2013,10,Montgomery,AL,Alabama
2013-11-01,4841000.0,2013,11,Montgomery,AL,Alabama
2013-12-01,4842000.0,2013,12,Montgomery,AL,Alabama
2014-01-01,4843000.0,2014,1,Montgomery,AL,Alabama
2014-02-01,4843916.666666667,2014,2,Montgomery,AL,Alabama
2014-03-01,4844833.333333333,2014,3,Montgomery,AL,Alabama
2014-04-01,4845750.0,2014,4,Montgomery,AL,Alabama
2014-05-01,4846666.666666667,2014,5,Montgomery,AL,Alabama
2014-06-01,4847583.333333333,2014,6,Montgomery,AL,Alabama
2014-07-01,4848500.0,2014,7,Montgomery,AL,Alabama
2014-08-01,4849416.666666667,2014,8,Montgomery,AL,Alabama
2014-09-01,4850333.333333333,2014,9,Montgomery,AL,Alabama
2014-10-01,4851250.0,2014,10,Montgomery,AL,Alabama
2014-11-01,4852166.666666667,2014,11,Montgomery,AL,Alabama
2014-12-01,4853083.333333333,2014,12,Montgomery,AL,Alabama
2015-01-01,4854000.0,2015,1,Montgomery,AL,Alabama
2015-02-01,4855000.0,2015,2,Montgomery,AL,Alabama
2015-03-01,4856000.0,2015,3,Montgomery,AL,Alabama
2015-04-01,4857000.0,2015,4,Montgomery,AL,Alabama
2015-05-01,4858000.0,2015,5,Montgomery,AL,Alabama
2015-06-01,4859000.0,2015,6,Montgomery,AL,Alabama
2015-07-01,4860000.0,2015,7,Montgomery,AL,Alabama
2015-08-01,4861000.0,2015,8,Montgomery,AL,Alabama
2015-09-01,4862000.0,2015,9,Montgomery,AL,Alabama
2015-10-01,4863000.0,2015,10,Montgomery,AL,Alabama
2015-11-01,4864000.0,2015,11,Montgomery,AL,Alabama
2015-12-01,4865000.0,2015,12,Montgomery,AL,Alabama
2016-01-01,4866000.0,2016,1,Montgomery,AL,Alabama
2016-02-01,4866916.666666667,2016,2,Montgomery,AL,Alabama
2016-03-01,4867833.333333333,2016,3,Montgomery,AL,Alabama
2016-04-01,4868750.0,2016,4,Montgomery,AL,Alabama
2016-05-01,4869666.666666667,2016,5,Montgomery,AL,Alabama
2016-06-01,4870583.333333333,2016,6,Montgomery,AL,Alabama
2016-07-01,4871500.0,2016,7,Montgomery,AL,Alabama
2016-08-01,4872416.666666667,2016,8,Montgomery,AL,Alabama
2016-09-01,4873333.333333333,2016,9,Montgomery,AL,Alabama
2016-10-01,4874250.0,2016,10,Montgomery,AL,Alabama
2016-11-01,4875166.666666667,2016,11,Montgomery,AL,Alabama
2016-12-01,4876083.333333333,2016,12,Montgomery,AL,Alabama
2017-01-01,4877000.0,2017,1,Montgomery,AL,Alabama
2017-02-01,4878166.666666667,2017,2,Montgomery,AL,Alabama
2017-03-01,4879333.333333333,2017,3,Montgomery,AL,Alabama
2017-04-01,4880500.0,2017,4,Montgomery,AL,Alabama
2017-05-01,4881666.666666667,2017,5,Montgomery,AL,Alabama
2017-06-01,4882833.333333333,2017,6,Montgomery,AL,Alabama
2017-07-01,4884000.0,2017,7,Montgomery,AL,Alabama
2017-08-01,4885166.666666667,2017,8,Montgomery,AL,Alabama
2017-09-01,4886333.333333333,2017,9,Montgomery,AL,Alabama
2017-10-01,4887500.0,2017,10,Montgomery,AL,Alabama
2017-11-01,4888666.666666667,2017,11,Montgomery,AL,Alabama
2017-12-01,4889833.333333333,2017,12,Montgomery,AL,Alabama
2018-01-01,4891000.0,2018,1,Montgomery,AL,Alabama
2018-02-01,4892333.333333333,2018,2,Montgomery,AL,Alabama
2018-03-01,4893666.666666667,2018,3,Montgomery,AL,Alabama
2018-04-01,4895000.0,2018,4,Montgomery,AL,Alabama
2018-05-01,4896333.333333333,2018,5,Montgomery,AL,Alabama
2018-06-01,4897666.666666667,2018,6,Montgomery,AL,Alabama
2018-07-01,4899000.0,2018,7,Montgomery,AL,Alabama
2018-08-01,4900333.333333333,2018,8,Montgomery,AL,Alabama
2018-09-01,4901666.666666667,2018,9,Montgomery,AL,Alabama
2018-10-01,4903000.0,2018,10,Montgomery,AL,Alabama
2018-11-01,4904333.333333333,2018,11,Montgomery,AL,Alabama
2018-12-01,4905666.666666667,2018,12,Montgomery,AL,Alabama
2019-01-01,4907000.0,2019,1,Montgomery,AL,Alabama
2019-02-01,4917333.333333333,2019,2,Montgomery,AL,Alabama
2019-03-01,4927666.666666667,2019,3,Montgomery,AL,Alabama
2019-04-01,4938000.0,2019,4,Montgomery,AL,Alabama
2019-05-01,4948333.333333333,2019,5,Montgomery,AL,Alabama
2019-06-01,4958666.666666667,2019,6,Montgomery,AL,Alabama
2019-07-01,4969000.0,2019,7,Montgomery,AL,Alabama
2019-08-01,4979333.333333333,2019,8,Montgomery,AL,Alabama
2019-09-01,4989666.666666667,2019,9,Montgomery,AL,Alabama
2019-10-01,5000000.0,2019,10,Montgomery,AL,Alabama
2019-11-01,5010333.333333333,2019,11,Montgomery,AL,Alabama
2019-12-01,5020666.666666667,2019,12,Montgomery,AL,Alabama
2020-01-01,5031000.0,2020,1,Montgomery,AL,Alabama
2020-02-01,5032583.333333333,2020,2,Montgomery,AL,Alabama
2020-03-01,5034166.666666667,2020,3,Montgomery,AL,Alabama
2020-04-01,5035750.0,2020,4,Montgomery,AL,Alabama
2020-05-01,5037333.333333333,2020,5,Montgomery,AL,Alabama
2020-06-01,5038916.666666667,2020,6,Montgomery,AL,Alabama
2020-07-01,5040500.0,2020,7,Montgomery,AL,Alabama
2020-08-01,5042083.333333333,2020,8,Montgomery,AL,Alabama
2020-09-01,5043666.666666667,2020,9,Montgomery,AL,Alabama
2020-10-01,5045250.0,2020,10,Montgomery,AL,Alabama
2020-11-01,5046833.333333333,2020,11,Montgomery,AL,Alabama
2020-12-01,5048416.666666667,2020,12,Montgomery,AL,Alabama
2021-01-01,5050000.0,2021,1,Montgomery,AL,Alabama
2021-02-01,5051916.666666667,2021,2,Montgomery,AL,Alabama
2021-03-01,5053833.333333333,2021,3,Montgomery,AL,Alabama
2021-04-01,5055750.0,2021,4,Montgomery,AL,Alabama
2021-05-01,5057666.666666667,2021,5,Montgomery,AL,Alabama
2021-06-01,5059583.333333333,2021,6,Montgomery,AL,Alabama
2021-07-01,5061500.0,2021,7,Montgomery,AL,Alabama
2021-08-01,5063416.666666667,2021,8,Montgomery,AL,Alabama
2021-09-01,5065333.333333333,2021,9,Montgomery,AL,Alabama
2021-10-01,5067250.0,2021,10,Montgomery,AL,Alabama
2021-11-01,5069166.666666667,2021,11,Montgomery,AL,Alabama
2021-12-01,5071083.333333333,2021,12,Montgomery,AL,Alabama
2022-01-01,5073000.0,2022,1,Montgomery,AL,Alabama
2022-02-01,5075916.666666667,2022,2,Montgomery,AL,Alabama
2022-03-01,5078833.333333333,2022,3,Montgomery,AL,Alabama
2022-04-01,5081750.0,2022,4,Montgomery,AL,Alabama
2022-05-01,5084666.666666667,2022,5,Montgomery,AL,Alabama
2022-06-01,5087583.333333333,2022,6,Montgomery,AL,Alabama
2022-07-01,5090500.0,2022,7,Montgomery,AL,Alabama
2022-08-01,5093416.666666667,2022,8,Montgomery,AL,Alabama
2022-09-01,5096333.333333333,2022,9,Montgomery,AL,Alabama
2022-10-01,5099250.0,2022,10,Montgomery,AL,Alabama
2022-11-01,5102166.666666667,2022,11,Montgomery,AL,Alabama
2022-12-01,5105083.333333333,2022,12,Montgomery,AL,Alabama
2023-01-01,5108000.0,2023,1,Montgomery,AL,Alabama
2000-01-01,627000.0,2000,1,Juneau,AK,Alaska
2000-02-01,627500.0,2000,2,Juneau,AK,Alaska
2000-03-01,628000.0,2000,3,Juneau,AK,Alaska
2000-04-01,628500.0,2000,4,Juneau,AK,Alaska
2000-05-01,629000.0,2000,5,Juneau,AK,Alaska
2000-06-01,629500.0,2000,6,Juneau,AK,Alaska
2000-07-01,630000.0,2000,7,Juneau,AK,Alaska
2000-08-01,630500.0,2000,8,Juneau,AK,Alaska
2000-09-01,631000.0,2000,9,Juneau,AK,Alaska
2000-10-01,631500.0,2000,10,Juneau,AK,Alaska
2000-11-01,632000.0,2000,11,Juneau,AK,Alaska
2000-12-01,632500.0,2000,12,Juneau,AK,Alaska
2001-01-01,633000.0,2001,1,Juneau,AK,Alaska
2001-02-01,633750.0,2001,2,Juneau,AK,Alaska
2001-03-01,634500.0,2001,3,Juneau,AK,Alaska
2001-04-01,635250.0,2001,4,Juneau,AK,Alaska
2001-05-01,636000.0,2001,5,Juneau,AK,Alaska
2001-06-01,636750.0,2001,6,Juneau,AK,Alaska
2001-07-01,637500.0,2001,7,Juneau,AK,Alaska
2001-08-01,638250.0,2001,8,Juneau,AK,Alaska
2001-09-01,639000.0,2001,9,Juneau,AK,Alaska
2001-10-01,639750.0,2001,10,Juneau,AK,Alaska
2001-11-01,640500.0,2001,11,Juneau,AK,Alaska
2001-12-01,641250.0,2001,12,Juneau,AK,Alaska
2002-01-01,642000.0,2002,1,Juneau,AK,Alaska
2002-02-01,642500.0,2002,2,Juneau,AK,Alaska
2002-03-01,643000.0,2002,3,Juneau,AK,Alaska
2002-04-01,643500.0,2002,4,Juneau,AK,Alaska
2002-05-01,644000.0,2002,5,Juneau,AK,Alaska
2002-06-01,644500.0,2002,6,Juneau,AK,Alaska
2002-07-01,645000.0,2002,7,Juneau,AK,Alaska
2002-08-01,645500.0,2002,8,Juneau,AK,Alaska
2002-09-01,646000.0,2002,9,Juneau,AK,Alaska
2002-10-01,646500.0,2002,10,Juneau,AK,Alaska
2002-11-01,647000.0,2002,11,Juneau,AK,Alaska
2002-12-01,647500.0,2002,12,Juneau,AK,Alaska
2003-01-01,648000.0,2003,1,Juneau,AK,Alaska
2003-02-01,648916.6666666666,2003,2,Juneau,AK,Alaska
2003-03-01,649833.3333333334,2003,3,Juneau,AK,Alaska
2003-04-01,650750.0,2003,4,Juneau,AK,Alaska
2003-05-01,651666.6666666666,2003,5,Juneau,AK,Alaska
2003-06-01,652583.3333333334,2003,6,Juneau,AK,Alaska
2003-07-01,653500.0,2003,7,Juneau,AK,Alaska
2003-08-01,654416.6666666666,2003,8,Juneau,AK,Alaska
2003-09-01,655333.3333333334,2003,9,Juneau,AK,Alaska
2003-10-01,656250.0,2003,10,Juneau,AK,Alaska
2003-11-01,657166.6666666666,2003,11,Juneau,AK,Alaska
2003-12-01,658083.3333333334,2003,12,Juneau,AK,Alaska
2004-01-01,659000.0,2004,1,Juneau,AK,Alaska
2004-02-01,659583.3333333334,2004,2,Juneau,AK,Alaska
2004-03-01,660166.6666666666,2004,3,Juneau,AK,Alaska
2004-04-01,660750.0,2004,4,Juneau,AK,Alaska
2004-05-01,661333.3333333334,2004,5,Juneau,AK,Alaska
2004-06-01,661916.6666666666,2004,6,Juneau,AK,Alaska
2004-07-01,662500.0,2004,7,Juneau,AK,Alaska
2004-08-01,663083.3333333334,2004,8,Juneau,AK,Alaska
2004-09-01,663666.6666666666,2004,9,Juneau,AK,Alaska
2004-10-01,664250.0,2004,10,Juneau,AK,Alaska
2004-11-01,664833.3333333334,2004,11,Juneau,AK,Alaska
2004-12-01,665416.6666666666,2004,12,Juneau,AK,Alaska
2005-01-01,666000.0,2005,1,Juneau,AK,Alaska
2005-02-01,666750.0,2005,2,Juneau,AK,Alaska
2005-03-01,667500.0,2005,3,Juneau,AK,Alaska
2005-04-01,668250.0,2005,4,Juneau,AK,Alaska
2005-05-01,669000.0,2005,5,Juneau,AK,Alaska
2005-06-01,669750.0,2005,6,Juneau,AK,Alaska
2005-07-01,670500.0,2005,7,Juneau,AK,Alaska
2005-08-01,671250.0,2005,8,Juneau,AK,Alaska
2005-09-01,672000.0,2005,9,Juneau,AK,Alaska
2005-10-01,672750.0,2005,10,Juneau,AK,Alaska
2005-11-01,673500.0,2005,11,Juneau,AK,Alaska
2005-12-01,674250.0,2005,12,Juneau,AK,Alaska
2006-01-01,675000.0,2006,1,Juneau,AK,Alaska
2006-02-01,675416.6666666666,2006,2,Juneau,AK,Alaska
2006-03-01,675833.3333333334,2006,3,Juneau,AK,Alaska
2006-04-01,676250.0,2006,4,Juneau,AK,Alaska
2006-05-01,676666.6666666666,2006,5,Juneau,AK,Alaska
2006-06-01,677083.3333333334,2006,6,Juneau,AK,Alaska
2006-07-01,677500.0,2006,7,Juneau,AK,Alaska
2006-08-01,677916.6666666666,2006,8,Juneau,AK,Alaska
2006-09-01,678333.3333333334,2006,9,Juneau,AK,Alaska
2006-10-01,678750.0,2006,10,Juneau,AK,Alaska
2006-11-01,679166.6666666666,2006,11,Juneau,AK,Alaska
2006-12-01,679583.3333333334,2006,12,Juneau,AK,Alaska
2007-01-01,680000.0,2007,1,Juneau,AK,Alaska
2007-02-01,680583.3333333334,2007,2,Juneau,AK,Alaska
2007-03-01,681166.6666666666,2007,3,Juneau,AK,Alaska
2007-04-01,681750.0,2007,4,Juneau,AK,Alaska
2007-05-01,682333.3333333334,2007,5,Juneau,AK,Alaska
2007-06-01,682916.6666666666,2007,6,Juneau,AK,Alaska
2007-07-01,683500.0,2007,7,Juneau,AK,Alaska
2007-08-01,684083.3333333334,2007,8,Juneau,AK,Alaska
2007-09-01,684666.6666666666,2007,9,Juneau,AK,Alaska
2007-10-01,685250.0,2007,10,Juneau,AK,Alaska
2007-11-01,685833.3333333334,2007,11,Juneau,AK,Alaska
2007-12-01,686416.6666666666,2007,12,Juneau,AK,Alaska
2008-01-01,687000.0,2008,1,Juneau,AK,Alaska
2008-02-01,687916.6666666666,2008,2,Juneau,AK,Alaska
2008-03-01,688833.3333333334,2008,3,Juneau,AK,Alaska
2008-04-01,689750.0,2008,4,Juneau,AK,Alaska
2008-05-01,690666.6666666666,2008,5,Juneau,AK,Alaska
2008-06-01,691583.3333333334,2008,6,Juneau,AK,Alaska
2008-07-01,692500.0,2008,7,Juneau,AK,Alaska
2008-08-01,693416.6666666666,2008,8,Juneau,AK,Alaska
2008-09-01,694333.3333333334,2008,9,Juneau,AK,Alaska
2008-10-01,695250.0,2008,10,Juneau,AK,Alaska
2008-11-01,696166.6666666666,2008,11,Juneau,AK,Alaska
2008-12-01,697083.3333333334,2008,12,Juneau,AK,Alaska
2009-01-01,698000.0,2009,1,Juneau,AK,Alaska
2009-02-01,699250.0,2009,2,Juneau,AK,Alaska
2009-03-01,700500.0,2009,3,Juneau,AK,Alaska
2009-04-01,701750.0,2009,4,Juneau,AK,Alaska
2009-05-01,703000.0,2009,5,Juneau,AK,Alaska
2009-06-01,704250.0,2009,6,Juneau,AK,Alaska
2009-07-01,705500.0,2009,7,Juneau,AK,Alaska
2009-08-01,706750.0,2009,8,Juneau,AK,Alaska
2009-09-01,708000.0,2009,9,Juneau,AK,Alaska
2009-10-01,709250.0,2009,10,Juneau,AK,Alaska
2009-11-01,710500.0,2009,11,Juneau,AK,Alaska
2009-12-01,711750.0,2009,12,Juneau,AK,Alaska
2010-01-01,713000.0,2010,1,Juneau,AK,Alaska
2010-02-01,713750.0,2010,2,Juneau,AK,Alaska
2010-03-01,714500.0,2010,3,Juneau,AK,Alaska
2010-04-01,715250.0,2010,4,Juneau,AK,Alaska
2010-05-01,716000.0,2010,5,Juneau,AK,Alaska
2010-06-01,716750.0,2010,6,Juneau,AK,Alaska
2010-07-01,717500.0,2010,7,Juneau,AK,Alaska
2010-08-01,718250.0,2010,8,Juneau,AK,Alaska
2010-09-01,719000.0,2010,9,Juneau,AK,Alaska
2010-10-01,719750.0,2010,10,Juneau,AK,Alaska
2010-11-01,720500.0,2010,11,Juneau,AK,Alaska
2010-12-01,721250.0,2010,12,Juneau,AK,Alaska
2011-01-01,722000.0,2011,1,Juneau,AK,Alaska
2011-02-01,722666.6666666666,2011,2,Juneau,AK,Alaska
2011-03-01,723333.3333333334,2011,3,Juneau,AK,Alaska
2011-04-01,724000.0,2011,4,Juneau,AK,Alaska
2011-05-01,724666.6666666666,2011,5,Juneau,AK,Alaska
2011-06-01,725333.3333333334,2011,6,Juneau,AK,Alaska
2011-07-01,726000.0,2011,7,Juneau,AK,Alaska
2011-08-01,726666.6666666666,2011,8,Juneau,AK,Alaska
2011-09-01,727333.3333333334,2011,9,Juneau,AK,Alaska
2011-10-01,728000.0,2011,10,Juneau,AK,Alaska
2011-11-01,728666.6666666666,2011,11,Juneau,AK,Alaska
2011-12-01,729333.3333333334,2011,12,Juneau,AK,Alaska
2012-01-01,730000.0,2012,1,Juneau,AK,Alaska
2012-02-01,730583.3333333334,2012,2,Juneau,AK,Alaska
2012-03-01,731166.6666666666,2012,3,Juneau,AK,Alaska
2012-04-01,731750.0,2012,4,Juneau,AK,Alaska
2012-05-01,732333.3333333334,2012,5,Juneau,AK,Alaska
2012-06-01,732916.6666666666,2012,6,Juneau,AK,Alaska
2012-07-01,733500.0,2012,7,Juneau,AK,Alaska
2012-08-01,734083.3333333334,2012,8,Juneau,AK,Alaska
2012-09-01,734666.6666666666,2012,9,Juneau,AK,Alaska
2012-10-01,735250.0,2012,10,Juneau,AK,Alaska
2012-11-01,735833.3333333334,2012,11,Juneau,AK,Alaska
2012-12-01,736416.6666666666,2012,12,Juneau,AK,Alaska
