state,year,megatonnes CO2
AZ,2011,34.96520995028636
AZ,2012,34.2331293076927
AZ,2013,34.55581702228993
AZ,2014,34.84818676154567
AZ,2015,35.37382690203047
AZ,2016,36.1808855016906
AZ,2017,36.48635908893946
AZ,2018,37.27088298705053
AZ,2019,38.3203732699799
AZ,2020,34.05943750313426
AZ,2021,38.15066035346536
AZ,2022,38.2467716543187
AR,1990,16.10787538491377
AR,1991,16.2434801554014
AR,1992,16.157545455909
AR,1993,16.86556271888363
AR,1994,18.01175885636307
AR,1995,18.38809250552047
AR,1996,18.76342127758853
AR,1997,19.3337649293657
AR,1998,19.55073780685777
AR,1999,20.77259839539317
AR,2000,21.01842828449613
AR,2001,19.77184004918466
AR,2002,20.3847992917932
AR,2003,20.53027948777923
AR,2004,20.65657706441816
AR,2005,20.57695988073843
AR,2006,20.5954036650054
AR,2007,20.89901011715
AR,2008,20.09353695901786
AR,2009,19.86699177675447
AR,2010,19.75129154352053
AR,2011,19.46881385913493
AR,2012,18.81578685037957
AR,2013,18.53221939098237
AR,2014,18.76259837704853
AR,2015,18.55805233857593
AR,2016,18.92185692231083
AR,2017,19.09910832958296
AR,2018,19.2647024173307
AR,2019,19.46890069807026
AR,2020,18.31091087207506
AR,2021,19.27420478524163
AR,2022,19.08780241674937
CA,1990,202.4790057470037
CA,1991,192.109564155025
CA,1992,191.7281775755892
CA,1993,187.6621014253916
CA,1994,195.9533943932851
CA,1995,200.1880355173853
CA,1996,204.3774137300174
CA,1997,199.1925465645834
CA,1998,200.0253427565774
CA,1999,204.2652046766555
CA,2000,216.4097714968776
CA,2001,211.4933752582504
CA,2002,223.4282267609869
CA,2003,215.5464118249772
CA,2004,223.8217765640985
CA,2005,228.8444233971786
CA,2006,233.4991018867055
CA,2007,235.6967389799598
CA,2008,218.9100938135452
CA,2009,213.3922211610292
CA,2010,200.7571028346682
CA,2011,192.7975161271478
CA,2012,188.9374250384408
CA,2013,187.8293645702148
CA,2014,188.7463442874974
CA,2015,193.5292296401321
CA,2016,200.6134389604521
CA,2017,206.3712616963782
CA,2018,207.6405468692716
CA,2019,207.6548399672685
CA,2020,159.1302554620966
CA,2021,179.8214886935258
CA,2022,183.9261076009907
CO,1990,19.1274982319333
CO,1991,19.33074050136533
CO,1992,19.6181220149541
CO,1993,21.34659162976157
CO,1994,21.60337445097333
CO,1995,22.3137938872244
CO,1996,22.8349493292767
CO,1997,22.66445655885363
CO,1998,23.78908795174377
CO,1999,25.32308463381364
CO,2000,25.7676681724792
CO,2001,26.9825249538768
CO,2002,26.8066951709953
CO,2003,26.63292878715626
CO,2004,29.24651615833787
CO,2005,29.75935187867841
CO,2006,30.5852887231881
CO,2007,31.16031462557017
CO,2008,29.58347245228284
CO,2009,28.74355683537947
CO,2010,29.12950445184524
CO,2011,28.33809474791716
CO,2012,28.0656607428802
CO,2013,27.9324339322468
CO,2014,28.7830945209731
CO,2015,28.3502333508328
CO,2016,28.86360550656477
CO,2017,29.21262867125496
CO,2018,30.22769024020423
CO,2019,30.9237029077251
CO,2020,25.30839278282187
CO,2021,29.31502195656026
CO,2022,34.13571545451686
CT,1990,14.64925827812883
CT,1991,14.55150556568133
CT,1992,14.66679442444773
CT,1993,14.66042342285693
CT,1994,14.57675588218997
CT,1995,14.3234773541497
CT,1996,15.1395785819344
CT,1997,15.18033151625247
CT,1998,15.40876604472627
CT,1999,16.65107612512777
CT,2000,16.2574550087708
CT,2001,16.90158016944246
CT,2002,16.81465348740834
CT,2003,17.57830519554267
CT,2004,19.28093954055903
CT,2005,18.29885939238463
CT,2006,17.53431046839963
CT,2007,17.42844860623643
CT,2008,16.39936634989327
CT,2009,15.99069311293997
CT,2010,15.89418269365336
CT,2011,15.6026181118555
CT,2012,15.20999402582037
CT,2013,14.8599570276729
CT,2014,14.88015796381584
CT,2015,14.95186911141953
CT,2016,15.07166976717857
CT,2017,15.2878477775023
CT,2018,15.67034100192807
CT,2019,15.3711249114852
CT,2020,12.95850346254273
CT,2021,14.1663087159858
CT,2022,14.8934322415494
DE,1990,4.511248961759833
DE,1991,5.052620449411333
DE,1992,4.6767088968952
DE,1993,4.868474641637933
DE,1994,4.526867169312034
DE,1995,4.296431783479366
DE,1996,4.767864984500567
DE,1997,4.6563235035262
DE,1998,4.693581886833033
DE,1999,4.869778551544867
DE,2000,5.093775556013466
DE,2001,4.690678757285033
DE,2002,4.921809236642466
DE,2003,4.880104272032366
DE,2004,4.948158919672466
DE,2005,5.135694510900067
DE,2006,5.163106635138466
DE,2007,5.1647082262424
DE,2008,4.901597072524901
DE,2009,4.725350892928232
DE,2010,5.4716560652655
DE,2011,4.984004845352133
DE,2012,4.892190313621233
DE,2013,4.567508046425133
DE,2014,4.612898253540867
DE,2015,4.835456021316434
DE,2016,5.0447922371737
DE,2017,5.327746966066432
DE,2018,5.604991463047166
DE,2019,5.806023097151567
DE,2020,4.8867741759573
DE,2021,5.3620284229699
DE,2022,5.180712968917934
FL,1990,81.30205783064457
FL,1991,77.0507637682893
FL,1992,79.78668050260525
FL,1993,78.57275529975263
FL,1994,84.0810156054275
FL,1995,86.32386724573406
FL,1996,87.24993895800968
FL,1997,90.44316666543436
FL,1998,91.87199252066037
FL,1999,94.5892931124262
FL,2000,100.9344305569934
FL,2001,99.01543960332346
FL,2002,101.2836728988473
FL,2003,100.8900203501241
FL,2004,111.0811451946232
FL,2005,113.5241310787349
FL,2006,116.2339015017873
FL,2007,114.4908460203625
FL,2008,103.6214088322061
FL,2009,97.25429697857426
FL,2010,106.8997958568371
FL,2011,105.0817602601517
FL,2012,103.0393320234282
FL,2013,104.2496944768151
FL,2014,105.7430506279708
FL,2015,109.5007101185847
FL,2016,111.6774569922407
FL,2017,114.3503676551881
FL,2018,120.2649117634686
FL,2019,118.3565550497293
FL,2020,95.57033998937297
FL,2021,113.8423396305147
FL,2022,118.3276273890249
GA,1990,48.5953037783147
GA,1991,47.39320806734287
GA,1992,47.83753982883626
GA,1993,52.9415117172315
GA,1994,53.60936081497003
GA,1995,56.22270355143603
GA,1996,59.6007459274667
GA,1997,57.27995112863906
GA,1998,59.28320184752314
GA,1999,61.26072983279627
GA,2000,61.78892010344056
GA,2001,61.37526520471535
GA,2002,61.49494595628926
GA,2003,64.0651859948793
GA,2004,66.4282239717591
GA,2005,69.02479560476024
GA,2006,68.11574674056973
GA,2007,66.31733862741827
GA,2008,59.96104334941197
GA,2009,64.02080950944837
GA,2010,68.14381426692435
GA,2011,66.65116917774625
GA,2012,62.32447305681409
GA,2013,63.5910599088094
GA,2014,61.44872451025623
GA,2015,64.55032142997753
GA,2016,61.72610226493261
GA,2017,65.36329665088812
GA,2018,63.62112539998783
GA,2019,63.29969574077416
GA,2020,55.52003010715663
GA,2021,58.1585941932248
GA,2022,59.36239189837073
HI,1990,11.10138120552633
HI,1991,10.87871441193496
HI,1992,10.38785201636417
HI,1993,9.3478053325668
HI,1994,10.04043356296053
HI,1995,9.893221657565768
HI,1996,8.732127832789534
HI,1997,8.409543955222299
HI,1998,8.215935538384933
HI,1999,8.8539906878555
HI,2000,9.042855328063332
HI,2001,9.529226686936733
HI,2002,10.10713976015187
HI,2003,11.81702168003757
HI,2004,12.4534762152559
HI,2005,12.8326944309586
HI,2006,13.01576768290407
HI,2007,14.0175197047842
HI,2008,9.590418162330135
HI,2009,9.315334555844167
HI,2010,11.098767788559
HI,2011,11.36727608403347
HI,2012,11.39690496213977
HI,2013,11.61187329775147
HI,2014,11.10205076922003
HI,2015,11.3256195618489
HI,2016,11.41878378001203
HI,2017,11.97801943207797
HI,2018,12.15214025964473
HI,2019,12.2528041965021
HI,2020,7.597918293012667
HI,2021,9.978902216639769
HI,2022,10.9310193661108
ID,1990,6.3601166806419
ID,1991,6.224200463365499
ID,1992,6.339911201678999
ID,1993,7.137464365735734
ID,1994,7.270334582180634
ID,1995,7.767757219529634
ID,1996,7.9170253255676
ID,1997,8.125899145739465
ID,1998,8.278618987023368
ID,1999,8.7357298823377
ID,2000,8.843600424308466
ID,2001,8.593447448720934
ID,2002,8.740205321785666
ID,2003,8.401974018385198
ID,2004,8.695187070593098
ID,2005,8.667773101234866
ID,2006,9.262259661115632
ID,2007,9.5206890543589
ID,2008,8.6070142117256
ID,2009,8.481469064972933
ID,2010,9.485697914556965
ID,2011,9.015455521099499
ID,2012,9.0493631492561
ID,2013,9.259844376784832
ID,2014,9.472384054988067
ID,2015,10.35425605166517
ID,2016,10.63605624830504
ID,2017,10.79127704404163
ID,2018,11.00662033185293
ID,2019,11.36081870046603
ID,2020,10.60395219698797
ID,2021,11.44507346186086
ID,2022,11.54066555733483
IL,1990,54.91909383148759
IL,1991,52.76765449449963
IL,1992,53.72579816528503
IL,1993,55.63883922585597
IL,1994,53.70005043221646
IL,1995,55.26413551572431
IL,1996,57.3496655281935
IL,1997,57.6873555107201
IL,1998,58.8246352519518
IL,1999,64.98210578874153
IL,2000,67.1836798084463
IL,2001,64.60594423201856
IL,2002,62.45648841832656
IL,2003,66.00405118309163
IL,2004,69.2303121476923
IL,2005,76.63559163266821
IL,2006,72.99227097170431
IL,2007,72.82449929938626
IL,2008,68.43081540199813
IL,2009,66.85185162318007
IL,2010,66.68780931973086
IL,2011,65.96364869563442
IL,2012,63.56114822449479
IL,2013,64.3904769020458
IL,2014,66.14467908043783
IL,2015,68.82845874730467
IL,2016,68.50915576148233
IL,2017,68.9584121728997
IL,2018,69.15345095681953
IL,2019,67.15887335826166
IL,2020,53.9274485943963
IL,2021,59.6744565088617
IL,2022,59.7680963552805
IN,1990,41.11413460963563
IN,1991,40.15705987697177
IN,1992,39.56978982949849
IN,1993,41.0268375523743
IN,1994,42.57135077249523
IN,1995,43.74720504205297
IN,1996,43.0312006637645
IN,1997,43.0915576626227
IN,1998,43.4753077649088
IN,1999,44.3536342190194
IN,2000,46.73671268666143
IN,2001,42.49190682753683
IN,2002,45.83620671161987
IN,2003,47.84261811216873
IN,2004,45.17954632232433
IN,2005,45.2757135434527
IN,2006,46.28942085043429
IN,2007,45.00120032884887
IN,2008,41.48127496381697
IN,2009,39.88802789622639
IN,2010,40.35573834969527
IN,2011,39.62771426333573
IN,2012,38.73565184591556
IN,2013,40.27145451180683
IN,2014,41.1808731851385
IN,2015,41.35195406170143
IN,2016,40.96385611349277
IN,2017,39.2893502522125
IN,2018,38.71210518061773
IN,2019,38.62858457630993
IN,2020,35.40658437997633
IN,2021,39.2184634174641
IN,2022,38.39728047051599
IA,1990,16.43665454623427
IA,1991,15.9136031553015
IA,1992,15.7865856439027
IA,1993,16.0451349205444
IA,1994,16.9995608647282
IA,1995,17.68263228938287
IA,1996,18.95826577620727
IA,1997,18.4717100473906
IA,1998,19.1022592368322
IA,1999,18.94884181059577
IA,2000,18.7805730057121
IA,2001,18.58173480450063
IA,2002,19.1760698093745
IA,2003,19.56291408254003
IA,2004,20.5089638956004
IA,2005,21.13874816882693
IA,2006,21.69954585515237
IA,2007,22.02367313083777
IA,2008,21.09012749787167
IA,2009,20.60756282670873
