DATE,PCRGMP36500
2001-01-01,36648
2002-01-01,36969
2003-01-01,37171
2004-01-01,38239
2005-01-01,38709
2006-01-01,38148
2007-01-01,38861
2008-01-01,38526
2009-01-01,37730
2010-01-01,37308
2011-01-01,36080
2012-01-01,35574
2013-01-01,35581
2014-01-01,35371
2015-01-01,36135
2016-01-01,37005
2017-01-01,37966
