DATE,PCRGMP39580
2001-01-01,54409
2002-01-01,50641
2003-01-01,50421
2004-01-01,51991
2005-01-01,52709
2006-01-01,53246
2007-01-01,54554
2008-01-01,52466
2009-01-01,50321
2010-01-01,50273
2011-01-01,50253
2012-01-01,50409
2013-01-01,49906
2014-01-01,51154
2015-01-01,53535
2016-01-01,54171
2017-01-01,54398
