DATE,PCRGMP20100
2001-01-01,39434
2002-01-01,40836
2003-01-01,41290
2004-01-01,42829
2005-01-01,41911
2006-01-01,41317
2007-01-01,39701
2008-01-01,36825
2009-01-01,39773
2010-01-01,35747
2011-01-01,35515
2012-01-01,34370
2013-01-01,34460
2014-01-01,35003
2015-01-01,35319
2016-01-01,35563
2017-01-01,35425
