DATE,PCRGMP12420
2001-01-01,47159
2002-01-01,46373
2003-01-01,47292
2004-01-01,48659
2005-01-01,50503
2006-01-01,52823
2007-01-01,52468
2008-01-01,51475
2009-01-01,48936
2010-01-01,50612
2011-01-01,52461
2012-01-01,53959
2013-01-01,55694
2014-01-01,56922
2015-01-01,59840
2016-01-01,61308
2017-01-01,63839
