DATE,PCRGMP36420
2001-01-01,42259
2002-01-01,42778
2003-01-01,44617
2004-01-01,43929
2005-01-01,44197
2006-01-01,44688
2007-01-01,44531
2008-01-01,44573
2009-01-01,44856
2010-01-01,44491
2011-01-01,44874
2012-01-01,45594
2013-01-01,46835
2014-01-01,46698
2015-01-01,49929
2016-01-01,48236
2017-01-01,48935
