DATE,PCRGMP16620
2001-01-01,51069
2002-01-01,51833
2003-01-01,51323
2004-01-01,52287
2005-01-01,53345
2006-01-01,54480
2007-01-01,54969
2008-01-01,56269
2009-01-01,57461
2010-01-01,58333
2011-01-01,58189
2012-01-01,56197
2013-01-01,53914
2014-01-01,50646
2015-01-01,52269
2016-01-01,50750
2017-01-01,51974
