DATE,PCRGMP12940
2001-01-01,44960
2002-01-01,47795
2003-01-01,51488
2004-01-01,54789
2005-01-01,60842
2006-01-01,54918
2007-01-01,52389
2008-01-01,52545
2009-01-01,51480
2010-01-01,54166
2011-01-01,54439
2012-01-01,54593
2013-01-01,50684
2014-01-01,52128
2015-01-01,52520
2016-01-01,54123
2017-01-01,53965
