DATE,PCRGMP16180
2001-01-01,51421
2002-01-01,52066
2003-01-01,52905
2004-01-01,53490
2005-01-01,54666
2006-01-01,55393
2007-01-01,58647
2008-01-01,55801
2009-01-01,56594
2010-01-01,58854
2011-01-01,53795
2012-01-01,59659
2013-01-01,55712
2014-01-01,55530
2015-01-01,49809
2016-01-01,52523
2017-01-01,55158
