DATE,PCRGMP27620
2001-01-01,38807
2002-01-01,37649
2003-01-01,39398
2004-01-01,41318
2005-01-01,41088
2006-01-01,41602
2007-01-01,41034
2008-01-01,41490
2009-01-01,40086
2010-01-01,40940
2011-01-01,39951
2012-01-01,39756
2013-01-01,41743
2014-01-01,41810
2015-01-01,42200
2016-01-01,41411
2017-01-01,41982
