DATE,PCRGMP18140
2001-01-01,50083
2002-01-01,50741
2003-01-01,51448
2004-01-01,52974
2005-01-01,53361
2006-01-01,53103
2007-01-01,52681
2008-01-01,51407
2009-01-01,48678
2010-01-01,49444
2011-01-01,51411
2012-01-01,53497
2013-01-01,53688
2014-01-01,54212
2015-01-01,55547
2016-01-01,56113
2017-01-01,56405
