DATE,PCRGMP25420
2001-01-01,51662
2002-01-01,52180
2003-01-01,53174
2004-01-01,54469
2005-01-01,54756
2006-01-01,55545
2007-01-01,54603
2008-01-01,53284
2009-01-01,52481
2010-01-01,52829
2011-01-01,54627
2012-01-01,54537
2013-01-01,54756
2014-01-01,55082
2015-01-01,56130
2016-01-01,56059
2017-01-01,56812
