DATE,PCRGMP41620
2001-01-01,51680
2002-01-01,51177
2003-01-01,51361
2004-01-01,52721
2005-01-01,54998
2006-01-01,58065
2007-01-01,60843
2008-01-01,58733
2009-01-01,56391
2010-01-01,56848
2011-01-01,58218
2012-01-01,58609
2013-01-01,57974
2014-01-01,58964
2015-01-01,60962
2016-01-01,61176
2017-01-01,61809
