DATE,PCRGMP44180
2001-01-01,35813
2002-01-01,36099
2003-01-01,37621
2004-01-01,38606
2005-01-01,39753
2006-01-01,41664
2007-01-01,39446
2008-01-01,36210
2009-01-01,34974
2010-01-01,34558
2011-01-01,34513
2012-01-01,34065
2013-01-01,34530
2014-01-01,34768
2015-01-01,35718
2016-01-01,35493
2017-01-01,36472
