DATE,PCRGMP34980
2001-01-01,48491
2002-01-01,49398
2003-01-01,50549
2004-01-01,52270
2005-01-01,52258
2006-01-01,52987
2007-01-01,51144
2008-01-01,51258
2009-01-01,48425
2010-01-01,48916
2011-01-01,50693
2012-01-01,53485
2013-01-01,54297
2014-01-01,55657
2015-01-01,57982
2016-01-01,59495
2017-01-01,60806
