DATE,PCRGMP33460
2001-01-01,57273
2002-01-01,57504
2003-01-01,59436
2004-01-01,61066
2005-01-01,62419
2006-01-01,61196
2007-01-01,61268
2008-01-01,60327
2009-01-01,57501
2010-01-01,58361
2011-01-01,59493
2012-01-01,59288
2013-01-01,59617
2014-01-01,60983
2015-01-01,61562
2016-01-01,62206
2017-01-01,62809
