DATE,PCRGMP17900
2001-01-01,41220
2002-01-01,41826
2003-01-01,42777
2004-01-01,43492
2005-01-01,43590
2006-01-01,44246
2007-01-01,44206
2008-01-01,43735
2009-01-01,42381
2010-01-01,41097
2011-01-01,40972
2012-01-01,40599
2013-01-01,41123
2014-01-01,42189
2015-01-01,43391
2016-01-01,43516
2017-01-01,42933
