DATE,PCRGMP14260
2001-01-01,39794
2002-01-01,39910
2003-01-01,40948
2004-01-01,42122
2005-01-01,43575
2006-01-01,44461
2007-01-01,43846
2008-01-01,42414
2009-01-01,39626
2010-01-01,40102
2011-01-01,39343
2012-01-01,39100
2013-01-01,40146
2014-01-01,40542
2015-01-01,40470
2016-01-01,41002
2017-01-01,41453
