DATE,PCRGMP45940
2001-01-01,63948
2002-01-01,66368
2003-01-01,66518
2004-01-01,66732
2005-01-01,67958
2006-01-01,69498
2007-01-01,67992
2008-01-01,69235
2009-01-01,65574
2010-01-01,67539
2011-01-01,68695
2012-01-01,77113
2013-01-01,71859
2014-01-01,70812
2015-01-01,70263
2016-01-01,70875
2017-01-01,68741
