date,city,year,month,GDP per Capita
2006-02-01,Quebec City,2006,2,30738.656400118456
2006-03-01,Quebec City,2006,3,30783.637069483033
2006-04-01,Quebec City,2006,4,30828.55933628287
2006-05-01,Quebec City,2006,5,30873.42331418834
2006-06-01,Quebec City,2006,6,30918.229116575036
2006-07-01,Quebec City,2006,7,30962.976856524718
2006-08-01,Quebec City,2006,8,31007.666646826237
2006-09-01,Quebec City,2006,9,31052.298599976522
2006-10-01,Quebec City,2006,10,31096.872828181495
2006-11-01,Quebec City,2006,11,31141.389443357024
2006-12-01,Quebec City,2006,12,31185.848557129862
2007-01-01,Quebec City,2007,1,31230.250280838565
2007-02-01,Quebec City,2007,2,31250.502138263717
2007-03-01,Quebec City,2007,3,31270.721665467914
2007-04-01,Quebec City,2007,4,31290.908939807738
2007-05-01,Quebec City,2007,5,31311.064038393164
2007-06-01,Quebec City,2007,6,31331.18703808856
2007-07-01,Quebec City,2007,7,31351.27801551368
2007-08-01,Quebec City,2007,8,31371.337047044595
2007-09-01,Quebec City,2007,9,31391.364208814677
2007-10-01,Quebec City,2007,10,31411.359576715615
2007-11-01,Quebec City,2007,11,31431.32322639827
2007-12-01,Quebec City,2007,12,31451.25523327372
2008-01-01,Quebec City,2008,1,31471.155672514185
2008-02-01,Quebec City,2008,2,31413.766734563993
2008-03-01,Quebec City,2008,3,31356.48230958422
2008-04-01,Quebec City,2008,4,31299.30211233634
2008-05-01,Quebec City,2008,5,31242.225858618862
2008-06-01,Quebec City,2008,6,31185.2532652626
2008-07-01,Quebec City,2008,7,31128.384050126013
2008-08-01,Quebec City,2008,8,31071.617932090543
2008-09-01,Quebec City,2008,9,31014.954631055956
2008-10-01,Quebec City,2008,10,30958.393867935796
2008-11-01,Quebec City,2008,11,30901.935364652716
2008-12-01,Quebec City,2008,12,30845.578844133997
2009-01-01,Quebec City,2009,1,30789.32403030699
2009-02-01,Quebec City,2009,2,30817.50251466225
2009-03-01,Quebec City,2009,3,30845.63136758863
2009-04-01,Quebec City,2009,4,30873.71072009625
2009-05-01,Quebec City,2009,5,30901.74070273456
2009-06-01,Quebec City,2009,6,30929.721445594343
2009-07-01,Quebec City,2009,7,30957.653078309704
2009-08-01,Quebec City,2009,8,30985.53573006011
2009-09-01,Quebec City,2009,9,31013.369529572374
2009-10-01,Quebec City,2009,10,31041.154605122614
2009-11-01,Quebec City,2009,11,31068.891084538238
2009-12-01,Quebec City,2009,12,31096.579095199922
2010-01-01,Quebec City,2010,1,31124.218764043515
2010-02-01,Quebec City,2010,2,31157.91566868781
2010-03-01,Quebec City,2010,3,31191.566127883645
2010-04-01,Quebec City,2010,4,31225.17023759062
2010-05-01,Quebec City,2010,5,31258.728093504153
2010-06-01,Quebec City,2010,6,31292.239791056403
2010-07-01,Quebec City,2010,7,31325.705425417207
2010-08-01,Quebec City,2010,8,31359.125091494923
2010-09-01,Quebec City,2010,9,31392.49888393736
2010-10-01,Quebec City,2010,10,31425.826897132683
2010-11-01,Quebec City,2010,11,31459.10922521028
2010-12-01,Quebec City,2010,12,31492.345962041636
2011-01-01,Quebec City,2011,1,31525.537201241277
2011-02-01,Quebec City,2011,2,31541.975113294997
2011-03-01,Quebec City,2011,3,31558.393997047
2011-04-01,Quebec City,2011,4,31574.793885518517
2011-05-01,Quebec City,2011,5,31591.17481165443
2011-06-01,Quebec City,2011,6,31607.53680832348
2011-07-01,Quebec City,2011,7,31623.87990831848
2011-08-01,Quebec City,2011,8,31640.204144356547
2011-09-01,Quebec City,2011,9,31656.50954907931
2011-10-01,Quebec City,2011,10,31672.79615505313
2011-11-01,Quebec City,2011,11,31689.063994769327
2011-12-01,Quebec City,2011,12,31705.313100644384
2012-01-01,Quebec City,2012,1,31721.54350502016
2012-02-01,Quebec City,2012,2,31740.309183431018
2012-03-01,Quebec City,2012,3,31759.057211369687
2012-04-01,Quebec City,2012,4,31777.787613726785
2012-05-01,Quebec City,2012,5,31796.50041534613
2012-06-01,Quebec City,2012,6,31815.19564102488
2012-07-01,Quebec City,2012,7,31833.873315513632
2012-08-01,Quebec City,2012,8,31852.533463516535
2012-09-01,Quebec City,2012,9,31871.176109691394
2012-10-01,Quebec City,2012,10,31889.801278649786
2012-11-01,Quebec City,2012,11,31908.408994957153
2012-12-01,Quebec City,2012,12,31926.999283132925
2013-01-01,Quebec City,2013,1,31945.572167650644
2013-02-01,Quebec City,2013,2,31974.529142548083
2013-03-01,Quebec City,2013,3,32003.46226969296
2013-04-01,Quebec City,2013,4,32032.371578533144
2013-05-01,Quebec City,2013,5,32061.257098468075
2013-06-01,Quebec City,2013,6,32090.11885884882
2013-07-01,Quebec City,2013,7,32118.95688897816
2013-08-01,Quebec City,2013,8,32147.77121811073
2013-09-01,Quebec City,2013,9,32176.56187545311
2013-10-01,Quebec City,2013,10,32205.328890163877
2013-11-01,Quebec City,2013,11,32234.072291353757
2013-12-01,Quebec City,2013,12,32262.792108085716
2014-01-01,Quebec City,2014,1,32291.48836937502
2014-02-01,Quebec City,2014,2,32309.232829091008
2014-03-01,Quebec City,2014,3,32326.967351478
2014-04-01,Quebec City,2014,4,32344.69194488139
2014-05-01,Quebec City,2014,5,32362.40661763722
2014-06-01,Quebec City,2014,6,32380.111378072193
2014-07-01,Quebec City,2014,7,32397.80623450371
2014-08-01,Quebec City,2014,8,32415.491195239858
2014-09-01,Quebec City,2014,9,32433.166268579444
2014-10-01,Quebec City,2014,10,32450.831462811995
2014-11-01,Quebec City,2014,11,32468.486786217767
2014-12-01,Quebec City,2014,12,32486.132247067777
2015-01-01,Quebec City,2015,1,32503.76785362379
2015-02-01,Quebec City,2015,2,32528.80734438668
2015-03-01,Quebec City,2015,3,32553.81817576457
2015-04-01,Quebec City,2015,4,32578.8003969332
2015-05-01,Quebec City,2015,5,32603.754056955888
2015-06-01,Quebec City,2015,6,32628.679204783835
2015-07-01,Quebec City,2015,7,32653.575889256423
2015-08-01,Quebec City,2015,8,32678.44415910157
2015-09-01,Quebec City,2015,9,32703.284062936033
2015-10-01,Quebec City,2015,10,32728.0956492657
2015-11-01,Quebec City,2015,11,32752.87896648595
2015-12-01,Quebec City,2015,12,32777.63406288194
2000-01-01,Regina,2000,1,38663.9642872408
2000-02-01,Regina,2000,2,38651.45706722733
2000-03-01,Regina,2000,3,38638.93577046779
2000-04-01,Regina,2000,4,38626.400373183926
2000-05-01,Regina,2000,5,38613.85085154393
2000-06-01,Regina,2000,6,38601.28718166227
2000-07-01,Regina,2000,7,38588.70933959949
2000-08-01,Regina,2000,8,38576.11730136213
2000-09-01,Regina,2000,9,38563.511042902515
2000-10-01,Regina,2000,10,38550.890540118635
2000-11-01,Regina,2000,11,38538.25576885398
2000-12-01,Regina,2000,12,38525.6067048974
2001-01-01,Regina,2001,1,38512.9433239829
2001-02-01,Regina,2001,2,38518.819066606324
2001-03-01,Regina,2001,3,38524.69766938132
2001-04-01,Regina,2001,4,38530.579134396765
2001-05-01,Regina,2001,5,38536.46346374356
2001-06-01,Regina,2001,6,38542.350659514654
2001-07-01,Regina,2001,7,38548.24072380504
2001-08-01,Regina,2001,8,38554.13365871173
2001-09-01,Regina,2001,9,38560.029466333806
2001-10-01,Regina,2001,10,38565.92814877239
2001-11-01,Regina,2001,11,38571.82970813065
2001-12-01,Regina,2001,12,38577.734146513794
2002-01-01,Regina,2002,1,38583.64146602912
2002-02-01,Regina,2002,2,38721.68471637481
2002-03-01,Regina,2002,3,38859.72193994685
2002-04-01,Regina,2002,4,38997.75313713993
2002-05-01,Regina,2002,5,39135.77830834866
2002-06-01,Regina,2002,6,39273.797453967665
2002-07-01,Regina,2002,7,39411.8105743915
2002-08-01,Regina,2002,8,39549.81767001471
2002-09-01,Regina,2002,9,39687.81874123179
2002-10-01,Regina,2002,10,39825.813788437204
2002-11-01,Regina,2002,11,39963.80281202539
2002-12-01,Regina,2002,12,40101.785812390735
2003-01-01,Regina,2003,1,40239.7627899276
2003-02-01,Regina,2003,2,40389.60001906443
2003-03-01,Regina,2003,3,40539.42659911855
2003-04-01,Regina,2003,4,40689.242531225194
2003-05-01,Regina,2003,5,40839.047816519414
2003-06-01,Regina,2003,6,40988.842456136095
2003-07-01,Regina,2003,7,41138.626451209995
2003-08-01,Regina,2003,8,41288.39980287569
2003-09-01,Regina,2003,9,41438.16251226758
2003-10-01,Regina,2003,10,41587.91458051993
2003-11-01,Regina,2003,11,41737.65600876683
2003-12-01,Regina,2003,12,41887.38679814221
2004-01-01,Regina,2004,1,42037.106949779845
2004-02-01,Regina,2004,2,42131.83345151491
2004-03-01,Regina,2004,3,42226.61875377299
2004-04-01,Regina,2004,4,42321.46291132082
2004-05-01,Regina,2004,5,42416.3659789932
2004-06-01,Regina,2004,6,42511.32801169304
2004-07-01,Regina,2004,7,42606.34906439151
2004-08-01,Regina,2004,8,42701.429192128126
2004-09-01,Regina,2004,9,42796.568450010855
2004-10-01,Regina,2004,10,42891.766893216256
2004-11-01,Regina,2004,11,42987.02457698954
2004-12-01,Regina,2004,12,43082.34155664468
2005-01-01,Regina,2005,1,43177.71788756457
2005-02-01,Regina,2005,2,43132.89184378599
2005-03-01,Regina,2005,3,43088.06625128736
2005-04-01,Regina,2005,4,43043.24111006187
2005-05-01,Regina,2005,5,42998.41642010271
2005-06-01,Regina,2005,6,42953.592181403044
2005-07-01,Regina,2005,7,42908.76839395608
2005-08-01,Regina,2005,8,42863.945057754994
2005-09-01,Regina,2005,9,42819.12217279297
2005-10-01,Regina,2005,10,42774.2997390632
2005-11-01,Regina,2005,11,42729.477756558874
2005-12-01,Regina,2005,12,42684.65622527316
2006-01-01,Regina,2006,1,42639.835145199264
2006-02-01,Regina,2006,2,42731.904985431014
2006-03-01,Regina,2006,3,42823.75989688823
2006-04-01,Regina,2006,4,42915.400631291406
2006-05-01,Regina,2006,5,43006.82793685954
2006-06-01,Regina,2006,6,43098.042558330504
2006-07-01,Regina,2006,7,43189.04523698132
2006-08-01,Regina,2006,8,43279.836710648175
2006-09-01,Regina,2006,9,43370.41771374638
2006-10-01,Regina,2006,10,43460.78897729021
2006-11-01,Regina,2006,11,43550.951228912534
2006-12-01,Regina,2006,12,43640.905192884304
2007-01-01,Regina,2007,1,43730.65159013407
2007-02-01,Regina,2007,2,43865.886311556285
2007-03-01,Regina,2007,3,44000.7816424923
2007-04-01,Regina,2007,4,44135.338858962925
2007-05-01,Regina,2007,5,44269.559230600295
2007-06-01,Regina,2007,6,44403.4440206878
2007-07-01,Regina,2007,7,44536.994486199736
2007-08-01,Regina,2007,8,44670.211877840615
2007-09-01,Regina,2007,9,44803.09744008424
2007-10-01,Regina,2007,10,44935.65241121242
2007-11-01,Regina,2007,11,45067.87802335348
2007-12-01,Regina,2007,12,45199.77550252037
2008-01-01,Regina,2008,1,45331.34606864865
2008-02-01,Regina,2008,2,45067.12744068987
2008-03-01,Regina,2008,3,44803.63974164856
2008-04-01,Regina,2008,4,44540.879942674364
2008-05-01,Regina,2008,5,44278.845031628574
2008-06-01,Regina,2008,6,44017.53201296908
2008-07-01,Regina,2008,7,43756.93790763617
2008-08-01,Regina,2008,8,43497.059752939334
2008-09-01,Regina,2008,9,43237.89460244502
2008-10-01,Regina,2008,10,42979.43952586522
2008-11-01,Regina,2008,11,42721.6916089471
2008-12-01,Regina,2008,12,42464.647953363405
2009-01-01,Regina,2009,1,42208.30567660385
2009-02-01,Regina,2009,2,42326.96167107466
2009-03-01,Regina,2009,3,42445.30323556162
2009-04-01,Regina,2009,4,42563.33161823675
2009-05-01,Regina,2009,5,42681.04806067438
2009-06-01,Regina,2009,6,42798.453797894756
2009-07-01,Regina,2009,7,42915.5500584072
2009-08-01,Regina,2009,8,43032.338064252945
2009-09-01,Regina,2009,9,43148.81903104767
2009-10-01,Regina,2009,10,43264.99416802366
2009-11-01,Regina,2009,11,43380.86467807165
2009-12-01,Regina,2009,12,43496.43175778239
2010-01-01,Regina,2010,1,43611.69659748774
2010-02-01,Regina,2010,2,43758.91931566243
2010-03-01,Regina,2010,3,43905.820995644404
2010-04-01,Regina,2010,4,44052.402686387984
2010-05-01,Regina,2010,5,44198.66543228266
2010-06-01,Regina,2010,6,44344.61027317793
2010-07-01,Regina,2010,7,44490.23824440794
2010-08-01,Regina,2010,8,44635.550376815954
2010-09-01,Regina,2010,9,44780.54769677866
2010-10-01,Regina,2010,10,44925.2312262304
2010-11-01,Regina,2010,11,45069.60198268708
2010-12-01,Regina,2010,12,45213.66097927013
2011-01-01,Regina,2011,1,45357.40922473012
2011-02-01,Regina,2011,2,45362.79423878138
2011-03-01,Regina,2011,3,45368.16400683015
2011-04-01,Regina,2011,4,45373.5185935314
2011-05-01,Regina,2011,5,45378.85806317507
2011-06-01,Regina,2011,6,45384.182479688585
2011-07-01,Regina,2011,7,45389.491906639414
2011-08-01,Regina,2011,8,45394.786407237625
2011-09-01,Regina,2011,9,45400.06604433842
2011-10-01,Regina,2011,10,45405.330880444504
2011-11-01,Regina,2011,11,45410.58097770868
2011-12-01,Regina,2011,12,45415.816397936265
2012-01-01,Regina,2012,1,45421.03720258744
2012-02-01,Regina,2012,2,45613.29155797707
2012-03-01,Regina,2012,3,45805.11534957883
2012-04-01,Regina,2012,4,45996.51002218043
2012-05-01,Regina,2012,5,46187.47701411264
2012-06-01,Regina,2012,6,46378.01775728541
2012-07-01,Regina,2012,7,46568.133677223595
2012-08-01,Regina,2012,8,46757.82619310251
2012-09-01,Regina,2012,9,46947.09671778327
2012-10-01,Regina,2012,10,47135.946657847875
2012-11-01,Regina,2012,11,47324.377413633985
2012-12-01,Regina,2012,12,47512.39037926963
2013-01-01,Regina,2013,1,47699.9869427075
2013-02-01,Regina,2013,2,47729.533057292225
2013-03-01,Regina,2013,3,47759.02412063697
2013-04-01,Regina,2013,4,47788.46028645833
2013-05-01,Regina,2013,5,47817.84170790112
2013-06-01,Regina,2013,6,47847.16853754103
2013-07-01,Regina,2013,7,47876.44092738736
2013-08-01,Regina,2013,8,47905.65902888552
2013-09-01,Regina,2013,9,47934.82299291971
2013-10-01,Regina,2013,10,47963.932969815556
2013-11-01,Regina,2013,11,47992.98910934258
2013-12-01,Regina,2013,12,48021.99156071687
2014-01-01,Regina,2014,1,48050.94047260363
2014-02-01,Regina,2014,2,47983.59214767068
2014-03-01,Regina,2014,3,47916.34838009594
2014-04-01,Regina,2014,4,47849.20892658248
2014-05-01,Regina,2014,5,47782.1735445876
2014-06-01,Regina,2014,6,47715.24199231991
2014-07-01,Regina,2014,7,47648.41402873652
2014-08-01,Regina,2014,8,47581.68941354003
2014-09-01,Regina,2014,9,47515.0679071757
2014-10-01,Regina,2014,10,47448.549270828604
2014-11-01,Regina,2014,11,47382.13326642073
2014-12-01,Regina,2014,12,47315.81965660817
2015-01-01,Regina,2015,1,47249.6082047783
2015-02-01,Regina,2015,2,47188.33041440845
2015-03-01,Regina,2015,3,47127.178522074544
2015-04-01,Regina,2015,4,47066.15214017983
2015-05-01,Regina,2015,5,47005.250882716915
2015-06-01,Regina,2015,6,46944.47436525969
2015-07-01,Regina,2015,7,46883.822204955235
2015-08-01,Regina,2015,8,46823.294020515736
2015-09-01,Regina,2015,9,46762.88943221056
2015-10-01,Regina,2015,10,46702.608061858286
2015-11-01,Regina,2015,11,46642.44953281876
2015-12-01,Regina,2015,12,46582.41346998535
2000-01-01,St. John's,2000,1,29362.241139706723
2000-02-01,St. John's,2000,2,29440.18265780084
2000-03-01,St. John's,2000,3,29518.25136764426
2000-04-01,St. John's,2000,4,29596.44758083509
2000-05-01,St. John's,2000,5,29674.771609990054
2000-06-01,St. John's,2000,6,29753.22376874869
2000-07-01,St. John's,2000,7,29831.804371777565
2000-08-01,St. John's,2000,8,29910.51373477443
2000-09-01,St. John's,2000,9,29989.352174472486
2000-10-01,St. John's,2000,10,30068.32000864459
2000-11-01,St. John's,2000,11,30147.41755610759
2000-12-01,St. John's,2000,12,30226.645136726558
2001-01-01,St. John's,2001,1,30306.003071419123
2001-02-01,St. John's,2001,2,30720.955120828537
2001-03-01,St. John's,2001,3,31136.19855069961
2001-04-01,St. John's,2001,4,31551.733668052373
2001-05-01,St. John's,2001,5,31967.560780338332
2001-06-01,St. John's,2001,6,32383.68019544124
2001-07-01,St. John's,2001,7,32800.092221677856
2001-08-01,St. John's,2001,8,33216.7971677987
2001-09-01,St. John's,2001,9,33633.79534298881
2001-10-01,St. John's,2001,10,34051.087056868535
2001-11-01,St. John's,2001,11,34468.67261949426
2001-12-01,St. John's,2001,12,34886.552341359195
2002-01-01,St. John's,2002,1,35304.726533394176
2002-02-01,St. John's,2002,2,35504.58787142118
2002-03-01,St. John's,2002,3,35704.49212412294
2002-04-01,St. John's,2002,4,35904.43930532303
2002-05-01,St. John's,2002,5,36104.429428851
2002-06-01,St. John's,2002,6,36304.46250854229
2002-07-01,St. John's,2002,7,36504.538558238324
2002-08-01,St. John's,2002,8,36704.65759178646
2002-09-01,St. John's,2002,9,36904.81962304
2002-10-01,St. John's,2002,10,37105.024665858204
2002-11-01,St. John's,2002,11,37305.27273410629
2002-12-01,St. John's,2002,12,37505.56384165544
2003-01-01,St. John's,2003,1,37705.8980023828
2003-02-01,St. John's,2003,2,37686.77730030126
2003-03-01,St. John's,2003,3,37667.64519508895
2003-04-01,St. John's,2003,4,37648.501676541964
2003-05-01,St. John's,2003,5,37629.34673444427
2003-06-01,St. John's,2003,6,37610.18035856762
2003-07-01,St. John's,2003,7,37591.00253867153
2003-08-01,St. John's,2003,8,37571.81326450331
2003-09-01,St. John's,2003,9,37552.61252579804
2003-10-01,St. John's,2003,10,37533.400312278456
2003-11-01,St. John's,2003,11,37514.17661365509
2003-12-01,St. John's,2003,12,37494.94141962612
2004-01-01,St. John's,2004,1,37475.694719877414
2004-02-01,St. John's,2004,2,37574.33921504293
2004-03-01,St. John's,2004,3,37673.08362706743
2004-04-01,St. John's,2004,4,37771.928107836306
2004-05-01,St. John's,2004,5,37870.87280954292
2004-06-01,St. John's,2004,6,37969.91788468942
2004-07-01,St. John's,2004,7,38069.06348608756
2004-08-01,St. John's,2004,8,38168.30976685937
2004-09-01,St. John's,2004,9,38267.656880438095
2004-10-01,St. John's,2004,10,38367.10498056887
2004-11-01,St. John's,2004,11,38466.65422130956
2004-12-01,St. John's,2004,12,38566.304757031554
2005-01-01,St. John's,2005,1,38666.05674242056
2005-02-01,St. John's,2005,2,38805.77150925941
2005-03-01,St. John's,2005,3,38945.64055928157
2005-04-01,St. John's,2005,4,39085.66414818425
2005-05-01,St. John's,2005,5,39225.84253223001
2005-06-01,St. John's,2005,6,39366.17596824829
2005-07-01,St. John's,2005,7,39506.66471363703
2005-08-01,St. John's,2005,8,39647.30902636421
2005-09-01,St. John's,2005,9,39788.10916496945
2005-10-01,St. John's,2005,10,39929.06538856556
2005-11-01,St. John's,2005,11,40070.17795684017
2005-12-01,St. John's,2005,12,40211.447130057284
2006-01-01,St. John's,2006,1,40352.873169058934
2006-02-01,St. John's,2006,2,40734.91250819952
2006-03-01,St. John's,2006,3,41116.96045666046
2006-04-01,St. John's,2006,4,41499.01701473277
2006-05-01,St. John's,2006,5,41881.08218270749
2006-06-01,St. John's,2006,6,42263.155960875665
2006-07-01,St. John's,2006,7,42645.23834952836
2006-08-01,St. John's,2006,8,43027.329348956635
2006-09-01,St. John's,2006,9,43409.428959451594
2006-10-01,St. John's,2006,10,43791.53718130433
2006-11-01,St. John's,2006,11,44173.65401480596
2006-12-01,St. John's,2006,12,44555.779460247606
2007-01-01,St. John's,2007,1,44937.91351792042
2007-02-01,St. John's,2007,2,44846.93697162747
2007-03-01,St. John's,2007,3,44756.05449790436
2007-04-01,St. John's,2007,4,44665.26595091559
2007-05-01,St. John's,2007,5,44574.5711851269
2007-06-01,St. John's,2007,6,44483.97005530454
2007-07-01,St. John's,2007,7,44393.46241651452
2007-08-01,St. John's,2007,8,44303.04812412178
2007-09-01,St. John's,2007,9,44212.727033789466
2007-10-01,St. John's,2007,10,44122.49900147815
2007-11-01,St. John's,2007,11,44032.36388344505
2007-12-01,St. John's,2007,12,43942.32153624326
2008-01-01,St. John's,2008,1,43852.37181672104
2008-02-01,St. John's,2008,2,43469.62710710029
2008-03-01,St. John's,2008,3,43087.57072032662
2008-04-01,St. John's,2008,4,42706.200801262596
2008-05-01,St. John's,2008,5,42325.51550143127
2008-06-01,St. John's,2008,6,41945.5129789864
2008-07-01,St. John's,2008,7,41566.191398682684
2008-08-01,St. John's,2008,8,41187.54893184623
2008-09-01,St. John's,2008,9,40809.58375634517
2008-10-01,St. John's,2008,10,40432.29405656048
2008-11-01,St. John's,2008,11,40055.67802335682
2008-12-01,St. John's,2008,12,39679.73385405366
2009-01-01,St. John's,2009,1,39304.45975239655
2009-02-01,St. John's,2009,2,39453.01757851051
2009-03-01,St. John's,2009,3,39601.39023958411
2009-04-01,St. John's,2009,4,39749.57808159109
2009-05-01,St. John's,2009,5,39897.58144964381
2009-06-01,St. John's,2009,6,40045.40068799593
2009-07-01,St. John's,2009,7,40193.03614004507
2009-08-01,St. John's,2009,8,40340.4881483355
2009-09-01,St. John's,2009,9,40487.75705456072
2009-10-01,St. John's,2009,10,40634.84319956619
2009-11-01,St. John's,2009,11,40781.746923351886
2009-12-01,St. John's,2009,12,40928.46856507495
2010-01-01,St. John's,2010,1,41075.00846305232
2010-02-01,St. John's,2010,2,41156.6472039961
2010-03-01,St. John's,2010,3,41238.2083658424
2010-04-01,St. John's,2010,4,41319.69205912068
2010-05-01,St. John's,2010,5,41401.09839415055
2010-06-01,St. John's,2010,6,41482.427481042265
2010-07-01,St. John's,2010,7,41563.67942969717
2010-08-01,St. John's,2010,8,41644.854349808265
2010-09-01,St. John's,2010,9,41725.95235086065
2010-10-01,St. John's,2010,10,41806.97354213205
2010-11-01,St. John's,2010,11,41887.91803269328
2010-12-01,St. John's,2010,12,41968.7859314087
2011-01-01,St. John's,2011,1,42049.57734693683
2011-02-01,St. John's,2011,2,41885.307762510776
2011-03-01,St. John's,2011,3,41721.10167316691
2011-04-01,St. John's,2011,4,41556.959042098264
2011-05-01,St. John's,2011,5,41392.87983252627
2011-06-01,St. John's,2011,6,41228.86400770078
2011-07-01,St. John's,2011,7,41064.91153090008
2011-08-01,St. John's,2011,8,40901.02236543076
2011-09-01,St. John's,2011,9,40737.19647462776
2011-10-01,St. John's,2011,10,40573.43382185435
2011-11-01,St. John's,2011,11,40409.73437050207
2011-12-01,St. John's,2011,12,40246.098083990655
2012-01-01,St. John's,2012,1,40082.524925768164
2012-02-01,St. John's,2012,2,40245.06775021053
2012-03-01,St. John's,2012,3,40407.56520224464
2012-04-01,St. John's,2012,4,40570.0173008658
2012-05-01,St. John's,2012,5,40732.42406505874
2012-06-01,St. John's,2012,6,40894.78551379757
2012-07-01,St. John's,2012,7,41057.10166604582
2012-08-01,St. John's,2012,8,41219.37254075644
2012-09-01,St. John's,2012,9,41381.598156871834
2012-10-01,St. John's,2012,10,41543.7785333238
2012-11-01,St. John's,2012,11,41705.91368903358
2012-12-01,St. John's,2012,12,41868.00364291191
2013-01-01,St. John's,2013,1,42030.04841385894
2013-02-01,St. John's,2013,2,41989.77791541068
2013-03-01,St. John's,2013,3,41949.511459258596
2013-04-01,St. John's,2013,4,41909.249044794065
2013-05-01,St. John's,2013,5,41868.9906714086
2013-06-01,St. John's,2013,6,41828.73633849384
2013-07-01,St. John's,2013,7,41788.48604544155
2013-08-01,St. John's,2013,8,41748.23979164359
2013-09-01,St. John's,2013,9,41707.997576491965
2013-10-01,St. John's,2013,10,41667.75939937882
2013-11-01,St. John's,2013,11,41627.52525969638
2013-12-01,St. John's,2013,12,41587.295156837
2014-01-01,St. John's,2014,1,41547.069090193196
2014-02-01,St. John's,2014,2,41505.79871285531
2014-03-01,St. John's,2014,3,41464.5358470973
2014-04-01,St. John's,2014,4,41423.2804908686
2014-05-01,St. John's,2014,5,41382.03264211937
2014-06-01,St. John's,2014,6,41340.79229880054
2014-07-01,St. John's,2014,7,41299.55945886375
2014-08-01,St. John's,2014,8,41258.334120261425
2014-09-01,St. John's,2014,9,41217.11628094671
2014-10-01,St. John's,2014,10,41175.905938873504
2014-11-01,St. John's,2014,11,41134.703091996445
2014-12-01,St. John's,2014,12,41093.507738270935
2015-01-01,St. John's,2015,1,41052.31987565308
2015-02-01,St. John's,2015,2,41095.30327880861
2015-03-01,St. John's,2015,3,41138.266033680644
2015-04-01,St. John's,2015,4,41181.20815514406
2015-05-01,St. John's,2015,5,41224.12965805948
2015-06-01,St. John's,2015,6,41267.03055727327
2015-07-01,St. John's,2015,7,41309.9108676175
2015-08-01,St. John's,2015,8,41352.77060391005
2015-09-01,St. John's,2015,9,41395.60978095458
2015-10-01,St. John's,2015,10,41438.428413540525
2015-11-01,St. John's,2015,11,41481.22651644316
2015-12-01,St. John's,2015,12,41524.004104423606
2000-01-01,Toronto,2000,1,34720.87343684406
2000-02-01,Toronto,2000,2,34720.56675974044
2000-03-01,Toronto,2000,3,34720.26100738797
2000-04-01,Toronto,2000,4,34719.95617561023
2000-05-01,Toronto,2000,5,34719.65226025588
2000-06-01,Toronto,2000,6,34719.34925719854
2000-07-01,Toronto,2000,7,34719.04716233653
2000-08-01,Toronto,2000,8,34718.74597159276
2000-09-01,Toronto,2000,9,34718.44568091448
2000-10-01,Toronto,2000,10,34718.14628627313
2000-11-01,Toronto,2000,11,34717.84778366416
2000-12-01,Toronto,2000,12,34717.55016910686
2001-01-01,Toronto,2001,1,34717.25343864413
2001-02-01,Toronto,2001,2,34770.85747685885
2001-03-01,Toronto,2001,3,34824.32476943575
2001-04-01,Toronto,2001,4,34877.655838972096
2001-05-01,Toronto,2001,5,34930.85120540558
2001-06-01,Toronto,2001,6,34983.911386031265
2001-07-01,Toronto,2001,7,35036.836895518354
2001-08-01,Toronto,2001,8,35089.62824592678
2001-09-01,Toronto,2001,9,35142.28594672377
2001-10-01,Toronto,2001,10,35194.81050480025
2001-11-01,Toronto,2001,11,35247.202424487026
2001-12-01,Toronto,2001,12,35299.46220757101
2002-01-01,Toronto,2002,1,35351.59035331121
2002-02-01,Toronto,2002,2,35352.09719881967
2002-03-01,Toronto,2002,3,35352.60303768443
2002-04-01,Toronto,2002,4,35353.107872901484
2002-05-01,Toronto,2002,5,35353.61170745491
2002-06-01,Toronto,2002,6,35354.11454431695
2002-07-01,Toronto,2002,7,35354.61638644815
2002-08-01,Toronto,2002,8,35355.11723679728
2002-09-01,Toronto,2002,9,35355.61709830152
2002-10-01,Toronto,2002,10,35356.11597388644
2002-11-01,Toronto,2002,11,35356.613866466076
2002-12-01,Toronto,2002,12,35357.110778943
2003-01-01,Toronto,2003,1,35357.60671420839
2003-02-01,Toronto,2003,2,35406.16141305173
2003-03-01,Toronto,2003,3,35454.620289216255
2003-04-01,Toronto,2003,4,35502.983626081375
2003-05-01,Toronto,2003,5,35551.251705910196
2003-06-01,Toronto,2003,6,35599.42480985503
2003-07-01,Toronto,2003,7,35647.503217962825
2003-08-01,Toronto,2003,8,35695.48720918062
2003-09-01,Toronto,2003,9,35743.377061360945
2003-10-01,Toronto,2003,10,35791.17305126714
2003-11-01,Toronto,2003,11,35838.875454578745
2003-12-01,Toronto,2003,12,35886.48454589675
2004-01-01,Toronto,2004,1,35934.0005987489
2004-02-01,Toronto,2004,2,35997.183837471115
2004-03-01,Toronto,2004,3,36060.24680068908
2004-04-01,Toronto,2004,4,36123.18983151055
2004-05-01,Toronto,2004,5,36186.013271739546
2004-06-01,Toronto,2004,6,36248.717461882465
2004-07-01,Toronto,2004,7,36311.3027411542
2004-08-01,Toronto,2004,8,36373.76944748437
2004-09-01,Toronto,2004,9,36436.117917523305
2004-10-01,Toronto,2004,10,36498.3484866481
2004-11-01,Toronto,2004,11,36560.461488968685
