date,GDP per Capita,City,Year,Month
2000-01-01,48599.0,Albany,2000,1
2000-02-01,48557.5,Albany,2000,2
2000-03-01,48516.0,Albany,2000,3
2000-04-01,48474.5,Albany,2000,4
2000-05-01,48433.0,Albany,2000,5
2000-06-01,48391.5,Albany,2000,6
2000-07-01,48350.0,Albany,2000,7
2000-08-01,48308.5,Albany,2000,8
2000-09-01,48267.0,Albany,2000,9
2000-10-01,48225.5,Albany,2000,10
2000-11-01,48184.0,Albany,2000,11
2000-12-01,48142.5,Albany,2000,12
2001-01-01,48101.0,Albany,2001,1
2001-02-01,48059.5,Albany,2001,2
2001-03-01,48018.0,Albany,2001,3
2001-04-01,47976.5,Albany,2001,4
2001-05-01,47935.0,Albany,2001,5
2001-06-01,47893.5,Albany,2001,6
2001-07-01,47852.0,Albany,2001,7
2001-08-01,47810.5,Albany,2001,8
2001-09-01,47769.0,Albany,2001,9
2001-10-01,47727.5,Albany,2001,10
2001-11-01,47686.0,Albany,2001,11
2001-12-01,47644.5,Albany,2001,12
2002-01-01,47603.0,Albany,2002,1
2002-02-01,47682.5,Albany,2002,2
2002-03-01,47762.0,Albany,2002,3
2002-04-01,47841.5,Albany,2002,4
2002-05-01,47921.0,Albany,2002,5
2002-06-01,48000.5,Albany,2002,6
2002-07-01,48080.0,Albany,2002,7
2002-08-01,48159.5,Albany,2002,8
2002-09-01,48239.0,Albany,2002,9
2002-10-01,48318.5,Albany,2002,10
2002-11-01,48398.0,Albany,2002,11
2002-12-01,48477.5,Albany,2002,12
2003-01-01,48557.0,Albany,2003,1
2003-02-01,48614.416666666664,Albany,2003,2
2003-03-01,48671.833333333336,Albany,2003,3
2003-04-01,48729.25,Albany,2003,4
2003-05-01,48786.666666666664,Albany,2003,5
2003-06-01,48844.083333333336,Albany,2003,6
2003-07-01,48901.5,Albany,2003,7
2003-08-01,48958.916666666664,Albany,2003,8
2003-09-01,49016.333333333336,Albany,2003,9
2003-10-01,49073.75,Albany,2003,10
2003-11-01,49131.166666666664,Albany,2003,11
2003-12-01,49188.583333333336,Albany,2003,12
2004-01-01,49246.0,Albany,2004,1
2004-02-01,49245.916666666664,Albany,2004,2
2004-03-01,49245.833333333336,Albany,2004,3
2004-04-01,49245.75,Albany,2004,4
2004-05-01,49245.666666666664,Albany,2004,5
2004-06-01,49245.583333333336,Albany,2004,6
2004-07-01,49245.5,Albany,2004,7
2004-08-01,49245.416666666664,Albany,2004,8
2004-09-01,49245.333333333336,Albany,2004,9
2004-10-01,49245.25,Albany,2004,10
2004-11-01,49245.166666666664,Albany,2004,11
2004-12-01,49245.083333333336,Albany,2004,12
2005-01-01,49245.0,Albany,2005,1
2005-02-01,49270.333333333336,Albany,2005,2
2005-03-01,49295.666666666664,Albany,2005,3
2005-04-01,49321.0,Albany,2005,4
2005-05-01,49346.333333333336,Albany,2005,5
2005-06-01,49371.666666666664,Albany,2005,6
2005-07-01,49397.0,Albany,2005,7
2005-08-01,49422.333333333336,Albany,2005,8
2005-09-01,49447.666666666664,Albany,2005,9
2005-10-01,49473.0,Albany,2005,10
2005-11-01,49498.333333333336,Albany,2005,11
2005-12-01,49523.666666666664,Albany,2005,12
2006-01-01,49549.0,Albany,2006,1
2006-02-01,49475.083333333336,Albany,2006,2
2006-03-01,49401.166666666664,Albany,2006,3
2006-04-01,49327.25,Albany,2006,4
2006-05-01,49253.333333333336,Albany,2006,5
2006-06-01,49179.416666666664,Albany,2006,6
2006-07-01,49105.5,Albany,2006,7
2006-08-01,49031.583333333336,Albany,2006,8
2006-09-01,48957.666666666664,Albany,2006,9
2006-10-01,48883.75,Albany,2006,10
2006-11-01,48809.833333333336,Albany,2006,11
2006-12-01,48735.916666666664,Albany,2006,12
2007-01-01,48662.0,Albany,2007,1
2007-02-01,48648.833333333336,Albany,2007,2
2007-03-01,48635.666666666664,Albany,2007,3
2007-04-01,48622.5,Albany,2007,4
2007-05-01,48609.333333333336,Albany,2007,5
2007-06-01,48596.166666666664,Albany,2007,6
2007-07-01,48583.0,Albany,2007,7
2007-08-01,48569.833333333336,Albany,2007,8
2007-09-01,48556.666666666664,Albany,2007,9
2007-10-01,48543.5,Albany,2007,10
2007-11-01,48530.333333333336,Albany,2007,11
2007-12-01,48517.166666666664,Albany,2007,12
2008-01-01,48504.0,Albany,2008,1
2008-02-01,48568.583333333336,Albany,2008,2
2008-03-01,48633.166666666664,Albany,2008,3
2008-04-01,48697.75,Albany,2008,4
2008-05-01,48762.333333333336,Albany,2008,5
2008-06-01,48826.916666666664,Albany,2008,6
2008-07-01,48891.5,Albany,2008,7
2008-08-01,48956.083333333336,Albany,2008,8
2008-09-01,49020.666666666664,Albany,2008,9
2008-10-01,49085.25,Albany,2008,10
2008-11-01,49149.833333333336,Albany,2008,11
2008-12-01,49214.416666666664,Albany,2008,12
2009-01-01,49279.0,Albany,2009,1
2009-02-01,49315.083333333336,Albany,2009,2
2009-03-01,49351.166666666664,Albany,2009,3
2009-04-01,49387.25,Albany,2009,4
2009-05-01,49423.333333333336,Albany,2009,5
2009-06-01,49459.416666666664,Albany,2009,6
2009-07-01,49495.5,Albany,2009,7
2009-08-01,49531.583333333336,Albany,2009,8
2009-09-01,49567.666666666664,Albany,2009,9
2009-10-01,49603.75,Albany,2009,10
2009-11-01,49639.833333333336,Albany,2009,11
2009-12-01,49675.916666666664,Albany,2009,12
2010-01-01,49712.0,Albany,2010,1
2010-02-01,49655.0,Albany,2010,2
2010-03-01,49598.0,Albany,2010,3
2010-04-01,49541.0,Albany,2010,4
2010-05-01,49484.0,Albany,2010,5
2010-06-01,49427.0,Albany,2010,6
2010-07-01,49370.0,Albany,2010,7
2010-08-01,49313.0,Albany,2010,8
2010-09-01,49256.0,Albany,2010,9
2010-10-01,49199.0,Albany,2010,10
2010-11-01,49142.0,Albany,2010,11
2010-12-01,49085.0,Albany,2010,12
2000-01-01,38149.0,Annapolis,2000,1
2000-02-01,38340.75,Annapolis,2000,2
2000-03-01,38532.5,Annapolis,2000,3
2000-04-01,38724.25,Annapolis,2000,4
2000-05-01,38916.0,Annapolis,2000,5
2000-06-01,39107.75,Annapolis,2000,6
2000-07-01,39299.5,Annapolis,2000,7
2000-08-01,39491.25,Annapolis,2000,8
2000-09-01,39683.0,Annapolis,2000,9
2000-10-01,39874.75,Annapolis,2000,10
2000-11-01,40066.5,Annapolis,2000,11
2000-12-01,40258.25,Annapolis,2000,12
2001-01-01,40450.0,Annapolis,2001,1
2001-02-01,40560.083333333336,Annapolis,2001,2
2001-03-01,40670.166666666664,Annapolis,2001,3
2001-04-01,40780.25,Annapolis,2001,4
2001-05-01,40890.333333333336,Annapolis,2001,5
2001-06-01,41000.416666666664,Annapolis,2001,6
2001-07-01,41110.5,Annapolis,2001,7
2001-08-01,41220.583333333336,Annapolis,2001,8
2001-09-01,41330.666666666664,Annapolis,2001,9
2001-10-01,41440.75,Annapolis,2001,10
2001-11-01,41550.833333333336,Annapolis,2001,11
2001-12-01,41660.916666666664,Annapolis,2001,12
2002-01-01,41771.0,Annapolis,2002,1
2002-02-01,41916.833333333336,Annapolis,2002,2
2002-03-01,42062.666666666664,Annapolis,2002,3
2002-04-01,42208.5,Annapolis,2002,4
2002-05-01,42354.333333333336,Annapolis,2002,5
2002-06-01,42500.166666666664,Annapolis,2002,6
2002-07-01,42646.0,Annapolis,2002,7
2002-08-01,42791.833333333336,Annapolis,2002,8
2002-09-01,42937.666666666664,Annapolis,2002,9
2002-10-01,43083.5,Annapolis,2002,10
2002-11-01,43229.333333333336,Annapolis,2002,11
2002-12-01,43375.166666666664,Annapolis,2002,12
2003-01-01,43521.0,Annapolis,2003,1
2003-02-01,43699.5,Annapolis,2003,2
2003-03-01,43878.0,Annapolis,2003,3
2003-04-01,44056.5,Annapolis,2003,4
2003-05-01,44235.0,Annapolis,2003,5
2003-06-01,44413.5,Annapolis,2003,6
2003-07-01,44592.0,Annapolis,2003,7
2003-08-01,44770.5,Annapolis,2003,8
2003-09-01,44949.0,Annapolis,2003,9
2003-10-01,45127.5,Annapolis,2003,10
2003-11-01,45306.0,Annapolis,2003,11
2003-12-01,45484.5,Annapolis,2003,12
2004-01-01,45663.0,Annapolis,2004,1
2004-02-01,45814.916666666664,Annapolis,2004,2
2004-03-01,45966.833333333336,Annapolis,2004,3
2004-04-01,46118.75,Annapolis,2004,4
2004-05-01,46270.666666666664,Annapolis,2004,5
2004-06-01,46422.583333333336,Annapolis,2004,6
2004-07-01,46574.5,Annapolis,2004,7
2004-08-01,46726.416666666664,Annapolis,2004,8
2004-09-01,46878.333333333336,Annapolis,2004,9
2004-10-01,47030.25,Annapolis,2004,10
2004-11-01,47182.166666666664,Annapolis,2004,11
2004-12-01,47334.083333333336,Annapolis,2004,12
2005-01-01,47486.0,Annapolis,2005,1
2005-02-01,47690.916666666664,Annapolis,2005,2
2005-03-01,47895.833333333336,Annapolis,2005,3
2005-04-01,48100.75,Annapolis,2005,4
2005-05-01,48305.666666666664,Annapolis,2005,5
2005-06-01,48510.583333333336,Annapolis,2005,6
2005-07-01,48715.5,Annapolis,2005,7
2005-08-01,48920.416666666664,Annapolis,2005,8
2005-09-01,49125.333333333336,Annapolis,2005,9
2005-10-01,49330.25,Annapolis,2005,10
2005-11-01,49535.166666666664,Annapolis,2005,11
2005-12-01,49740.083333333336,Annapolis,2005,12
2006-01-01,49945.0,Annapolis,2006,1
2006-02-01,50097.916666666664,Annapolis,2006,2
2006-03-01,50250.833333333336,Annapolis,2006,3
2006-04-01,50403.75,Annapolis,2006,4
2006-05-01,50556.666666666664,Annapolis,2006,5
2006-06-01,50709.583333333336,Annapolis,2006,6
2006-07-01,50862.5,Annapolis,2006,7
2006-08-01,51015.416666666664,Annapolis,2006,8
2006-09-01,51168.333333333336,Annapolis,2006,9
2006-10-01,51321.25,Annapolis,2006,10
2006-11-01,51474.166666666664,Annapolis,2006,11
2006-12-01,51627.083333333336,Annapolis,2006,12
2007-01-01,51780.0,Annapolis,2007,1
2007-02-01,51894.333333333336,Annapolis,2007,2
2007-03-01,52008.666666666664,Annapolis,2007,3
2007-04-01,52123.0,Annapolis,2007,4
2007-05-01,52237.333333333336,Annapolis,2007,5
2007-06-01,52351.666666666664,Annapolis,2007,6
2007-07-01,52466.0,Annapolis,2007,7
2007-08-01,52580.333333333336,Annapolis,2007,8
2007-09-01,52694.666666666664,Annapolis,2007,9
2007-10-01,52809.0,Annapolis,2007,10
2007-11-01,52923.333333333336,Annapolis,2007,11
2007-12-01,53037.666666666664,Annapolis,2007,12
2008-01-01,53152.0,Annapolis,2008,1
2008-02-01,53056.916666666664,Annapolis,2008,2
2008-03-01,52961.833333333336,Annapolis,2008,3
2008-04-01,52866.75,Annapolis,2008,4
2008-05-01,52771.666666666664,Annapolis,2008,5
2008-06-01,52676.583333333336,Annapolis,2008,6
2008-07-01,52581.5,Annapolis,2008,7
2008-08-01,52486.416666666664,Annapolis,2008,8
2008-09-01,52391.333333333336,Annapolis,2008,9
2008-10-01,52296.25,Annapolis,2008,10
2008-11-01,52201.166666666664,Annapolis,2008,11
2008-12-01,52106.083333333336,Annapolis,2008,12
2009-01-01,52011.0,Annapolis,2009,1
2009-02-01,52102.5,Annapolis,2009,2
2009-03-01,52194.0,Annapolis,2009,3
2009-04-01,52285.5,Annapolis,2009,4
2009-05-01,52377.0,Annapolis,2009,5
2009-06-01,52468.5,Annapolis,2009,6
2009-07-01,52560.0,Annapolis,2009,7
2009-08-01,52651.5,Annapolis,2009,8
2009-09-01,52743.0,Annapolis,2009,9
2009-10-01,52834.5,Annapolis,2009,10
2009-11-01,52926.0,Annapolis,2009,11
2009-12-01,53017.5,Annapolis,2009,12
2010-01-01,53109.0,Annapolis,2010,1
2010-02-01,53331.0,Annapolis,2010,2
2010-03-01,53553.0,Annapolis,2010,3
2010-04-01,53775.0,Annapolis,2010,4
2010-05-01,53997.0,Annapolis,2010,5
2010-06-01,54219.0,Annapolis,2010,6
2010-07-01,54441.0,Annapolis,2010,7
2010-08-01,54663.0,Annapolis,2010,8
2010-09-01,54885.0,Annapolis,2010,9
2010-10-01,55107.0,Annapolis,2010,10
2010-11-01,55329.0,Annapolis,2010,11
2010-12-01,55551.0,Annapolis,2010,12
2000-01-01,47487.0,Atlanta,2000,1
2000-02-01,47832.666666666664,Atlanta,2000,2
2000-03-01,48178.333333333336,Atlanta,2000,3
2000-04-01,48524.0,Atlanta,2000,4
2000-05-01,48869.666666666664,Atlanta,2000,5
2000-06-01,49215.333333333336,Atlanta,2000,6
2000-07-01,49561.0,Atlanta,2000,7
2000-08-01,49906.666666666664,Atlanta,2000,8
2000-09-01,50252.333333333336,Atlanta,2000,9
2000-10-01,50598.0,Atlanta,2000,10
2000-11-01,50943.666666666664,Atlanta,2000,11
2000-12-01,51289.333333333336,Atlanta,2000,12
2001-01-01,51635.0,Atlanta,2001,1
2001-02-01,51770.083333333336,Atlanta,2001,2
2001-03-01,51905.166666666664,Atlanta,2001,3
2001-04-01,52040.25,Atlanta,2001,4
2001-05-01,52175.333333333336,Atlanta,2001,5
2001-06-01,52310.416666666664,Atlanta,2001,6
2001-07-01,52445.5,Atlanta,2001,7
2001-08-01,52580.583333333336,Atlanta,2001,8
2001-09-01,52715.666666666664,Atlanta,2001,9
2001-10-01,52850.75,Atlanta,2001,10
2001-11-01,52985.833333333336,Atlanta,2001,11
2001-12-01,53120.916666666664,Atlanta,2001,12
2002-01-01,53256.0,Atlanta,2002,1
2002-02-01,53301.916666666664,Atlanta,2002,2
2002-03-01,53347.833333333336,Atlanta,2002,3
2002-04-01,53393.75,Atlanta,2002,4
2002-05-01,53439.666666666664,Atlanta,2002,5
2002-06-01,53485.583333333336,Atlanta,2002,6
2002-07-01,53531.5,Atlanta,2002,7
2002-08-01,53577.416666666664,Atlanta,2002,8
2002-09-01,53623.333333333336,Atlanta,2002,9
2002-10-01,53669.25,Atlanta,2002,10
2002-11-01,53715.166666666664,Atlanta,2002,11
2002-12-01,53761.083333333336,Atlanta,2002,12
2003-01-01,53807.0,Atlanta,2003,1
2003-02-01,54073.916666666664,Atlanta,2003,2
2003-03-01,54340.833333333336,Atlanta,2003,3
2003-04-01,54607.75,Atlanta,2003,4
2003-05-01,54874.666666666664,Atlanta,2003,5
2003-06-01,55141.583333333336,Atlanta,2003,6
2003-07-01,55408.5,Atlanta,2003,7
2003-08-01,55675.416666666664,Atlanta,2003,8
2003-09-01,55942.333333333336,Atlanta,2003,9
2003-10-01,56209.25,Atlanta,2003,10
2003-11-01,56476.166666666664,Atlanta,2003,11
2003-12-01,56743.083333333336,Atlanta,2003,12
2004-01-01,57010.0,Atlanta,2004,1
2004-02-01,57387.833333333336,Atlanta,2004,2
2004-03-01,57765.666666666664,Atlanta,2004,3
2004-04-01,58143.5,Atlanta,2004,4
2004-05-01,58521.333333333336,Atlanta,2004,5
2004-06-01,58899.166666666664,Atlanta,2004,6
2004-07-01,59277.0,Atlanta,2004,7
2004-08-01,59654.833333333336,Atlanta,2004,8
2004-09-01,60032.666666666664,Atlanta,2004,9
2004-10-01,60410.5,Atlanta,2004,10
2004-11-01,60788.333333333336,Atlanta,2004,11
2004-12-01,61166.166666666664,Atlanta,2004,12
2005-01-01,61544.0,Atlanta,2005,1
2005-02-01,61949.833333333336,Atlanta,2005,2
2005-03-01,62355.666666666664,Atlanta,2005,3
2005-04-01,62761.5,Atlanta,2005,4
2005-05-01,63167.333333333336,Atlanta,2005,5
2005-06-01,63573.166666666664,Atlanta,2005,6
2005-07-01,63979.0,Atlanta,2005,7
2005-08-01,64384.833333333336,Atlanta,2005,8
2005-09-01,64790.666666666664,Atlanta,2005,9
2005-10-01,65196.5,Atlanta,2005,10
2005-11-01,65602.33333333333,Atlanta,2005,11
2005-12-01,66008.16666666667,Atlanta,2005,12
2006-01-01,66414.0,Atlanta,2006,1
2006-02-01,66471.16666666667,Atlanta,2006,2
2006-03-01,66528.33333333333,Atlanta,2006,3
2006-04-01,66585.5,Atlanta,2006,4
2006-05-01,66642.66666666667,Atlanta,2006,5
2006-06-01,66699.83333333333,Atlanta,2006,6
2006-07-01,66757.0,Atlanta,2006,7
2006-08-01,66814.16666666667,Atlanta,2006,8
2006-09-01,66871.33333333333,Atlanta,2006,9
2006-10-01,66928.5,Atlanta,2006,10
2006-11-01,66985.66666666667,Atlanta,2006,11
2006-12-01,67042.83333333333,Atlanta,2006,12
2007-01-01,67100.0,Atlanta,2007,1
2007-02-01,66639.0,Atlanta,2007,2
2007-03-01,66178.0,Atlanta,2007,3
2007-04-01,65717.0,Atlanta,2007,4
2007-05-01,65256.0,Atlanta,2007,5
2007-06-01,64795.0,Atlanta,2007,6
2007-07-01,64334.0,Atlanta,2007,7
2007-08-01,63873.0,Atlanta,2007,8
2007-09-01,63412.0,Atlanta,2007,9
2007-10-01,62951.0,Atlanta,2007,10
2007-11-01,62490.0,Atlanta,2007,11
2007-12-01,62029.0,Atlanta,2007,12
2008-01-01,61568.0,Atlanta,2008,1
2008-02-01,61337.833333333336,Atlanta,2008,2
2008-03-01,61107.666666666664,Atlanta,2008,3
2008-04-01,60877.5,Atlanta,2008,4
2008-05-01,60647.333333333336,Atlanta,2008,5
2008-06-01,60417.166666666664,Atlanta,2008,6
2008-07-01,60187.0,Atlanta,2008,7
2008-08-01,59956.833333333336,Atlanta,2008,8
2008-09-01,59726.666666666664,Atlanta,2008,9
2008-10-01,59496.5,Atlanta,2008,10
2008-11-01,59266.333333333336,Atlanta,2008,11
2008-12-01,59036.166666666664,Atlanta,2008,12
2009-01-01,58806.0,Atlanta,2009,1
2009-02-01,58858.25,Atlanta,2009,2
2009-03-01,58910.5,Atlanta,2009,3
2009-04-01,58962.75,Atlanta,2009,4
2009-05-01,59015.0,Atlanta,2009,5
2009-06-01,59067.25,Atlanta,2009,6
2009-07-01,59119.5,Atlanta,2009,7
2009-08-01,59171.75,Atlanta,2009,8
2009-09-01,59224.0,Atlanta,2009,9
2009-10-01,59276.25,Atlanta,2009,10
2009-11-01,59328.5,Atlanta,2009,11
2009-12-01,59380.75,Atlanta,2009,12
2010-01-01,59433.0,Atlanta,2010,1
2010-02-01,59785.666666666664,Atlanta,2010,2
2010-03-01,60138.333333333336,Atlanta,2010,3
2010-04-01,60491.0,Atlanta,2010,4
2010-05-01,60843.666666666664,Atlanta,2010,5
2010-06-01,61196.333333333336,Atlanta,2010,6
2010-07-01,61549.0,Atlanta,2010,7
2010-08-01,61901.666666666664,Atlanta,2010,8
2010-09-01,62254.333333333336,Atlanta,2010,9
2010-10-01,62607.0,Atlanta,2010,10
2010-11-01,62959.666666666664,Atlanta,2010,11
2010-12-01,63312.333333333336,Atlanta,2010,12
2000-01-01,27478.0,Augusta,2000,1
2000-02-01,27589.916666666668,Augusta,2000,2
2000-03-01,27701.833333333332,Augusta,2000,3
2000-04-01,27813.75,Augusta,2000,4
2000-05-01,27925.666666666668,Augusta,2000,5
2000-06-01,28037.583333333332,Augusta,2000,6
2000-07-01,28149.5,Augusta,2000,7
2000-08-01,28261.416666666668,Augusta,2000,8
2000-09-01,28373.333333333332,Augusta,2000,9
2000-10-01,28485.25,Augusta,2000,10
2000-11-01,28597.166666666668,Augusta,2000,11
2000-12-01,28709.083333333332,Augusta,2000,12
2001-01-01,28821.0,Augusta,2001,1
2001-02-01,28881.416666666668,Augusta,2001,2
2001-03-01,28941.833333333332,Augusta,2001,3
2001-04-01,29002.25,Augusta,2001,4
2001-05-01,29062.666666666668,Augusta,2001,5
2001-06-01,29123.083333333332,Augusta,2001,6
2001-07-01,29183.5,Augusta,2001,7
2001-08-01,29243.916666666668,Augusta,2001,8
2001-09-01,29304.333333333332,Augusta,2001,9
2001-10-01,29364.75,Augusta,2001,10
2001-11-01,29425.166666666668,Augusta,2001,11
2001-12-01,29485.583333333332,Augusta,2001,12
2002-01-01,29546.0,Augusta,2002,1
2002-02-01,29645.5,Augusta,2002,2
2002-03-01,29745.0,Augusta,2002,3
2002-04-01,29844.5,Augusta,2002,4
2002-05-01,29944.0,Augusta,2002,5
2002-06-01,30043.5,Augusta,2002,6
2002-07-01,30143.0,Augusta,2002,7
2002-08-01,30242.5,Augusta,2002,8
2002-09-01,30342.0,Augusta,2002,9
2002-10-01,30441.5,Augusta,2002,10
2002-11-01,30541.0,Augusta,2002,11
2002-12-01,30640.5,Augusta,2002,12
2003-01-01,30740.0,Augusta,2003,1
2003-02-01,30853.0,Augusta,2003,2
2003-03-01,30966.0,Augusta,2003,3
2003-04-01,31079.0,Augusta,2003,4
2003-05-01,31192.0,Augusta,2003,5
2003-06-01,31305.0,Augusta,2003,6
2003-07-01,31418.0,Augusta,2003,7
2003-08-01,31531.0,Augusta,2003,8
2003-09-01,31644.0,Augusta,2003,9
2003-10-01,31757.0,Augusta,2003,10
2003-11-01,31870.0,Augusta,2003,11
2003-12-01,31983.0,Augusta,2003,12
2004-01-01,32096.0,Augusta,2004,1
2004-02-01,32145.0,Augusta,2004,2
2004-03-01,32194.0,Augusta,2004,3
2004-04-01,32243.0,Augusta,2004,4
2004-05-01,32292.0,Augusta,2004,5
2004-06-01,32341.0,Augusta,2004,6
2004-07-01,32390.0,Augusta,2004,7
2004-08-01,32439.0,Augusta,2004,8
2004-09-01,32488.0,Augusta,2004,9
2004-10-01,32537.0,Augusta,2004,10
2004-11-01,32586.0,Augusta,2004,11
2004-12-01,32635.0,Augusta,2004,12
2005-01-01,32684.0,Augusta,2005,1
2005-02-01,32807.666666666664,Augusta,2005,2
2005-03-01,32931.333333333336,Augusta,2005,3
2005-04-01,33055.0,Augusta,2005,4
2005-05-01,33178.666666666664,Augusta,2005,5
2005-06-01,33302.333333333336,Augusta,2005,6
2005-07-01,33426.0,Augusta,2005,7
2005-08-01,33549.666666666664,Augusta,2005,8
2005-09-01,33673.333333333336,Augusta,2005,9
2005-10-01,33797.0,Augusta,2005,10
2005-11-01,33920.666666666664,Augusta,2005,11
2005-12-01,34044.333333333336,Augusta,2005,12
2006-01-01,34168.0,Augusta,2006,1
2006-02-01,34270.833333333336,Augusta,2006,2
2006-03-01,34373.666666666664,Augusta,2006,3
2006-04-01,34476.5,Augusta,2006,4
2006-05-01,34579.333333333336,Augusta,2006,5
2006-06-01,34682.166666666664,Augusta,2006,6
2006-07-01,34785.0,Augusta,2006,7
2006-08-01,34887.833333333336,Augusta,2006,8
2006-09-01,34990.666666666664,Augusta,2006,9
2006-10-01,35093.5,Augusta,2006,10
2006-11-01,35196.333333333336,Augusta,2006,11
2006-12-01,35299.166666666664,Augusta,2006,12
2007-01-01,35402.0,Augusta,2007,1
2007-02-01,35531.833333333336,Augusta,2007,2
2007-03-01,35661.666666666664,Augusta,2007,3
2007-04-01,35791.5,Augusta,2007,4
2007-05-01,35921.333333333336,Augusta,2007,5
2007-06-01,36051.166666666664,Augusta,2007,6
2007-07-01,36181.0,Augusta,2007,7
2007-08-01,36310.833333333336,Augusta,2007,8
2007-09-01,36440.666666666664,Augusta,2007,9
2007-10-01,36570.5,Augusta,2007,10
2007-11-01,36700.333333333336,Augusta,2007,11
2007-12-01,36830.166666666664,Augusta,2007,12
2008-01-01,36960.0,Augusta,2008,1
2008-02-01,36972.25,Augusta,2008,2
2008-03-01,36984.5,Augusta,2008,3
2008-04-01,36996.75,Augusta,2008,4
2008-05-01,37009.0,Augusta,2008,5
2008-06-01,37021.25,Augusta,2008,6
2008-07-01,37033.5,Augusta,2008,7
2008-08-01,37045.75,Augusta,2008,8
2008-09-01,37058.0,Augusta,2008,9
2008-10-01,37070.25,Augusta,2008,10
2008-11-01,37082.5,Augusta,2008,11
2008-12-01,37094.75,Augusta,2008,12
2009-01-01,37107.0,Augusta,2009,1
2009-02-01,37182.916666666664,Augusta,2009,2
2009-03-01,37258.833333333336,Augusta,2009,3
2009-04-01,37334.75,Augusta,2009,4
2009-05-01,37410.666666666664,Augusta,2009,5
2009-06-01,37486.583333333336,Augusta,2009,6
2009-07-01,37562.5,Augusta,2009,7
2009-08-01,37638.416666666664,Augusta,2009,8
2009-09-01,37714.333333333336,Augusta,2009,9
2009-10-01,37790.25,Augusta,2009,10
2009-11-01,37866.166666666664,Augusta,2009,11
2009-12-01,37942.083333333336,Augusta,2009,12
2010-01-01,38018.0,Augusta,2010,1
2010-02-01,38141.75,Augusta,2010,2
2010-03-01,38265.5,Augusta,2010,3
2010-04-01,38389.25,Augusta,2010,4
2010-05-01,38513.0,Augusta,2010,5
2010-06-01,38636.75,Augusta,2010,6
2010-07-01,38760.5,Augusta,2010,7
2010-08-01,38884.25,Augusta,2010,8
2010-09-01,39008.0,Augusta,2010,9
2010-10-01,39131.75,Augusta,2010,10
2010-11-01,39255.5,Augusta,2010,11
2010-12-01,39379.25,Augusta,2010,12
2000-01-01,47945.0,Austin,2000,1
2000-02-01,47879.5,Austin,2000,2
2000-03-01,47814.0,Austin,2000,3
2000-04-01,47748.5,Austin,2000,4
2000-05-01,47683.0,Austin,2000,5
2000-06-01,47617.5,Austin,2000,6
2000-07-01,47552.0,Austin,2000,7
2000-08-01,47486.5,Austin,2000,8
2000-09-01,47421.0,Austin,2000,9
2000-10-01,47355.5,Austin,2000,10
2000-11-01,47290.0,Austin,2000,11
2000-12-01,47224.5,Austin,2000,12
2001-01-01,47159.0,Austin,2001,1
2001-02-01,47093.5,Austin,2001,2
2001-03-01,47028.0,Austin,2001,3
2001-04-01,46962.5,Austin,2001,4
2001-05-01,46897.0,Austin,2001,5
2001-06-01,46831.5,Austin,2001,6
2001-07-01,46766.0,Austin,2001,7
2001-08-01,46700.5,Austin,2001,8
2001-09-01,46635.0,Austin,2001,9
2001-10-01,46569.5,Austin,2001,10
2001-11-01,46504.0,Austin,2001,11
2001-12-01,46438.5,Austin,2001,12
2002-01-01,46373.0,Austin,2002,1
2002-02-01,46449.583333333336,Austin,2002,2
2002-03-01,46526.166666666664,Austin,2002,3
2002-04-01,46602.75,Austin,2002,4
2002-05-01,46679.333333333336,Austin,2002,5
2002-06-01,46755.916666666664,Austin,2002,6
2002-07-01,46832.5,Austin,2002,7
2002-08-01,46909.083333333336,Austin,2002,8
2002-09-01,46985.666666666664,Austin,2002,9
2002-10-01,47062.25,Austin,2002,10
2002-11-01,47138.833333333336,Austin,2002,11
2002-12-01,47215.416666666664,Austin,2002,12
2003-01-01,47292.0,Austin,2003,1
2003-02-01,47405.916666666664,Austin,2003,2
2003-03-01,47519.833333333336,Austin,2003,3
2003-04-01,47633.75,Austin,2003,4
2003-05-01,47747.666666666664,Austin,2003,5
2003-06-01,47861.583333333336,Austin,2003,6
2003-07-01,47975.5,Austin,2003,7
2003-08-01,48089.416666666664,Austin,2003,8
2003-09-01,48203.333333333336,Austin,2003,9
2003-10-01,48317.25,Austin,2003,10
2003-11-01,48431.166666666664,Austin,2003,11
2003-12-01,48545.083333333336,Austin,2003,12
2004-01-01,48659.0,Austin,2004,1
2004-02-01,48812.666666666664,Austin,2004,2
2004-03-01,48966.333333333336,Austin,2004,3
2004-04-01,49120.0,Austin,2004,4
2004-05-01,49273.666666666664,Austin,2004,5
2004-06-01,49427.333333333336,Austin,2004,6
2004-07-01,49581.0,Austin,2004,7
2004-08-01,49734.666666666664,Austin,2004,8
2004-09-01,49888.333333333336,Austin,2004,9
2004-10-01,50042.0,Austin,2004,10
2004-11-01,50195.666666666664,Austin,2004,11
2004-12-01,50349.333333333336,Austin,2004,12
2005-01-01,50503.0,Austin,2005,1
2005-02-01,50696.333333333336,Austin,2005,2
2005-03-01,50889.666666666664,Austin,2005,3
2005-04-01,51083.0,Austin,2005,4
2005-05-01,51276.333333333336,Austin,2005,5
2005-06-01,51469.666666666664,Austin,2005,6
2005-07-01,51663.0,Austin,2005,7
2005-08-01,51856.333333333336,Austin,2005,8
