date,GDP per Capita,City,Year,Month
2000-03-01,50432.333333333336,Charleston,2000,3
2000-04-01,50496.0,Charleston,2000,4
2000-05-01,50559.666666666664,Charleston,2000,5
2000-06-01,50623.333333333336,Charleston,2000,6
2000-07-01,50687.0,Charleston,2000,7
2000-08-01,50750.666666666664,Charleston,2000,8
2000-09-01,50814.333333333336,Charleston,2000,9
2000-10-01,50878.0,Charleston,2000,10
2000-11-01,50941.666666666664,Charleston,2000,11
2000-12-01,51005.333333333336,Charleston,2000,12
2001-01-01,51069.0,Charleston,2001,1
2001-02-01,51132.666666666664,Charleston,2001,2
2001-03-01,51196.333333333336,Charleston,2001,3
2001-04-01,51260.0,Charleston,2001,4
2001-05-01,51323.666666666664,Charleston,2001,5
2001-06-01,51387.333333333336,Charleston,2001,6
2001-07-01,51451.0,Charleston,2001,7
2001-08-01,51514.666666666664,Charleston,2001,8
2001-09-01,51578.333333333336,Charleston,2001,9
2001-10-01,51642.0,Charleston,2001,10
2001-11-01,51705.666666666664,Charleston,2001,11
2001-12-01,51769.333333333336,Charleston,2001,12
2002-01-01,51833.0,Charleston,2002,1
2002-02-01,51790.5,Charleston,2002,2
2002-03-01,51748.0,Charleston,2002,3
2002-04-01,51705.5,Charleston,2002,4
2002-05-01,51663.0,Charleston,2002,5
2002-06-01,51620.5,Charleston,2002,6
2002-07-01,51578.0,Charleston,2002,7
2002-08-01,51535.5,Charleston,2002,8
2002-09-01,51493.0,Charleston,2002,9
2002-10-01,51450.5,Charleston,2002,10
2002-11-01,51408.0,Charleston,2002,11
2002-12-01,51365.5,Charleston,2002,12
2003-01-01,51323.0,Charleston,2003,1
2003-02-01,51403.333333333336,Charleston,2003,2
2003-03-01,51483.666666666664,Charleston,2003,3
2003-04-01,51564.0,Charleston,2003,4
2003-05-01,51644.333333333336,Charleston,2003,5
2003-06-01,51724.666666666664,Charleston,2003,6
2003-07-01,51805.0,Charleston,2003,7
2003-08-01,51885.333333333336,Charleston,2003,8
2003-09-01,51965.666666666664,Charleston,2003,9
2003-10-01,52046.0,Charleston,2003,10
2003-11-01,52126.333333333336,Charleston,2003,11
2003-12-01,52206.666666666664,Charleston,2003,12
2004-01-01,52287.0,Charleston,2004,1
2004-02-01,52375.166666666664,Charleston,2004,2
2004-03-01,52463.333333333336,Charleston,2004,3
2004-04-01,52551.5,Charleston,2004,4
2004-05-01,52639.666666666664,Charleston,2004,5
2004-06-01,52727.833333333336,Charleston,2004,6
2004-07-01,52816.0,Charleston,2004,7
2004-08-01,52904.166666666664,Charleston,2004,8
2004-09-01,52992.333333333336,Charleston,2004,9
2004-10-01,53080.5,Charleston,2004,10
2004-11-01,53168.666666666664,Charleston,2004,11
2004-12-01,53256.833333333336,Charleston,2004,12
2005-01-01,53345.0,Charleston,2005,1
2005-02-01,53439.583333333336,Charleston,2005,2
2005-03-01,53534.166666666664,Charleston,2005,3
2005-04-01,53628.75,Charleston,2005,4
2005-05-01,53723.333333333336,Charleston,2005,5
2005-06-01,53817.916666666664,Charleston,2005,6
2005-07-01,53912.5,Charleston,2005,7
2005-08-01,54007.083333333336,Charleston,2005,8
2005-09-01,54101.666666666664,Charleston,2005,9
2005-10-01,54196.25,Charleston,2005,10
2005-11-01,54290.833333333336,Charleston,2005,11
2005-12-01,54385.416666666664,Charleston,2005,12
2006-01-01,54480.0,Charleston,2006,1
2006-02-01,54520.75,Charleston,2006,2
2006-03-01,54561.5,Charleston,2006,3
2006-04-01,54602.25,Charleston,2006,4
2006-05-01,54643.0,Charleston,2006,5
2006-06-01,54683.75,Charleston,2006,6
2006-07-01,54724.5,Charleston,2006,7
2006-08-01,54765.25,Charleston,2006,8
2006-09-01,54806.0,Charleston,2006,9
2006-10-01,54846.75,Charleston,2006,10
2006-11-01,54887.5,Charleston,2006,11
2006-12-01,54928.25,Charleston,2006,12
2007-01-01,54969.0,Charleston,2007,1
2007-02-01,55077.333333333336,Charleston,2007,2
2007-03-01,55185.666666666664,Charleston,2007,3
2007-04-01,55294.0,Charleston,2007,4
2007-05-01,55402.333333333336,Charleston,2007,5
2007-06-01,55510.666666666664,Charleston,2007,6
2007-07-01,55619.0,Charleston,2007,7
2007-08-01,55727.333333333336,Charleston,2007,8
2007-09-01,55835.666666666664,Charleston,2007,9
2007-10-01,55944.0,Charleston,2007,10
2007-11-01,56052.333333333336,Charleston,2007,11
2007-12-01,56160.666666666664,Charleston,2007,12
2008-01-01,56269.0,Charleston,2008,1
2008-02-01,56368.333333333336,Charleston,2008,2
2008-03-01,56467.666666666664,Charleston,2008,3
2008-04-01,56567.0,Charleston,2008,4
2008-05-01,56666.333333333336,Charleston,2008,5
2008-06-01,56765.666666666664,Charleston,2008,6
2008-07-01,56865.0,Charleston,2008,7
2008-08-01,56964.333333333336,Charleston,2008,8
2008-09-01,57063.666666666664,Charleston,2008,9
2008-10-01,57163.0,Charleston,2008,10
2008-11-01,57262.333333333336,Charleston,2008,11
2008-12-01,57361.666666666664,Charleston,2008,12
2009-01-01,57461.0,Charleston,2009,1
2009-02-01,57533.666666666664,Charleston,2009,2
2009-03-01,57606.333333333336,Charleston,2009,3
2009-04-01,57679.0,Charleston,2009,4
2009-05-01,57751.666666666664,Charleston,2009,5
2009-06-01,57824.333333333336,Charleston,2009,6
2009-07-01,57897.0,Charleston,2009,7
2009-08-01,57969.666666666664,Charleston,2009,8
2009-09-01,58042.333333333336,Charleston,2009,9
2009-10-01,58115.0,Charleston,2009,10
2009-11-01,58187.666666666664,Charleston,2009,11
2009-12-01,58260.333333333336,Charleston,2009,12
2010-01-01,58333.0,Charleston,2010,1
2010-02-01,58321.0,Charleston,2010,2
2010-03-01,58309.0,Charleston,2010,3
2010-04-01,58297.0,Charleston,2010,4
2010-05-01,58285.0,Charleston,2010,5
2010-06-01,58273.0,Charleston,2010,6
2010-07-01,58261.0,Charleston,2010,7
2010-08-01,58249.0,Charleston,2010,8
2010-09-01,58237.0,Charleston,2010,9
2010-10-01,58225.0,Charleston,2010,10
2010-11-01,58213.0,Charleston,2010,11
2010-12-01,58201.0,Charleston,2010,12
2000-01-01,39916.0,Cheyenne,2000,1
2000-02-01,40052.333333333336,Cheyenne,2000,2
2000-03-01,40188.666666666664,Cheyenne,2000,3
2000-04-01,40325.0,Cheyenne,2000,4
2000-05-01,40461.333333333336,Cheyenne,2000,5
2000-06-01,40597.666666666664,Cheyenne,2000,6
2000-07-01,40734.0,Cheyenne,2000,7
2000-08-01,40870.333333333336,Cheyenne,2000,8
2000-09-01,41006.666666666664,Cheyenne,2000,9
2000-10-01,41143.0,Cheyenne,2000,10
2000-11-01,41279.333333333336,Cheyenne,2000,11
2000-12-01,41415.666666666664,Cheyenne,2000,12
2001-01-01,41552.0,Cheyenne,2001,1
2001-02-01,41688.333333333336,Cheyenne,2001,2
2001-03-01,41824.666666666664,Cheyenne,2001,3
2001-04-01,41961.0,Cheyenne,2001,4
2001-05-01,42097.333333333336,Cheyenne,2001,5
2001-06-01,42233.666666666664,Cheyenne,2001,6
2001-07-01,42370.0,Cheyenne,2001,7
2001-08-01,42506.333333333336,Cheyenne,2001,8
2001-09-01,42642.666666666664,Cheyenne,2001,9
2001-10-01,42779.0,Cheyenne,2001,10
2001-11-01,42915.333333333336,Cheyenne,2001,11
2001-12-01,43051.666666666664,Cheyenne,2001,12
2002-01-01,43188.0,Cheyenne,2002,1
2002-02-01,43343.416666666664,Cheyenne,2002,2
2002-03-01,43498.833333333336,Cheyenne,2002,3
2002-04-01,43654.25,Cheyenne,2002,4
2002-05-01,43809.666666666664,Cheyenne,2002,5
2002-06-01,43965.083333333336,Cheyenne,2002,6
2002-07-01,44120.5,Cheyenne,2002,7
2002-08-01,44275.916666666664,Cheyenne,2002,8
2002-09-01,44431.333333333336,Cheyenne,2002,9
2002-10-01,44586.75,Cheyenne,2002,10
2002-11-01,44742.166666666664,Cheyenne,2002,11
2002-12-01,44897.583333333336,Cheyenne,2002,12
2003-01-01,45053.0,Cheyenne,2003,1
2003-02-01,45218.583333333336,Cheyenne,2003,2
2003-03-01,45384.166666666664,Cheyenne,2003,3
2003-04-01,45549.75,Cheyenne,2003,4
2003-05-01,45715.333333333336,Cheyenne,2003,5
2003-06-01,45880.916666666664,Cheyenne,2003,6
2003-07-01,46046.5,Cheyenne,2003,7
2003-08-01,46212.083333333336,Cheyenne,2003,8
2003-09-01,46377.666666666664,Cheyenne,2003,9
2003-10-01,46543.25,Cheyenne,2003,10
2003-11-01,46708.833333333336,Cheyenne,2003,11
2003-12-01,46874.416666666664,Cheyenne,2003,12
2004-01-01,47040.0,Cheyenne,2004,1
2004-02-01,47132.416666666664,Cheyenne,2004,2
2004-03-01,47224.833333333336,Cheyenne,2004,3
2004-04-01,47317.25,Cheyenne,2004,4
2004-05-01,47409.666666666664,Cheyenne,2004,5
2004-06-01,47502.083333333336,Cheyenne,2004,6
2004-07-01,47594.5,Cheyenne,2004,7
2004-08-01,47686.916666666664,Cheyenne,2004,8
2004-09-01,47779.333333333336,Cheyenne,2004,9
2004-10-01,47871.75,Cheyenne,2004,10
2004-11-01,47964.166666666664,Cheyenne,2004,11
2004-12-01,48056.583333333336,Cheyenne,2004,12
2005-01-01,48149.0,Cheyenne,2005,1
2005-02-01,48501.75,Cheyenne,2005,2
2005-03-01,48854.5,Cheyenne,2005,3
2005-04-01,49207.25,Cheyenne,2005,4
2005-05-01,49560.0,Cheyenne,2005,5
2005-06-01,49912.75,Cheyenne,2005,6
2005-07-01,50265.5,Cheyenne,2005,7
2005-08-01,50618.25,Cheyenne,2005,8
2005-09-01,50971.0,Cheyenne,2005,9
2005-10-01,51323.75,Cheyenne,2005,10
2005-11-01,51676.5,Cheyenne,2005,11
2005-12-01,52029.25,Cheyenne,2005,12
2006-01-01,52382.0,Cheyenne,2006,1
2006-02-01,52483.833333333336,Cheyenne,2006,2
2006-03-01,52585.666666666664,Cheyenne,2006,3
2006-04-01,52687.5,Cheyenne,2006,4
2006-05-01,52789.333333333336,Cheyenne,2006,5
2006-06-01,52891.166666666664,Cheyenne,2006,6
2006-07-01,52993.0,Cheyenne,2006,7
2006-08-01,53094.833333333336,Cheyenne,2006,8
2006-09-01,53196.666666666664,Cheyenne,2006,9
2006-10-01,53298.5,Cheyenne,2006,10
2006-11-01,53400.333333333336,Cheyenne,2006,11
2006-12-01,53502.166666666664,Cheyenne,2006,12
2007-01-01,53604.0,Cheyenne,2007,1
2007-02-01,53983.583333333336,Cheyenne,2007,2
2007-03-01,54363.166666666664,Cheyenne,2007,3
2007-04-01,54742.75,Cheyenne,2007,4
2007-05-01,55122.333333333336,Cheyenne,2007,5
2007-06-01,55501.916666666664,Cheyenne,2007,6
2007-07-01,55881.5,Cheyenne,2007,7
2007-08-01,56261.083333333336,Cheyenne,2007,8
2007-09-01,56640.666666666664,Cheyenne,2007,9
2007-10-01,57020.25,Cheyenne,2007,10
2007-11-01,57399.833333333336,Cheyenne,2007,11
2007-12-01,57779.416666666664,Cheyenne,2007,12
2008-01-01,58159.0,Cheyenne,2008,1
2008-02-01,57529.583333333336,Cheyenne,2008,2
2008-03-01,56900.166666666664,Cheyenne,2008,3
2008-04-01,56270.75,Cheyenne,2008,4
2008-05-01,55641.333333333336,Cheyenne,2008,5
2008-06-01,55011.916666666664,Cheyenne,2008,6
2008-07-01,54382.5,Cheyenne,2008,7
2008-08-01,53753.083333333336,Cheyenne,2008,8
2008-09-01,53123.666666666664,Cheyenne,2008,9
2008-10-01,52494.25,Cheyenne,2008,10
2008-11-01,51864.833333333336,Cheyenne,2008,11
2008-12-01,51235.416666666664,Cheyenne,2008,12
2009-01-01,50606.0,Cheyenne,2009,1
2009-02-01,50580.25,Cheyenne,2009,2
2009-03-01,50554.5,Cheyenne,2009,3
2009-04-01,50528.75,Cheyenne,2009,4
2009-05-01,50503.0,Cheyenne,2009,5
2009-06-01,50477.25,Cheyenne,2009,6
2009-07-01,50451.5,Cheyenne,2009,7
2009-08-01,50425.75,Cheyenne,2009,8
2009-09-01,50400.0,Cheyenne,2009,9
2009-10-01,50374.25,Cheyenne,2009,10
2009-11-01,50348.5,Cheyenne,2009,11
2009-12-01,50322.75,Cheyenne,2009,12
2010-01-01,50297.0,Cheyenne,2010,1
2010-02-01,50426.75,Cheyenne,2010,2
2010-03-01,50556.5,Cheyenne,2010,3
2010-04-01,50686.25,Cheyenne,2010,4
2010-05-01,50816.0,Cheyenne,2010,5
2010-06-01,50945.75,Cheyenne,2010,6
2010-07-01,51075.5,Cheyenne,2010,7
2010-08-01,51205.25,Cheyenne,2010,8
2010-09-01,51335.0,Cheyenne,2010,9
2010-10-01,51464.75,Cheyenne,2010,10
2010-11-01,51594.5,Cheyenne,2010,11
2010-12-01,51724.25,Cheyenne,2010,12
2000-01-01,40614.0,Columbia,2000,1
2000-02-01,40664.5,Columbia,2000,2
2000-03-01,40715.0,Columbia,2000,3
2000-04-01,40765.5,Columbia,2000,4
2000-05-01,40816.0,Columbia,2000,5
2000-06-01,40866.5,Columbia,2000,6
2000-07-01,40917.0,Columbia,2000,7
2000-08-01,40967.5,Columbia,2000,8
2000-09-01,41018.0,Columbia,2000,9
2000-10-01,41068.5,Columbia,2000,10
2000-11-01,41119.0,Columbia,2000,11
2000-12-01,41169.5,Columbia,2000,12
2001-01-01,41220.0,Columbia,2001,1
2001-02-01,41270.5,Columbia,2001,2
2001-03-01,41321.0,Columbia,2001,3
2001-04-01,41371.5,Columbia,2001,4
2001-05-01,41422.0,Columbia,2001,5
2001-06-01,41472.5,Columbia,2001,6
2001-07-01,41523.0,Columbia,2001,7
2001-08-01,41573.5,Columbia,2001,8
2001-09-01,41624.0,Columbia,2001,9
2001-10-01,41674.5,Columbia,2001,10
2001-11-01,41725.0,Columbia,2001,11
2001-12-01,41775.5,Columbia,2001,12
2002-01-01,41826.0,Columbia,2002,1
2002-02-01,41905.25,Columbia,2002,2
2002-03-01,41984.5,Columbia,2002,3
2002-04-01,42063.75,Columbia,2002,4
2002-05-01,42143.0,Columbia,2002,5
2002-06-01,42222.25,Columbia,2002,6
2002-07-01,42301.5,Columbia,2002,7
2002-08-01,42380.75,Columbia,2002,8
2002-09-01,42460.0,Columbia,2002,9
2002-10-01,42539.25,Columbia,2002,10
2002-11-01,42618.5,Columbia,2002,11
2002-12-01,42697.75,Columbia,2002,12
2003-01-01,42777.0,Columbia,2003,1
2003-02-01,42836.583333333336,Columbia,2003,2
2003-03-01,42896.166666666664,Columbia,2003,3
2003-04-01,42955.75,Columbia,2003,4
2003-05-01,43015.333333333336,Columbia,2003,5
2003-06-01,43074.916666666664,Columbia,2003,6
2003-07-01,43134.5,Columbia,2003,7
2003-08-01,43194.083333333336,Columbia,2003,8
2003-09-01,43253.666666666664,Columbia,2003,9
2003-10-01,43313.25,Columbia,2003,10
2003-11-01,43372.833333333336,Columbia,2003,11
2003-12-01,43432.416666666664,Columbia,2003,12
2004-01-01,43492.0,Columbia,2004,1
2004-02-01,43500.166666666664,Columbia,2004,2
2004-03-01,43508.333333333336,Columbia,2004,3
2004-04-01,43516.5,Columbia,2004,4
2004-05-01,43524.666666666664,Columbia,2004,5
2004-06-01,43532.833333333336,Columbia,2004,6
2004-07-01,43541.0,Columbia,2004,7
2004-08-01,43549.166666666664,Columbia,2004,8
2004-09-01,43557.333333333336,Columbia,2004,9
2004-10-01,43565.5,Columbia,2004,10
2004-11-01,43573.666666666664,Columbia,2004,11
2004-12-01,43581.833333333336,Columbia,2004,12
2005-01-01,43590.0,Columbia,2005,1
2005-02-01,43644.666666666664,Columbia,2005,2
2005-03-01,43699.333333333336,Columbia,2005,3
2005-04-01,43754.0,Columbia,2005,4
2005-05-01,43808.666666666664,Columbia,2005,5
2005-06-01,43863.333333333336,Columbia,2005,6
2005-07-01,43918.0,Columbia,2005,7
2005-08-01,43972.666666666664,Columbia,2005,8
2005-09-01,44027.333333333336,Columbia,2005,9
2005-10-01,44082.0,Columbia,2005,10
2005-11-01,44136.666666666664,Columbia,2005,11
2005-12-01,44191.333333333336,Columbia,2005,12
2006-01-01,44246.0,Columbia,2006,1
2006-02-01,44242.666666666664,Columbia,2006,2
2006-03-01,44239.333333333336,Columbia,2006,3
2006-04-01,44236.0,Columbia,2006,4
2006-05-01,44232.666666666664,Columbia,2006,5
2006-06-01,44229.333333333336,Columbia,2006,6
2006-07-01,44226.0,Columbia,2006,7
2006-08-01,44222.666666666664,Columbia,2006,8
2006-09-01,44219.333333333336,Columbia,2006,9
2006-10-01,44216.0,Columbia,2006,10
2006-11-01,44212.666666666664,Columbia,2006,11
2006-12-01,44209.333333333336,Columbia,2006,12
2007-01-01,44206.0,Columbia,2007,1
2007-02-01,44166.75,Columbia,2007,2
2007-03-01,44127.5,Columbia,2007,3
2007-04-01,44088.25,Columbia,2007,4
2007-05-01,44049.0,Columbia,2007,5
2007-06-01,44009.75,Columbia,2007,6
2007-07-01,43970.5,Columbia,2007,7
2007-08-01,43931.25,Columbia,2007,8
2007-09-01,43892.0,Columbia,2007,9
2007-10-01,43852.75,Columbia,2007,10
2007-11-01,43813.5,Columbia,2007,11
2007-12-01,43774.25,Columbia,2007,12
2008-01-01,43735.0,Columbia,2008,1
2008-02-01,43622.166666666664,Columbia,2008,2
2008-03-01,43509.333333333336,Columbia,2008,3
2008-04-01,43396.5,Columbia,2008,4
2008-05-01,43283.666666666664,Columbia,2008,5
2008-06-01,43170.833333333336,Columbia,2008,6
2008-07-01,43058.0,Columbia,2008,7
2008-08-01,42945.166666666664,Columbia,2008,8
2008-09-01,42832.333333333336,Columbia,2008,9
2008-10-01,42719.5,Columbia,2008,10
2008-11-01,42606.666666666664,Columbia,2008,11
2008-12-01,42493.833333333336,Columbia,2008,12
2009-01-01,42381.0,Columbia,2009,1
2009-02-01,42274.0,Columbia,2009,2
2009-03-01,42167.0,Columbia,2009,3
2009-04-01,42060.0,Columbia,2009,4
2009-05-01,41953.0,Columbia,2009,5
2009-06-01,41846.0,Columbia,2009,6
2009-07-01,41739.0,Columbia,2009,7
2009-08-01,41632.0,Columbia,2009,8
2009-09-01,41525.0,Columbia,2009,9
2009-10-01,41418.0,Columbia,2009,10
2009-11-01,41311.0,Columbia,2009,11
2009-12-01,41204.0,Columbia,2009,12
2010-01-01,41097.0,Columbia,2010,1
2010-02-01,41086.583333333336,Columbia,2010,2
2010-03-01,41076.166666666664,Columbia,2010,3
2010-04-01,41065.75,Columbia,2010,4
2010-05-01,41055.333333333336,Columbia,2010,5
2010-06-01,41044.916666666664,Columbia,2010,6
2010-07-01,41034.5,Columbia,2010,7
2010-08-01,41024.083333333336,Columbia,2010,8
2010-09-01,41013.666666666664,Columbia,2010,9
2010-10-01,41003.25,Columbia,2010,10
2010-11-01,40992.833333333336,Columbia,2010,11
2010-12-01,40982.416666666664,Columbia,2010,12
2000-01-01,49425.0,Columbus,2000,1
2000-02-01,49479.833333333336,Columbus,2000,2
2000-03-01,49534.666666666664,Columbus,2000,3
2000-04-01,49589.5,Columbus,2000,4
2000-05-01,49644.333333333336,Columbus,2000,5
2000-06-01,49699.166666666664,Columbus,2000,6
2000-07-01,49754.0,Columbus,2000,7
2000-08-01,49808.833333333336,Columbus,2000,8
2000-09-01,49863.666666666664,Columbus,2000,9
2000-10-01,49918.5,Columbus,2000,10
2000-11-01,49973.333333333336,Columbus,2000,11
2000-12-01,50028.166666666664,Columbus,2000,12
2001-01-01,50083.0,Columbus,2001,1
2001-02-01,50137.833333333336,Columbus,2001,2
2001-03-01,50192.666666666664,Columbus,2001,3
2001-04-01,50247.5,Columbus,2001,4
2001-05-01,50302.333333333336,Columbus,2001,5
2001-06-01,50357.166666666664,Columbus,2001,6
2001-07-01,50412.0,Columbus,2001,7
2001-08-01,50466.833333333336,Columbus,2001,8
2001-09-01,50521.666666666664,Columbus,2001,9
2001-10-01,50576.5,Columbus,2001,10
2001-11-01,50631.333333333336,Columbus,2001,11
2001-12-01,50686.166666666664,Columbus,2001,12
2002-01-01,50741.0,Columbus,2002,1
2002-02-01,50799.916666666664,Columbus,2002,2
2002-03-01,50858.833333333336,Columbus,2002,3
2002-04-01,50917.75,Columbus,2002,4
2002-05-01,50976.666666666664,Columbus,2002,5
2002-06-01,51035.583333333336,Columbus,2002,6
2002-07-01,51094.5,Columbus,2002,7
2002-08-01,51153.416666666664,Columbus,2002,8
2002-09-01,51212.333333333336,Columbus,2002,9
2002-10-01,51271.25,Columbus,2002,10
2002-11-01,51330.166666666664,Columbus,2002,11
2002-12-01,51389.083333333336,Columbus,2002,12
2003-01-01,51448.0,Columbus,2003,1
2003-02-01,51575.166666666664,Columbus,2003,2
2003-03-01,51702.333333333336,Columbus,2003,3
2003-04-01,51829.5,Columbus,2003,4
2003-05-01,51956.666666666664,Columbus,2003,5
2003-06-01,52083.833333333336,Columbus,2003,6
2003-07-01,52211.0,Columbus,2003,7
2003-08-01,52338.166666666664,Columbus,2003,8
2003-09-01,52465.333333333336,Columbus,2003,9
2003-10-01,52592.5,Columbus,2003,10
2003-11-01,52719.666666666664,Columbus,2003,11
2003-12-01,52846.833333333336,Columbus,2003,12
2004-01-01,52974.0,Columbus,2004,1
2004-02-01,53006.25,Columbus,2004,2
2004-03-01,53038.5,Columbus,2004,3
2004-04-01,53070.75,Columbus,2004,4
2004-05-01,53103.0,Columbus,2004,5
2004-06-01,53135.25,Columbus,2004,6
2004-07-01,53167.5,Columbus,2004,7
2004-08-01,53199.75,Columbus,2004,8
2004-09-01,53232.0,Columbus,2004,9
2004-10-01,53264.25,Columbus,2004,10
2004-11-01,53296.5,Columbus,2004,11
2004-12-01,53328.75,Columbus,2004,12
2005-01-01,53361.0,Columbus,2005,1
2005-02-01,53339.5,Columbus,2005,2
2005-03-01,53318.0,Columbus,2005,3
2005-04-01,53296.5,Columbus,2005,4
2005-05-01,53275.0,Columbus,2005,5
2005-06-01,53253.5,Columbus,2005,6
2005-07-01,53232.0,Columbus,2005,7
2005-08-01,53210.5,Columbus,2005,8
2005-09-01,53189.0,Columbus,2005,9
2005-10-01,53167.5,Columbus,2005,10
2005-11-01,53146.0,Columbus,2005,11
2005-12-01,53124.5,Columbus,2005,12
2006-01-01,53103.0,Columbus,2006,1
2006-02-01,53067.833333333336,Columbus,2006,2
2006-03-01,53032.666666666664,Columbus,2006,3
2006-04-01,52997.5,Columbus,2006,4
2006-05-01,52962.333333333336,Columbus,2006,5
2006-06-01,52927.166666666664,Columbus,2006,6
2006-07-01,52892.0,Columbus,2006,7
2006-08-01,52856.833333333336,Columbus,2006,8
2006-09-01,52821.666666666664,Columbus,2006,9
2006-10-01,52786.5,Columbus,2006,10
2006-11-01,52751.333333333336,Columbus,2006,11
2006-12-01,52716.166666666664,Columbus,2006,12
2007-01-01,52681.0,Columbus,2007,1
2007-02-01,52574.833333333336,Columbus,2007,2
2007-03-01,52468.666666666664,Columbus,2007,3
2007-04-01,52362.5,Columbus,2007,4
2007-05-01,52256.333333333336,Columbus,2007,5
2007-06-01,52150.166666666664,Columbus,2007,6
2007-07-01,52044.0,Columbus,2007,7
2007-08-01,51937.833333333336,Columbus,2007,8
2007-09-01,51831.666666666664,Columbus,2007,9
2007-10-01,51725.5,Columbus,2007,10
2007-11-01,51619.333333333336,Columbus,2007,11
2007-12-01,51513.166666666664,Columbus,2007,12
2008-01-01,51407.0,Columbus,2008,1
2008-02-01,51179.583333333336,Columbus,2008,2
2008-03-01,50952.166666666664,Columbus,2008,3
2008-04-01,50724.75,Columbus,2008,4
2008-05-01,50497.333333333336,Columbus,2008,5
2008-06-01,50269.916666666664,Columbus,2008,6
2008-07-01,50042.5,Columbus,2008,7
2008-08-01,49815.083333333336,Columbus,2008,8
2008-09-01,49587.666666666664,Columbus,2008,9
2008-10-01,49360.25,Columbus,2008,10
2008-11-01,49132.833333333336,Columbus,2008,11
2008-12-01,48905.416666666664,Columbus,2008,12
2009-01-01,48678.0,Columbus,2009,1
2009-02-01,48741.833333333336,Columbus,2009,2
2009-03-01,48805.666666666664,Columbus,2009,3
2009-04-01,48869.5,Columbus,2009,4
2009-05-01,48933.333333333336,Columbus,2009,5
2009-06-01,48997.166666666664,Columbus,2009,6
2009-07-01,49061.0,Columbus,2009,7
2009-08-01,49124.833333333336,Columbus,2009,8
2009-09-01,49188.666666666664,Columbus,2009,9
2009-10-01,49252.5,Columbus,2009,10
2009-11-01,49316.333333333336,Columbus,2009,11
2009-12-01,49380.166666666664,Columbus,2009,12
2010-01-01,49444.0,Columbus,2010,1
2010-02-01,49607.916666666664,Columbus,2010,2
2010-03-01,49771.833333333336,Columbus,2010,3
2010-04-01,49935.75,Columbus,2010,4
2010-05-01,50099.666666666664,Columbus,2010,5
2010-06-01,50263.583333333336,Columbus,2010,6
2010-07-01,50427.5,Columbus,2010,7
2010-08-01,50591.416666666664,Columbus,2010,8
2010-09-01,50755.333333333336,Columbus,2010,9
2010-10-01,50919.25,Columbus,2010,10
2010-11-01,51083.166666666664,Columbus,2010,11
2010-12-01,51247.083333333336,Columbus,2010,12
2000-01-01,35323.0,Concord,2000,1
2000-02-01,35444.583333333336,Concord,2000,2
2000-03-01,35566.166666666664,Concord,2000,3
2000-04-01,35687.75,Concord,2000,4
2000-05-01,35809.333333333336,Concord,2000,5
2000-06-01,35930.916666666664,Concord,2000,6
2000-07-01,36052.5,Concord,2000,7
2000-08-01,36174.083333333336,Concord,2000,8
2000-09-01,36295.666666666664,Concord,2000,9
2000-10-01,36417.25,Concord,2000,10
2000-11-01,36538.833333333336,Concord,2000,11
2000-12-01,36660.416666666664,Concord,2000,12
2001-01-01,36782.0,Concord,2001,1
2001-02-01,36801.25,Concord,2001,2
2001-03-01,36820.5,Concord,2001,3
2001-04-01,36839.75,Concord,2001,4
2001-05-01,36859.0,Concord,2001,5
2001-06-01,36878.25,Concord,2001,6
2001-07-01,36897.5,Concord,2001,7
2001-08-01,36916.75,Concord,2001,8
2001-09-01,36936.0,Concord,2001,9
2001-10-01,36955.25,Concord,2001,10
2001-11-01,36974.5,Concord,2001,11
2001-12-01,36993.75,Concord,2001,12
2002-01-01,37013.0,Concord,2002,1
2002-02-01,37043.083333333336,Concord,2002,2
2002-03-01,37073.166666666664,Concord,2002,3
2002-04-01,37103.25,Concord,2002,4
2002-05-01,37133.333333333336,Concord,2002,5
2002-06-01,37163.416666666664,Concord,2002,6
2002-07-01,37193.5,Concord,2002,7
2002-08-01,37223.583333333336,Concord,2002,8
2002-09-01,37253.666666666664,Concord,2002,9
2002-10-01,37283.75,Concord,2002,10
2002-11-01,37313.833333333336,Concord,2002,11
2002-12-01,37343.916666666664,Concord,2002,12
2003-01-01,37374.0,Concord,2003,1
2003-02-01,37536.5,Concord,2003,2
2003-03-01,37699.0,Concord,2003,3
2003-04-01,37861.5,Concord,2003,4
2003-05-01,38024.0,Concord,2003,5
2003-06-01,38186.5,Concord,2003,6
2003-07-01,38349.0,Concord,2003,7
2003-08-01,38511.5,Concord,2003,8
2003-09-01,38674.0,Concord,2003,9
2003-10-01,38836.5,Concord,2003,10
2003-11-01,38999.0,Concord,2003,11
2003-12-01,39161.5,Concord,2003,12
2004-01-01,39324.0,Concord,2004,1
2004-02-01,39414.0,Concord,2004,2
2004-03-01,39504.0,Concord,2004,3
2004-04-01,39594.0,Concord,2004,4
2004-05-01,39684.0,Concord,2004,5
2004-06-01,39774.0,Concord,2004,6
2004-07-01,39864.0,Concord,2004,7
2004-08-01,39954.0,Concord,2004,8
2004-09-01,40044.0,Concord,2004,9
2004-10-01,40134.0,Concord,2004,10
2004-11-01,40224.0,Concord,2004,11
2004-12-01,40314.0,Concord,2004,12
2005-01-01,40404.0,Concord,2005,1
2005-02-01,40609.166666666664,Concord,2005,2
2005-03-01,40814.333333333336,Concord,2005,3
2005-04-01,41019.5,Concord,2005,4
